BasketballPass__QP_37_nF_2_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	 Ir	 Dr	 Dw	 I1mr	D1mr	D1mw	ILmr	DLmr	DLmw
TComTrQuant::xQuant	26,648,325	12,112,875	8,721,270	194,388	350,241	1,319,144	8	0	46
TComYuv::subtract	22,783,010	7,756,118	3,295,500	93,071	317,887	207,923	47,946	70	342
TComDataCU::getQuadtreeTULog2MinSizeInCU	22,048,312	9,372,108	3,125,437	379,154	1,148,607	33,642	26	5	419
TEncSearch::xLoadIntraResultQT	22,022,350	8,122,356	4,347,208	440,708	672,537	79,111	4,797	28	83
TEncSbac::xCopyFrom	22,017,952	10,008,160	10,008,160	62,760	2,343,249	139,068	225	3,775	3,844
TEncSearch::predInterSearch	21,893,702	4,195,623	9,821,943	825,339	747,622	828,277	146,897	3,939	63,494
TEncSearch::xPatternRefinement	21,182,745	8,125,246	4,863,816	93,376	1,182,494	744,376	167	4	0
void	20,845,395	11,847,239	849,845	9,315	206,135	69,032	8	1,461	46
TEncSbac::estBit	20,792,598	6,523,168	13,046,336	104,453	422,834	621,022	1,333	0	113
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memcpy-ssse3.S:__memcpy_chk_ssse3	20,731,520	5,838,208	3,661,368	8,502	811,213	985,422	23	253	2,166
TComTrQuant::calcPatternSigCtx	20,510,716	8,315,810	1,016,963	33,323	55,805	0	7	0	0
TComTrQuant::xIT	20,119,186	4,416,450	4,071,001	228,690	301,327	337,761	145	6	3,031
TComTrQuant::rdpcmNxN	19,865,115	9,205,785	5,814,180	340,721	1,305,648	958,384	8	0	485
TComPrediction::filteringIntraReferenceSamples	19,653,586	4,840,430	1,284,807	393,233	802,782	234,064	8	9	8,445
xTrMxN	19,107,156	5,623,748	5,015,179	782,601	592,453	755,507	1,715	24	6,172
TEncSearch::xUpdateCandList	18,582,534	4,885,652	2,512,296	26,551	274,530	2,816	282	1	0
TComDataCU::getCoefScanIdx	18,463,225	7,357,586	2,981,891	691,224	467,620	195,495	25	8	743
TEncSearch::xTZSearchHelp	18,420,448	7,789,752	5,776,540	74,275	675,351	55,902	24,595	0	0
TComDataCU::getPUAboveRightAdi	18,014,623	8,940,675	3,768,757	230,578	728,594	25,180	20	361	235
QpParam::QpParam	17,955,142	7,893,417	5,539,189	497,319	1,516,199	87,843	12	1,430	0
TEncSearch::xPatternSearch	16,569,565	6,534,910	5,773,406	40,141	930,801	762,215	98	0	0
TComCUMvField::clearMvField	16,332,186	1,046,136	5,031,994	37,039	53,499	260,058	31	76	14,675
TComDataCU::getPUBelowLeftAdi	16,216,997	8,308,066	3,654,016	144,038	654,115	14,492	16	1,143	96
TComDataCU::setTransformSkipPartRange	16,063,380	8,031,690	5,354,460	35,754	304,193	24,260	15	0	0
TComYuv::addAvg	15,890,208	6,076,544	1,311,648	28,848	184,556	88,674	16,362	1	14
TEncSearch::xModeBitsIntra	15,705,900	8,434,650	6,107,850	31,755	1,564,267	5,950	376	5	0
TEncSbac::estSignificantCoeffGroupMapBit	15,492,524	7,746,262	4,076,980	287,362	495,193	407,698	2,063	9,565	5
TComRdCost::xGetSAD24	14,917,466	3,920,557	133,603	673	99,665	7,283	32	207	0
TEncBinCABACCounter::getNumWrittenBits	13,391,232	7,532,568	3,347,808	102,282	657,729	106,286	5	0	0
fastInverseDst	13,314,600	6,598,124	1,716,104	87,139	19,366	103,558	18	2	0
TComYuv::removeHighFreq	13,232,423	3,831,007	1,640,199	56,688	189,165	866	5,773	0	0
TComTU::getGolombRiceStatisticsIndex	13,121,687	7,105,215	1,093,110	475,284	182,786	0	3	0	0
TEncSbac::resetBits	12,863,550	8,269,425	4,594,125	52,633	1,820,850	46,556	751	4,115	52
TComDataCU::setCbfPartRange	12,677,454	6,338,727	4,225,818	97,267	639,832	174,693	23	0	494
TComDataCU::setExplicitRdpcmModePartRange	12,676,014	6,338,007	4,225,338	216,167	436,441	398,277	10	0	407
TComDataCU::clipMv	12,147,190	4,196,302	1,987,722	48,814	209,805	24,038	5	0	320
QpParam::QpParam	11,850,486	3,045,221	2,163,570	376,544	260,273	0	6	8	0
TComCUMvField::setAllMv	11,313,420	3,475,257	2,137,259	33,404	182,726	156,514	74	2,042	1,920
TComPrediction::xPredInterUni	11,306,085	4,490,360	3,688,510	44,118	306,482	78,324	77	452	1,361
TEncBinCABAC::resetBits	11,025,900	2,756,475	6,431,775	34,816	142,202	56	6	0	0
isLeftAvailable	10,999,321	4,121,959	3,242,045	308,784	128,748	19,140	6	131	0
TComDataCU::setCrossComponentPredictionAlphaPartRange	10,848,402	5,424,201	3,616,134	14,216	325,737	3,348	7	0	0
TComRdCost::setDistParam	9,867,565	5,224,005	3,482,670	223,845	739,470	6,498	6	210	0
TEncEntropy::estimateBit	9,784,752	4,484,678	3,261,584	20,531	638,528	138,265	20	5	60
TEncSearch::xRecurIntraChromaCodingQT	9,642,347	3,483,335	3,423,687	352,470	435,447	155,439	705	12	6
TEncSbac::loadIntraDirMode	9,598,050	4,653,600	3,199,350	17,848	1,323,485	6,370	6	12,517	0
isAboveAvailable	9,540,556	3,200,766	3,334,208	429,331	83,968	70,370	8	19	97
TEncEntropy::encodeCoeffNxN	9,516,660	5,336,508	2,640,168	268,416	121,918	419,679	26	4	8,878
TEncSearch::xEncSubdivCbfQT	9,496,044	3,881,204	2,834,438	605,840	463,261	8,651	16,149	0	2
isBelowLeftAvailable	9,481,016	3,637,953	2,933,755	354,779	34,508	26,024	6	0	0
TEncSearch::xEncodeResidualQT	9,150,904	4,052,823	1,966,774	32,388	183,916	59,926	39	0	1,396
TComCUMvField::setAllRefIdx	9,101,413	2,768,700	1,948,524	63,015	105,563	45,753	114	1	2,188
TEncSbac::codeLastSignificantXY	9,095,860	3,595,341	2,031,997	270,097	278,711	5,171	52	4	0
isAboveRightAvailable	8,978,232	3,200,766	3,013,887	523,285	43,073	31,030	9	0	59
TComRdCost::setDistParam	8,775,199	3,726,739	2,928,730	14,581	157,943	533,372	31	12	0
TComYuv::clear	8,729,654	2,255,978	1,961,720	30,575	384,336	8,946	11,281	66	9
TEncSearch::xEncCoeffQT	8,651,321	4,106,676	2,653,021	485,897	357,947	2,248	5,687	0	0
TEncSearch::xTZSearch	8,523,232	3,057,278	3,651,365	536,000	264,678	94,476	1,093	8	0
TEncSbac::load	8,446,044	2,815,348	3,519,185	18,769	326,631	459	225	0	1
TEncSbac::codeQtCbfZero	8,399,125	3,765,125	3,475,500	26,876	276,413	8,424	38	0	0
TComYuv::copyToPartComponent	8,363,520	2,989,440	2,099,520	46,612	83,171	12,577	8,777	88	0
TEncSearch::xGetIntraBitsQT	8,066,900	3,644,515	3,970,245	263,913	438,610	12,315	1,893	0	197
TComTU::GetEquivalentLog2TrSize	7,862,415	3,573,825	714,765	116,193	261,584	0	2	0	0
TEncSearch::encodeResAndCalcRdInterCU	7,818,414	2,800,936	2,877,336	341,349	505,163	179,664	50,865	1,182	123
TComDataCU::getPUAboveLeft	7,610,205	3,414,788	1,684,982	488,133	336,859	157,875	94	53	11,811
TComDataCU::getPartIndexAndSize	7,596,108	3,415,708	1,194,980	27,605	367,056	47,483	42	31	430
TComRdCost::xGetSSE64	7,330,364	3,237,929	3,185,791	5,932	111,194	10,067	2,337	0	149
TEncSearch::xRecurIntraChromaCodingQT	7,031,990	2,516,648	2,602,896	274,745	332,317	139,743	192	3	7
TComDataCU::getInterMergeCandidates	6,889,407	2,179,999	2,520,684	500,034	181,867	70,777	447	1,734	6,911
TEncSbac::getNumberOfWrittenBits	6,695,616	4,184,760	1,673,904	0	53,375	21,317	0	0	3
TEncSearch::xStoreIntraResultQT	6,655,500	3,213,000	1,778,625	181,710	333,761	80	133	0	0
TComDataCU::getCtxQtCbf	6,375,801	3,287,368	0	225,295	79,038	0	11	0	0
partialButterflyInverse4	6,307,000	3,261,620	937,040	67,513	12,072	54,556	16	4	213
TComDataCU::setTrIdxSubParts	6,238,728	3,119,364	1,819,629	432,379	676,021	0	4	23	0
TEncSearch::xGetInterPredictionError	5,910,464	1,847,020	2,638,600	60,789	202,080	85,355	83	0	0
TEncEntropy::encodeQtCbf	5,882,100	3,361,200	2,100,750	53,887	234,134	37,945	6	0	26
TComTU::useDST	5,749,500	3,490,025	685,950	42,280	52,914	0	2	0	0
TEncBinCABACCounter::encodeBinsEP	5,685,163	2,067,332	1,550,499	72,897	2,477	193	0	0	0
TComPrediction::xPredInterBi	5,577,088	2,133,224	1,702,808	78,404	124,781	21,511	131	415	252
TComPrediction::UseDPCMForFirstPassIntraEstimation	5,526,150	3,490,200	581,700	10,738	368,424	0	4	0	0
TEncSearch::xEncIntraHeader	5,524,372	2,159,268	1,418,873	607,537	305,100	81,982	2,469	2	52
TComCUMvField::setAllMvField	5,509,004	2,233,380	2,828,948	49,236	14,332	555	11	1,636	0
TEncSearch::xEncodeResidualQT	5,492,672	2,563,230	1,776,447	110,919	214,045	77,525	70	87	381
TComYuv::copyPartToPartYuv	5,489,568	1,200,843	1,543,941	35,734	90,181	1,780	1,429	57	0
TEncSearch::xRecurIntraCodingQT	5,422,551	1,988,100	1,597,488	195,817	242,299	114,061	12,620	3,351	11,464
TEncEntropy::encodeIntraDirModeLuma	5,318,348	3,039,056	1,899,410	27,161	94,170	3,213	2	5	0
TComDataCU::setTransformSkipSubParts	5,220,050	2,714,426	1,461,614	162,949	402,671	7,924	3	0	588
TEncSearch::xGetTemplateCost	5,145,404	2,211,248	1,743,484	125,251	388,344	53,123	105	68	0
TEncSearch::xEncSubdivCbfQT	5,118,277	2,118,457	1,114,057	16,890	74,036	16,879	0	0	42
TComRdCost::xGetSAD12	5,066,060	1,402,110	121,170	557	37,280	1,164	134	90	0
TComYuv::copyToPicComponent	4,930,368	2,034,144	1,292,880	52,397	92,702	16,280	24,333	265	3,129
TComDataCU::initSubCU	4,909,248	1,871,616	2,083,680	65,466	98,990	57,339	24,276	2,493	175
TEncSearch::xEncCoeffQT	4,829,059	2,504,327	1,208,280	24,840	101,287	4,074	0	0	0
TEncSearch::xMotionEstimation	4,762,616	2,008,377	1,561,342	305,912	299,643	67,411	88,320	28	36
TComDataCU::fillMvpCand	4,631,586	1,406,848	1,714,116	177,776	213,435	57,108	145	879	33
TEncSearch::xExtDIFUpSamplingQ	4,330,549	1,527,539	2,211,609	231,086	233,502	17,502	32,897	126	0
TComPrediction::motionCompensation	4,155,391	1,206,606	1,832,825	97,246	32,440	21,604	202	329	1,178
TComDataCU::xGetColMVP	3,864,532	1,892,832	630,944	45,189	386,747	59,345	11	1,853	0
TComDataCU::xAddMVPCand	3,831,554	1,589,162	854,876	88,301	352,438	57,413	63	3,301	11
TEncSearch::xEstimateMvPredAMVP	3,785,680	1,440,892	1,728,190	119,697	227,286	167,367	134	0	495
TComTrQuant::invTransformNxN	3,737,975	1,813,955	1,396,360	221,226	71,923	79,643	20	0	12
TComTrQuant::getSigCoeffGroupCtxInc	3,701,750	1,238,632	274,515	7,825	4,222	0	6	0	0
TEncSearch::xMergeEstimation	3,630,401	1,529,210	1,473,551	89,895	135,475	15,354	68	62	0
TComLoopFilter::xEdgeFilterLuma	3,591,605	1,369,792	561,794	90	48,988	9,340	90	4,281	10
TEncSbac::store	3,563,748	1,187,916	1,484,895	2,562	147,890	44,571	76	0	1,489
TEncSearch::xCheckBestMVP	3,519,105	1,362,017	744,969	84,862	143,777	14,099	122	10	0
TEncEntropy::encodeQtCbfZero	3,475,500	2,027,375	1,158,500	17,618	604,507	12,728	21	1	0
TComDataCU::getPUBelowLeft	3,404,497	1,725,188	651,848	51,354	334,329	30,880	52	575	18
isAboveLeftAvailable	3,351,767	1,165,832	1,165,832	337,212	191,796	188,671	6	0	17,329
TEncGOP::xCalculateAddPSNR	3,307,855	1,202,446	2,334	85	414,953	67	85	13,600	8
TComDataCU::setMVPIdxSubParts	3,267,204	1,507,926	860,671	39,636	197,607	35,165	62	9	0
TComCUMvField::setAllMvd	3,187,132	998,840	598,524	32,337	45,212	42,451	60	1	9
TComDataCU::setMVPNumSubParts	3,075,688	1,419,705	812,142	19,861	54,325	11,216	58	6	0
TEncSearch::estIntraPredChromaQT	2,978,292	1,299,638	1,224,531	122,946	222,875	53,652	1,313	2	5
TComPrediction::xCheckIdenticalMotion	2,860,564	1,685,568	222,534	43,334	246,156	0	97	322	0
TEncSbac::xWriteCoefRemainExGolomb	2,805,723	1,148,790	735,924	36,192	4,066	1,909	18	0	1
TComPrediction::predIntraGetPredValDC	2,795,740	794,240	154,680	45,993	70,788	39,973	8	0	127
TComBitCounter::resetBits	2,756,475	1,837,650	918,825	116,544	0	0	26	0	0
TEncEntropy::xEncodeTransform	2,720,706	1,124,846	560,775	14,267	101,778	21,257	141	27	105
void	2,711,804	1,789,686	100,772	981	24,780	8,320	8	320	3
TComDataCU::setIntraDirSubParts	2,611,025	1,357,733	731,087	130,896	231,792	111,715	4	0	0
TEncBinCABAC::getTEncBinCABAC	2,583,332	2,583,332	0	5,049	0	0	4	0	0
xITrMxN	2,531,473	681,922	765,517	337,978	16,305	107,505	440	0	225
Com	8199925730	3182615049	1483025631	28141818	102638588	72883354	617808	90408	747084
Enc	1754570067	686607831	480766859	23999882	70139168	25124651	1198039	159846	567919
Other	2385964998	1082671669	374322222	9371324	57270805	95532290	14079	206095	1640359
