BasketballPass__QP_32_nF_8_MSizeL1_8192_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TComRdCost::xGetComponentBits	823917508	89593416	0	74833	0	0	2	0	0	823842673	89593416	0	0 %	0 %	0 %	0 %	0 %	0 %
TComRdCost::xGetSAD4	814935852	256045614	46693026	206390	2946570	344802	18	1627	0	814729444	253097417	46348224	0.312949971126 %	0.0253259197633 %	1.08719917616 %	0.000147180597909 %	2.20876280701e-06 %	0.000537427267296 %
partialButterfly8	762999300	387105600	100317000	3898485	1197082	6306430	64	12	34	759100751	385908506	94010536	0.911851991716 %	0.510942146343 %	1.53942636226 %	8.79703082616e-06 %	8.38795002826e-06 %	9.43739580397e-06 %
TEncSbac::codeCoeffNxN	735258089	263033408	194053915	5811839	3620476	3775715	137	29	170	729446113	259412903	190278030	1.1077352139 %	0.790448835171 %	1.61811335118 %	2.81797536702e-05 %	1.86329129934e-05 %	4.35365388596e-05 %
__memset_chk_sse2	706753672	149665324	205463776	208078	4797600	88624140	0	0	16743	706545594	144867724	116822893	8.8173403382 %	0.0294413751557 %	26.3064164553 %	0.00157672771811 %	0.0 %	0.00471462349889 %
partialButterflyInverse32	622255632	342292512	44849760	246326	1036918	1454194	192	96	0	622009114	341255498	43395566	0.271195134164 %	0.0395859816019 %	0.64346163676 %	2.85318603158e-05 %	3.08554860939e-05 %	2.47970854498e-05 %
TComPrediction::xPredIntraAng	611156319	190096662	82741679	1546930	1343243	3798447	144	12	57	609609245	188753407	78943175	0.756635792347 %	0.253115275406 %	1.8845188624 %	2.40951681767e-05 %	2.35618933362e-05 %	2.52897007609e-05 %
partialButterfly4	558134256	257442000	98857728	657189	286614	7089754	29	3	4	557477038	257155383	91767970	0.878527826017 %	0.117747476156 %	2.07027045499 %	3.93686155916e-06 %	5.19588247599e-06 %	1.96463804205e-06 %
TEncSbac::estSignificantCoefficientsBit	523181519	203173261	104687576	1082808	5407518	9000513	24	10	32	522098687	197765733	95687031	1.8640252074 %	0.20696602626 %	4.68004671864 %	7.94183347256e-06 %	4.58731800119e-06 %	1.36425277113e-05 %
__x86.get_pc_thunk.bx	520788102	520788102	0	83	0	0	12	0	0	520788007	520788102	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSbac::estLastSignificantPositionBit	517361638	207761949	84788617	3095837	4991561	6173894	35	9	22	514265766	202770379	78614701	1.76084419145 %	0.59838936106 %	3.81658977888 %	8.14903142267e-06 %	6.76509378146e-06 %	1.05964587332e-05 %
TComPrediction::xPredInterBlk	489180773	201485533	92431582	1364411	9410830	1982089	46	679	2	487816316	192074024	90449491	1.62908497079 %	0.278917544455 %	3.87623531212 %	9.28364143411e-05 %	9.40347669797e-06 %	0.000231697973764 %
TComTrQuant::xT	484047989	117426325	95696567	2986813	9799577	11490062	28	0	2288	481061148	107626748	84204217	3.4821379753 %	0.617048943054 %	9.98937223506 %	0.000332199760936 %	5.78455042399e-06 %	0.00107355900557 %
TEncSearch::xPatternRefinement	469848234	180252157	107850786	773387	5407669	219388	20	8	0	469074827	174844480	107631398	0.844440142614 %	0.164603577078 %	1.95314110346 %	3.69416934094e-06 %	4.25669366249e-06 %	2.77678524096e-06 %
TEncBinCABACCounter::encodeBin	463231548	223037412	137253792	311640	15904829	387760	7	52	17	462919901	207132531	136866015	2.01624411222 %	0.0672752107117 %	4.5220612713 %	9.22864605931e-06 %	1.51112333135e-06 %	1.9151175281e-05 %
void	462698336	262499916	19909696	264041	1940231	898819	16	6235	4	462434279	260553450	19010873	0.416461937942 %	0.0570654742964 %	1.00529510306 %	0.000839475678227 %	3.45797655948e-06 %	0.00220920242616 %
TEncSearch::xTZSearchHelp	438995528	185543848	137738590	1071591	299898	23635	14	0	2	437923923	185243950	137714953	0.183020376061 %	0.244100664278 %	0.100077505602 %	2.09897185983e-06 %	3.1890985459e-06 %	6.18654082286e-07 %
TEncSearch::xIntraCodingTUBlock	432114231	161134979	88363024	5336485	8783442	5023447	255	255	37426	426777491	152351282	83302151	2.8085431929 %	1.23497089824 %	5.53386753961 %	0.00556562780239 %	5.90121735657e-05 %	0.0151027260928 %
TComRdCost::xGetSSE4	405998631	156701226	90221918	1954259	3780462	1980439	19	0	0	404044353	152920764	88241479	1.18163619218 %	0.481346204342 %	2.33307453756 %	2.90999637744e-06 %	4.67981873564e-06 %	0.0 %
TEncSearch::xPatternSearch	370008357	145928874	128957405	292775	238009	120404	33	0	0	369715549	145690865	128837001	0.100975874763 %	0.0791265911867 %	0.130385918607 %	5.11711497628e-06 %	8.91871747643e-06 %	0.0 %
TEncSbac::estSignificantMapBit	353078016	130742064	62352798	3175821	6334867	6851700	24	13	48	349902171	124407184	55501050	2.99582580151 %	0.899467215767 %	6.8290615625 %	1.55628379628e-05 %	6.79736458018e-06 %	3.15906903831e-05 %
TComTrQuant::xDeQuant	345628057	130963311	19122565	1192980	815653	1693021	36	0	0	344435041	130147658	17429544	0.746731885787 %	0.345162950703 %	1.6714923928 %	7.26225300591e-06 %	1.04158210744e-05 %	0.0 %
partialButterflyInverse16	325802964	189959444	27205618	616201	301124	1306502	148	48	4	325186615	189658272	25899112	0.409568684253 %	0.189133024585 %	0.740278378665 %	3.68345814897e-05 %	4.54262288418e-05 %	2.39449198325e-05 %
TComTrQuant::transformNxN	322992562	156212169	123787291	5592967	7096239	458189	41	0	0	317399554	149115930	123329102	2.18035969305 %	1.7316086059 %	2.69801520332 %	6.79942660999e-06 %	1.26937907629e-05 %	0.0 %
TEncEntropy::countNonZeroCoeffs	318575976	36836136	809328	89471	3721868	0	7	417	0	318486498	33113851	809328	1.06993531888 %	0.0280846663717 %	9.88663069739 %	0.000119027086073 %	2.19727805213e-06 %	0.00110770317508 %
TComRdCost::xGetSAD24	316498310	83180995	2834605	4088	351860	4554	35	502	0	316494187	82828633	2830051	0.0895626190906 %	0.00129163406907 %	0.414359720795 %	0.000133411538498 %	1.10585108654e-05 %	0.000583615065174 %
TComYuv::addAvg	313768568	119882884	26691882	515350	3250205	1679906	71	0	1	313253147	116632679	25011975	1.18291296904 %	0.164245259901 %	3.36354690138 %	1.56405001837e-05 %	2.26281429184e-05 %	6.82245673856e-07 %
TComYuv::addClip	311028741	83622507	29107833	848473	2461203	1427807	24	10	1675	310180244	81161294	27678351	1.11796613038 %	0.272795689965 %	3.44983435693 %	0.000403295192157 %	7.71632869774e-06 %	0.00149471739374 %
0x001366a7	295652424	295652424	0	235284	0	0	9	0	0	295417131	295652424	0	0 %	0 %	0 %	0 %	0 %	0 %
TComYuv::removeHighFreq	293377250	84950258	36338466	402268	4868128	0	33	0	0	292974949	80082130	36338466	1.27099794303 %	0.137116289692 %	4.01366906952 %	7.95821265045e-06 %	1.12483159482e-05 %	0.0 %
TComRdCost::xGetSSE8	278197491	117574314	100447347	1847483	3011737	664727	27	0	0	276349981	114562577	99782620	1.11320713393 %	0.66409046083 %	1.68628382296 %	5.44114427893e-06 %	9.70533555243e-06 %	0.0 %
TComRdCost::xGetSSE16	277034011	120091799	111743809	844180	3538060	254219	41	0	0	276189790	116553739	111489590	0.911129064673 %	0.304720708101 %	1.6357620957 %	8.05707365289e-06 %	1.47996268949e-05 %	0.0 %
getTUEntropyCodingParameters	274446691	117788071	67503439	2412595	7793455	7015817	25	50	385	272034071	109994566	60487237	3.74601609406 %	0.879076002414 %	7.99241800123 %	0.000100056945235 %	9.10923717422e-06 %	0.000234765208616 %
TComYuv::copyPartToPartComponent	272262354	96896880	55428432	1225070	1773831	36302	239	9	0	271037045	95123040	55392130	0.714858966252 %	0.449959379988 %	1.18833368941 %	5.84096100427e-05 %	8.778297715e-05 %	5.90840739588e-06 %
TEncSbac::estCBFBit	270051180	125380905	63654921	3685935	15346035	6512300	27	32	21	266365218	110034838	57142600	5.564145721 %	1.36490238628 %	11.5630647706 %	1.74258907254e-05 %	9.99810480369e-06 %	2.80370134707e-05 %
TComRdCost::calcRdCost	252119740	87706614	54853409	1105215	9209355	93018	32	0	0	251014493	78497259	54760391	2.63697026696 %	0.438369086054 %	6.52523253311 %	8.10783906344e-06 %	1.26923818024e-05 %	0.0 %
TEncSearch::xEstimateResidualQT	246231009	93039844	82364854	7863855	10414705	3088427	63	166	129	238367091	82624973	79276298	5.06764172134 %	3.19368995479 %	7.69827271103 %	8.49074198547e-05 %	2.55857295374e-05 %	0.000168182496457 %
TComTrQuant::xTransformSkip	228448660	63342583	45689732	2973991	2363867	3512192	21	0	0	225474648	60978716	42177540	2.62238486184 %	1.30182028645 %	5.38928206743 %	6.22257299097e-06 %	9.19243737302e-06 %	0.0 %
TComTU::TComTU	228039314	82662713	79698790	1029911	4419977	3305267	43	7	189	227009360	78242729	76393334	2.24260673102 %	0.451637475107 %	4.75805154378 %	6.12191341802e-05 %	1.88563977175e-05 %	0.000120718271498 %
TComRdCost::getDistPart	227039966	73531498	130818683	3514438	757409	446084	24	0	0	223525504	72774089	130372599	1.09365757026 %	1.54793804012 %	0.588936596048 %	5.56340940258e-06 %	1.05708261073e-05 %	0.0 %
TComRdCost::setDistParam	214967810	91348674	71794470	100303	854551	370373	9	9	0	214867498	90494114	71424097	0.350486275518 %	0.0466595440499 %	0.750827751609 %	4.76050741445e-06 %	4.18667334426e-06 %	5.51662777812e-06 %
TEncSearch::xTZSearch	213529467	77395894	89776931	6461774	1085942	1448283	581	0	0	207067112	76309952	88328648	2.36300100867 %	3.02617436871 %	1.51593119276 %	0.000152612687711 %	0.000272093593527 %	0.0 %
TComRdCost::xGetSSE32	209607480	92004498	88958142	276830	2586294	100662	87	0	0	209330563	89418204	88857480	0.75883582697 %	0.13207066847 %	1.48481255578 %	2.22751294953e-05 %	4.15061523568e-05 %	0.0 %
TEncSearch::predInterSearch	207328514	51737109	86815376	6076861	9554178	7114652	266	3	316	201251387	42182928	79700408	6.57616089515 %	2.93103002706 %	12.0306972481 %	0.000169133315126 %	0.000128298802161 %	0.000230237660479 %
TComDataCU::initEstData	206351568	96015988	88422172	778698	918122	2944543	33	0	0	205572837	95097866	85477629	1.18768807557 %	0.377364711859 %	2.09428732102 %	8.44443894902e-06 %	1.59921246637e-05 %	0.0 %
TComDataCU::clipMv	205045830	70834014	33552954	716049	4688946	1002258	8	0	0	204329773	66145068	32550696	2.07064443117 %	0.349214124472 %	5.45202539076 %	2.58537558129e-06 %	3.90156678631e-06 %	0.0 %
TComTURecurse::nextSection	195990628	86473881	45705385	2258628	1664926	687079	44	0	2	193731956	84808955	45018304	1.40495306983 %	1.15241632881 %	1.77940540236 %	1.4017129798e-05 %	2.24500530709e-05 %	1.51309661532e-06 %
TEncSbac::codeQtCbf	187389986	77367754	47418946	3508956	2477391	484035	15	0	45	183881015	74890363	46934866	2.07266663085 %	1.87254189773 %	2.37319041212 %	1.92198849853e-05 %	8.00469668641e-06 %	3.6061535404e-05 %
TComYuv::subtract	175902981	59867991	25473150	696725	2216338	1484322	22	13	992	175206234	57651640	23987836	1.68324744164 %	0.396084816777 %	4.33631418169 %	0.000393118892834 %	1.25068943545e-05 %	0.00117762662676 %
TComRdCost::xGetSAD12	172699966	47797371	4130637	8397	207094	6023	27	256	0	172691542	47590021	4124614	0.0986137194115 %	0.00486218972388 %	0.410408579509 %	0.000125986089337 %	1.56340505591e-05 %	0.000492990218304 %
partialButterflyInverse8	156475748	82764032	19198868	781908	190330	981443	82	12	4	155693758	82573690	18217421	0.755955432796 %	0.499699161048 %	1.14921505763 %	3.79200250266e-05 %	5.2404286957e-05 %	1.56919820837e-05 %
TEncSbac::xCopyContextsFrom	152784780	61113912	61113912	132349	8776961	3682462	18	72	80	152652413	52336879	57431370	4.57861633134 %	0.0866244661281 %	10.1936061629 %	6.18153486522e-05 %	1.17812782137e-05 %	0.0001243579367 %
TEncSampleAdaptiveOffset::getBlkStats	147800297	48393945	28099202	481	636305	60493	278	4929	28830	147799538	47752711	28009879	0.31087801211 %	0.00032543912953 %	0.910928661361 %	0.0151752094903 %	0.000188091638273 %	0.0441333653066 %
TComTrQuant::xQuant	139095330	63225150	45522108	633047	2616278	3144562	14	0	14	138462269	60608872	42377532	2.57981771882 %	0.455117364472 %	5.29745770693 %	1.12974933912e-05 %	1.00650395667e-05 %	1.28738878179e-05 %
__memcpy_chk_ssse3	135536312	40575647	24916793	117581	6614483	6659178	9	0	98	135418722	33961164	18257517	6.66135658048 %	0.0867523973944 %	20.2674705661 %	5.32262171135e-05 %	6.64028692178e-06 %	0.000149635591528 %
TEncBinCABAC::copyState	130957104	70935098	54565460	176337	12640196	1948203	7	2	81	130780760	58294900	52617176	5.75718264171 %	0.134652488955 %	11.6241706272 %	3.50935118484e-05 %	5.34526175838e-06 %	6.61351641162e-05 %
void	130008648	85427952	5331128	55232	485929	337274	30	784	0	129953386	84941239	4993854	0.397900095253 %	0.0424833277245 %	0.907019991829 %	0.000368713311214 %	2.30753880311e-05 %	0.000863825415595 %
TComDataCU::xAddMVPCand	128866057	51770610	24213118	782719	7100718	218924	34	265	1	128083304	44669627	23994193	3.95526946733 %	0.607389578157 %	9.63317040722 %	0.000146448774647 %	2.63839841084e-05 %	0.00035007495289 %
fillReferenceSamples	120941816	33945890	16176247	2356976	1619404	2655294	233	11	1423	118584607	32326475	13519530	3.87672205845 %	1.9488511732 %	8.52856293817 %	0.000974489347852 %	0.000192654623278 %	0.00286101129327 %
TComDataCU::getQuadtreeTULog2MinSizeInCU	118982847	50422566	16596972	711426	5603911	299538	13	0	20	118271408	44818655	16297414	3.55633880716 %	0.597923161143 %	8.80854923231 %	1.77417079894e-05 %	1.09259446448e-05 %	2.98420439723e-05 %
TComYuv::clear	118607541	30651387	26653380	201635	6234290	115115	6	12	2	118405900	24417085	26538263	3.72403731978 %	0.170001838247 %	11.0800642467 %	1.13693011179e-05 %	5.05870027269e-06 %	2.44307772859e-05 %
TComTrQuant::calcPatternSigCtx	118457581	47940450	5686304	189039	172605	0	12	0	0	118268530	47767845	5686304	0.210155096337 %	0.159583707859 %	0.321863598158 %	6.97332502694e-06 %	1.01302085512e-05 %	0.0 %
TComDataCU::setTransformSkipPartRange	114605316	57302658	38201772	190161	3217929	1617	5	0	0	114415150	54084729	38200155	1.62282191327 %	0.165926858053 %	3.37109597953 %	2.37970874516e-06 %	4.36279936613e-06 %	0.0 %
TEncSearch::xGetTemplateCost	113884232	48941984	38588872	1490400	4204035	517726	27	0	0	112393805	44737949	38071146	3.08425801745 %	1.30869741476 %	5.39439600591 %	1.34051526468e-05 %	2.37082864992e-05 %	0.0 %
TEncSbac::xCopyFrom	112042172	50928260	50928260	143908	8351807	288802	6	144	7	111898258	42576309	50639451	4.10685868056 %	0.12844092312 %	8.48311821374 %	7.33992333156e-05 %	5.35512646078e-06 %	0.000148247750856 %
TEncSearch::xMotionEstimation	105680960	44562366	34651132	3082430	5391112	1558129	64	2	1	102598466	39171252	33093002	5.42562016651 %	2.9167316421 %	8.77279904998 %	3.62368892636e-05 %	6.05596315552e-05 %	3.78723333238e-06 %
TComTrQuant::rdpcmNxN	103689246	48051114	30348072	1675067	5162309	5025912	15	0	60	102014164	42888805	25322100	6.51512447534 %	1.61546839679 %	12.9953147728 %	4.11887779889e-05 %	1.44663025132e-05 %	7.65314068439e-05 %
TComDataCU::fillMvpCand	101267492	30925574	41407608	2096894	2168144	620774	54	28	3	99170544	28757402	40786831	2.81439690724 %	2.07064869346 %	3.85565507128 %	4.89629435425e-05 %	5.33241210319e-05 %	4.28572325216e-05 %
TEncSbac::estBit	98375787	30862992	61725984	462557	304342	231152	15	0	1	97913215	30558650	61494831	0.522636210116 %	0.470193951282 %	0.578356110127 %	8.37850907604e-06 %	1.52476543847e-05 %	1.08004218558e-06 %
TComTrQuant::xIT	97392300	21189926	19553856	770222	626145	1877830	19	0	590	96622059	20563781	17675436	2.37026919585 %	0.790844861452 %	6.14566168649 %	0.000440869605669 %	1.95087291295e-05 %	0.00144807372079 %
TEncSearch::xExtDIFUpSamplingQ	96043338	33924607	49142312	2301134	3786500	57241	75	11	0	93742129	30138096	49085071	3.43077783647 %	2.39593296934 %	4.62728249256 %	4.80151173029e-05 %	7.80897473597e-05 %	1.32423353754e-05 %
xTrMxN	94235485	27575715	25164330	2987468	2545770	3744587	52	3	19	91247965	25029942	21419724	6.3124963727 %	3.17021555097 %	11.9270982799 %	5.03485171987e-05 %	5.51809119463e-05 %	4.17140334256e-05 %
TComCUMvField::clearMvField	87957384	5462112	27098824	212398	218142	1598519	9	227	27846	87744977	5243743	25472459	1.68361042537 %	0.241478304994 %	5.57926528893 %	0.0233010217866 %	1.02322279162e-05 %	0.0862168090008 %
TComPrediction::xPredInterUni	86300460	34275360	28154760	470128	899155	340422	10	20	0	85830322	33376185	27814338	1.14953158927 %	0.544757235361 %	1.98554319614 %	2.01707006051e-05 %	1.15874237519e-05 %	3.20358186081e-05 %
TComDataCU::getPULeft	86238925	43453184	17595120	1569565	1775933	161677	18	52	3	84669342	41677199	17433440	2.38118065213 %	1.82001920826 %	3.17389652627 %	4.95630208373e-05 %	2.08722453347e-05 %	9.00925929081e-05 %
TComDataCU::getPUBelowLeft	84720521	42939510	16218572	563318	3150126	461565	14	55	2	84157189	39789329	15757005	2.90175808838 %	0.664913285885 %	6.10515229348 %	4.93471569223e-05 %	1.65249219844e-05 %	9.63520081669e-05 %
TEncSearch::xEstimateMvPredAMVP	83639208	31835299	38156625	969462	5374120	2850649	36	0	1	82669710	26461179	35305975	5.98461449858 %	1.15909992835 %	11.7510257326 %	2.40836603352e-05 %	4.30420144581e-05 %	1.42873626392e-06 %
TEncSearch::xEncodeResidualQT	82479309	37332210	18132830	277248	149732	447923	13	0	26	82202048	37182478	17684881	0.634243451321 %	0.336142486354 %	1.07753460558 %	2.82722708706e-05 %	1.5761528749e-05 %	4.68763747398e-05 %
TComCUMvField::setAllMv	82456385	25248552	15564785	276172	571124	1070750	54	6	0	82180159	24677422	14494035	1.55597495385 %	0.334931006253 %	4.02288595025 %	4.86737529918e-05 %	6.54891673944e-05 %	1.47010767583e-05 %
QpParam::QpParam	79531219	35526298	24163032	1308464	6113986	23578	24	0	0	78222731	29412312	24139454	5.34836850844 %	1.64522060199 %	10.2825144796 %	1.72388344769e-05 %	3.01768290512e-05 %	0.0 %
TEncSearch::xCheckBestMVP	78231327	30308280	16563408	991609	2500557	0	34	0	0	77239684	27807723	16563408	2.79143232479 %	1.2675344239 %	5.33489854259 %	2.71776023943e-05 %	4.34608504084e-05 %	0.0 %
fastForwardDst	77231514	35361126	9324078	389963	87657	702082	44	3	2	76841507	35273466	8621994	0.967629394354 %	0.504927302086 %	1.76733891603 %	4.01913706371e-05 %	5.69715621527e-05 %	1.11893860885e-05 %
TComDataCU::xGetColMVP	76315004	33518648	11138676	675703	8327984	11	26	6551	0	75639275	25184113	11138665	7.44277484682 %	0.885413044072 %	18.6486655582 %	0.00543678055034 %	3.40693161727e-05 %	0.0146694862415 %
TComDataCU::setCbfPartRange	75946536	37973268	25315512	285675	2072240	369044	6	0	0	75660855	35901028	24946468	1.95852537872 %	0.376152771471 %	3.85737250742 %	4.30925154075e-06 %	7.90029449138e-06 %	0.0 %
TComDataCU::setExplicitRdpcmModePartRange	75935124	37967562	25311708	471556	1871524	2178002	4	0	29	75463564	36096038	23133677	3.24756792031 %	0.620998525004 %	6.39945119468 %	2.37044453895e-05 %	5.26765453099e-06 %	4.58285944196e-05 %
TComDataCU::setCrossComponentPredictionAlphaPartRange	73898406	36949203	24632802	65112	1488373	0	3	0	0	73833291	35460830	24632802	1.14664916391 %	0.0881101549065 %	2.41689597473 %	2.21434226384e-06 %	4.05962748371e-06 %	0.0 %
TEncSbac::estSignificantCoeffGroupMapBit	73299606	36649803	19289370	902861	1913680	3857650	6	5	8	72396739	34736118	15431712	5.16423247855 %	1.2317405908 %	10.3171528832 %	1.470146975e-05 %	8.18558288021e-06 %	2.3239528407e-05 %
TEncSbac::codeIntraDirLumaAng	72332016	25018044	25191080	1434892	487809	18341	46	2	5	70897078	24530233	25172734	1.58399211889 %	1.98375778715 %	1.00808371004 %	4.32507809214e-05 %	6.35956282485e-05 %	1.39416891639e-05 %
TComDataCU::getPUAbove	71108831	34063064	16055104	1919842	699833	192613	18	30	11	69188971	33363201	15862480	2.3198528572 %	2.69986438112 %	1.7806836036 %	4.86690262785e-05 %	2.53133116476e-05 %	8.18066614087e-05 %
TComTU::getGolombRiceStatisticsIndex	70424963	38137710	5867340	1239866	170103	0	8	0	0	69185089	37967607	5867340	1.23216712385 %	1.76054902578 %	0.386553361489 %	6.99117284903e-06 %	1.1359608382e-05 %	0.0 %
TComDataCU::getPartIndexAndSize	69965674	31451087	11025025	212031	3008619	372470	35	2	2	69753608	28442466	10652553	3.19553800044 %	0.30305003565 %	7.9599775987 %	3.46846144902e-05 %	5.00245306005e-05 %	9.41705775708e-06 %
TComDataCU::getCoefScanIdx	68670330	30274782	15071261	1470668	1132779	1075939	26	0	19	67199636	29142003	13995303	3.22706809837 %	2.14163525936 %	4.87080647809 %	3.94680157033e-05 %	3.78620577475e-05 %	4.19000176046e-05 %
TComCUMvField::setAllRefIdx	66711365	20211514	14239891	474668	341537	291372	157	2	0	66236540	19869975	13948519	1.09484645389 %	0.711524940316 %	1.83710649827 %	0.00015717244595 %	0.000235342208932 %	5.80527847848e-06 %
TComRdCost::setDistParam	66671161	35296497	23530998	267807	3321389	0	4	5	0	66403350	31975103	23530998	2.85994775912 %	0.401683420512 %	5.64598067621 %	7.17139154064e-06 %	5.99959553727e-06 %	8.49942701113e-06 %
TEncSbac::codeQtCbfZero	65086179	29176563	26932212	215877	8317783	0	3	0	0	64870299	20858780	26932212	7.04126675109 %	0.331678711697 %	14.8243888768 %	2.47535058267e-06 %	4.60927349876e-06 %	0.0 %
TEncSbac::codeLastSignificantXY	64659842	25536469	14401845	972988	892900	1055	54	10	0	63686800	24643559	14400790	1.78487180979 %	1.50477942708 %	2.23833935504 %	6.11865471127e-05 %	8.35139683762e-05 %	2.50386132975e-05 %
TEncSbac::resetBits	63177282	40613967	22563315	239736	4221058	56403	3	6	1	62937543	36392903	22506911	3.57501688661 %	0.379465517367 %	6.77056825585 %	7.91423727282e-06 %	4.74854236369e-06 %	1.1079932182e-05 %
TEncBinCABACCounter::getNumWrittenBits	61947680	34845570	15486920	147208	1645230	11099	6	0	0	61800466	33200340	15475821	1.60628274788 %	0.237632789477 %	3.29077500438 %	5.34377530779e-06 %	9.68559274536e-06 %	0.0 %
