BasketballPass__QP_32_nF_3_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Ir	Dr	Dw	I1mr	D1mr	D1mw	ILmr	DLmr	DLmw
/build/buildd/eglibc-2.19/elf/dl-misc.c:_dl_name_match_p	14548	3628	4568	7	202	37	2	0	6
std::basic_string<char,	13162	4259	3872	72	135	21	4	0	0
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memchr-sse2-bsf.S:__memchr_sse2_bsf	12720	2462	220	18	138	1	11	0	0
std::string::find	12536	3921	3134	72	263	8	4	0	0
/build/buildd/eglibc-2.19/elf/dl-runtime.c:_dl_fixup	12240	4624	2312	12	1143	37	5	136	2
std::locale::id::_M_id	11920	4906	2966	4	210	0	2	4	0
TEncSbac::TEncSbac	11568	144	5000	29	0	522	29	0	511
/build/buildd/eglibc-2.19/elf/../sysdeps/i386/dl-tlsdesc.S:0x000187a8	10172	10172	0	2	0	0	1	0	0
std::__detail::_List_node_base::_M_hook	10107	5615	4492	2	414	118	1	0	0
/build/buildd/eglibc-2.19/malloc/malloc.c:free	9680	2200	1320	4	301	3	4	1	0
/build/buildd/eglibc-2.19/wcsmbs/btowc.c:btowc	8704	2688	1920	3	5	0	3	0	0
std::string::_M_leak_hard	8629	3107	3107	4	308	11	3	0	0
std::locale::locale	8468	2628	2628	12	1	10	4	0	0
std::locale::_Impl::_M_install_facet	7620	2858	282	8	20	8	8	0	0
std::ostreambuf_iterator<char,	7488	2496	2176	178	355	318	8	0	0
std::_Rb_tree_decrement	7481	2919	0	6	168	0	4	0	0
TEncTop::TEncTop	6891	7	4162	22	2	535	22	0	527
TAppEncCfg::TAppEncCfg	6807	7	4101	16	2	525	16	0	525
std::basic_streambuf<char,	5952	2176	1600	66	219	128	3	0	0
/build/buildd/eglibc-2.19/elf/dl-version.c:_dl_check_map_versions	5935	2206	1027	14	150	81	14	49	66
0x0004672a	5865	1725	1380	2	23	0	2	0	0
operator	5724	1762	1762	4	90	4	2	0	0
std::basic_ios<char,	5624	1692	2672	87	497	135	7	0	0
operator	5555	2020	2020	2	515	2	2	0	0
df::program_options_lite::Option<GOPEntry>::setDefault	5504	4416	4224	1	531	512	1	0	15
std::locale::~locale	5440	1904	1088	2	76	0	1	0	0
std::basic_stringbuf<char,	5388	2054	1414	75	292	0	9	0	0
df::program_options_lite::OptionSpecific&	5375	1625	2375	3	136	16	3	0	0
std::ios_base::ios_base	5325	450	2400	10	70	238	3	0	33
/build/buildd/eglibc-2.19/elf/dl-cache.c:_dl_cache_libcmp	5063	900	369	5	44	4	5	38	0
std::ostream&	5005	2054	1543	8	139	1	8	0	0
bool	4624	1822	1402	10	293	0	4	0	0
bool	4620	1820	1400	6	27	0	2	0	0
bool	4620	1820	1400	6	19	0	2	0	0
std::string::_Rep::_M_destroy	4580	1666	1666	4	81	5	3	0	0
TComTrQuant::initScalingList	4516	1070	1335	4	6	95	4	1	55
/build/buildd/eglibc-2.19/elf/dl-version.c:match_symbol	4299	1734	390	5	227	1	5	79	0
std::basic_ios<char,	4208	1124	2104	126	138	5	6	0	0
0x0005d090	4089	1168	585	3	76	0	1	1	0
std::num_put<char,	4060	1680	1260	9	6	0	3	0	0
std::ctype<char>	4060	1680	1260	6	6	0	2	0	0
std::num_get<char,	4060	1680	1260	3	5	0	1	0	0
std::ios_base::_M_init	3896	1156	2020	11	70	2	5	0	0
std::locale::operator=	3888	1584	1152	9	2	0	3	0	0
/build/buildd/eglibc-2.19/stdlib/cxa_atexit.c:__new_exitfn	3517	732	739	5	18	36	5	1	2
0x000614d0	3499	1474	1170	2	29	15	1	0	0
std::ostream::sentry::sentry	3456	1408	896	2	133	0	2	0	0
std::basic_ostream<char,	3332	1538	962	68	75	64	5	0	0
std::ctype<wchar_t>::_M_initialize_ctype	3188	414	1231	9	18	66	9	0	38
/build/buildd/eglibc-2.19/elf/dl-load.c:_dl_map_object_from_fd	3160	1058	590	35	41	25	35	7	20
/build/buildd/eglibc-2.19/elf/dl-deps.c:_dl_map_object_deps	2935	657	413	28	45	15	28	0	5
std::basic_stringbuf<char,	2820	962	962	53	66	1	4	0	0
0x00061520	2807	1178	941	3	31	11	2	0	0
std::string::assign	2776	891	518	7	16	2	4	0	0
df::program_options_lite::setDefaults	2772	1730	692	1	936	30	1	13	0
/build/buildd/eglibc-2.19/stdlib/getenv.c:getenv	2622	870	84	4	170	0	4	0	0
0x00077dd0	2516	695	311	51	64	0	2	0	0
df::program_options_lite::OptionSpecific&	2508	627	1140	3	62	2	3	0	0
/build/buildd/eglibc-2.19/wcsmbs/wctob.c:wctob	2432	768	640	2	0	0	2	0	0
std::string::find	2416	446	223	5	9	0	5	1	0
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../../i586/strlen.S:__GI_strlen	2350	401	0	4	8	0	4	6	0
/build/buildd/eglibc-2.19/elf/dl-hwcaps.c:_dl_important_hwcaps	2317	477	335	22	6	7	22	0	6
/build/buildd/eglibc-2.19/elf/dl-load.c:_dl_map_object	2295	595	437	24	81	6	24	1	5
std::string::reserve	2279	847	652	7	70	63	3	0	0
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/strcmp-ssse3.S:__strcmp_ssse3	2240	1400	0	52	73	0	2	1	0
std::string::_Rep::_M_clone	2210	845	780	5	12	0	2	0	0
__x86.get_pc_thunk.bx	2188	2188	0	3	0	0	1	0	0
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../../i586/strchr.S:index	2088	242	80	7	11	2	7	8	1
std::num_put<char,	1924	770	770	3	10	0	3	0	0
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../../i586/strlen.S:strlen	1861	267	0	4	7	0	4	5	0
/build/buildd/eglibc-2.19/elf/dl-load.c:open_path	1800	638	469	12	31	0	12	0	0
std::ios_base::~ios_base	1800	580	708	67	227	1	4	0	0
ContextModel3DBuffer::ContextModel3DBuffer	1736	992	744	2	0	61	2	0	56
/build/buildd/eglibc-2.19/elf/dl-reloc.c:_dl_relocate_object	1718	626	304	11	67	6	11	0	0
ContextModel::buildNextStateTable	1618	389	389	2	8	8	2	8	8
std::ios_base::Init::Init	1590	434	562	35	33	27	34	1	19
/build/buildd/eglibc-2.19/elf/get-dynamic-info.h:_dl_map_object_from_fd	1581	269	168	10	38	31	10	38	31
/build/buildd/eglibc-2.19/elf/dl-load.c:open_verify	1558	416	418	12	9	2	12	8	2
/build/buildd/eglibc-2.19/string/../sysdeps/x86_64/cacheinfo.c:intel_check_word	1546	364	127	7	16	1	7	15	0
/build/buildd/eglibc-2.19/string/../bits/stdlib-bsearch.h:intel_check_word	1532	322	93	1	0	0	1	0	0
/build/buildd/eglibc-2.19/elf/../sysdeps/i386/dl-trampoline.S:_dl_runtime_resolve	1496	816	680	8	6	2	2	0	0
/build/buildd/eglibc-2.19/stdlib/cxa_atexit.c:__cxa_atexit	1452	396	528	3	0	15	2	0	15
/build/buildd/eglibc-2.19/elf/dl-profstub.c:_dl_mcount_wrapper_check	1408	512	256	2	0	0	2	0	0
/build/buildd/eglibc-2.19/elf/dl-minimal.c:__libc_memalign	1390	332	313	4	12	23	4	0	2
/build/buildd/eglibc-2.19/elf/dl-cache.c:_dl_load_cache_lookup	1349	372	158	17	47	0	17	34	0
std::basic_stringbuf<char,	1344	512	384	66	0	1	2	0	0
df::program_options_lite::OptionSpecific&	1284	362	394	12	33	3	12	0	2
/build/buildd/eglibc-2.19/libio/fileops.c:_IO_file_xsputn@@GLIBC_2.1	1246	310	183	6	5	2	6	0	2
/build/buildd/eglibc-2.19/elf/dl-minimal.c:strsep	1233	221	26	3	4	0	3	0	0
/build/buildd/eglibc-2.19/elf/dl-object.c:_dl_new_object	1221	262	286	13	14	45	13	7	44
std::ios_base::_M_dispose_callbacks	1216	512	384	2	1	0	2	0	0
0x00047fc8	1200	1200	0	4	0	0	1	0	0
/build/buildd/eglibc-2.19/stdio-common/vfprintf.c:vfprintf	1175	391	290	50	27	13	50	6	6
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../memcmp.S:__GI_memcmp	1153	387	123	6	1	0	6	1	0
std::ios_base::_M_call_callbacks	1152	512	320	2	64	0	2	0	0
df::program_options_lite::OptionSpecific&	1132	328	452	7	39	8	7	0	4
/build/buildd/eglibc-2.19/elf/rtld.c:dl_main	1118	303	234	63	80	37	63	19	12
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../mempcpy.S:mempcpy	1097	477	229	2	27	12	2	1	12
EnvVar::EnvVar	1085	310	404	20	34	5	20	0	0
std::ctype<char>::_M_widen_init	1062	12	272	4	3	0	3	0	0
/build/buildd/eglibc-2.19/wcsmbs/./wcsmbsload.h:btowc	1024	128	0	0	9	0	0	0	0
TComScalingList::init	1023	174	234	2	12	53	2	0	6
std::locale::_Impl::_Impl	1001	228	572	80	52	56	80	1	47
/build/buildd/eglibc-2.19/wctype/wctype_l.c:wctype_l	972	221	357	3	17	0	3	0	0
std::string::swap	896	512	192	2	1	0	2	0	0
std::ostream::operator<<	836	322	322	3	65	0	3	0	0

RESULTS	Ir	Dr	Dw	I1mr	D1mr	D1mw	ILmr	DLmr	DLmw
Entropy	11568	144	5000	29	0	522	29	0	511
Filter	0	0	0	0	0	0	0	0	0
InvQuant	0	0	0	0	0	0	0	0	0
Quant	0	0	0	0	0	0	0	0	0
InvTransf	0	0	0	0	0	0	0	0	0
Transf	4516	1070	1335	4	6	95	4	1	55
Pre/Pos	1023	174	234	2	12	53	2	0	6
Inter/Intra	0	0	0	0	0	0	0	0	0
Intra	0	0	0	0	0	0	0	0	0
Inter	0	0	0	0	0	0	0	0	0
Inter/Intra	0	0	0	0	0	0	0	0	0
PROGRAM TOTALS	3693923	1093118	647864	5978	64447	24322	3220	9122	8020
