BasketballPass__QP_32_nF_5_MSizeL1_16384_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TEncSbac::estLastSignificantPositionBit	331658884	133134993	54380245	2299221	942634	1809132	24	12	16	329359639	132192347	52571097	0.972888822067 %	0.693248729619 %	1.46748927146 %	1.0015907534e-05 %	7.23635070786e-06 %	1.49321198099e-05 %
TComTrQuant::xT	306370507	74404331	60609577	2180493	3652849	6470946	12	0	791	304190002	70751482	54137840	2.78765801008 %	0.711717658906 %	7.49833491228 %	0.000181927583465 %	3.91682610624e-06 %	0.000585865568753 %
__x86.get_pc_thunk.bx	298813582	298813582	0	79	0	0	9	0	0	298813494	298813582	0	0 %	0 %	0 %	0 %	0 %	0 %
TComRdCost::xGetComponentBits	281688152	32428076	0	42976	0	0	2	0	0	281645174	32428076	0	0 %	0 %	0 %	0 %	0 %	0 %
TComTrQuant::xDeQuant	266359849	100872771	14947301	1013733	87817	813107	24	0	0	265346092	100784954	14134194	0.500983148196 %	0.380587766439 %	0.777865170037 %	6.27976476033e-06 %	9.0103670242e-06 %	0.0 %
TComPrediction::xPredInterBlk	266061153	109281255	49946250	744245	3336854	241435	20	160	6	265316888	105944241	49704809	1.01637650539 %	0.279727044557 %	2.24728070694 %	4.37350012753e-05 %	7.51706882966e-06 %	0.000104253344923 %
TComRdCost::xGetSSE4	255328821	98547966	56739738	1466580	677237	1187328	14	0	0	253862227	97870729	55552410	0.811254491036 %	0.574388740862 %	1.20071644565 %	3.40950720383e-06 %	5.4831256202e-06 %	0.0 %
partialButterflyInverse16	244780284	142719164	20439958	463932	225974	921547	104	32	4	244316248	142493158	19518407	0.395022637259 %	0.189529970478 %	0.703314032298 %	3.431882234e-05 %	4.2487082007e-05 %	2.20643501624e-05 %
TEncEntropy::countNonZeroCoeffs	235725708	27368364	661848	77667	1840045	0	4	160	0	235648037	25528159	661848	0.727078277523 %	0.0329480397615 %	6.56450618354 %	6.21786991549e-05 %	1.69688746889e-06 %	0.000570812664564 %
TEncSbac::estSignificantMapBit	226542114	83884294	40006302	2351669	1344686	3683377	16	9	33	224190429	82539599	36322892	2.10589131363 %	1.03807144662 %	4.05847026517 %	1.65509663753e-05 %	7.06270446474e-06 %	3.39008781587e-05 %
TEncSearch::xPatternRefinement	215991030	82856356	49596208	436123	1049230	23871	10	4	0	215554897	81807122	49572337	0.433132944898 %	0.201917181468 %	0.810177596864 %	4.01786694922e-06 %	4.62982189584e-06 %	3.01994908909e-06 %
TComTrQuant::transformNxN	203706800	98510463	78093849	4172540	2125601	240031	24	0	0	199534236	96384862	77853818	1.71916407218 %	2.04830668392 %	1.33950976237 %	6.3106228671e-06 %	1.17816391009e-05 %	0.0 %
TComYuv::addClip	184216704	49508032	17228608	496283	1156675	841954	12	5	774	183720409	48351352	16385880	0.994173642093 %	0.269401736772 %	2.99480015775 %	0.000315198031392 %	6.51406725853e-06 %	0.00116727482834 %
0x001366a7	181088558	181088558	0	99188	0	0	6	0	0	180989364	181088558	0	0 %	0 %	0 %	0 %	0 %	0 %
getTUEntropyCodingParameters	180170023	77315124	44306851	1837740	2477967	1835794	17	31	216	178332266	74837126	42470841	2.03832475373 %	1.02000319998 %	3.54685984996 %	8.74774685046e-05 %	9.43553190311e-06 %	0.000203088298805 %
TComYuv::addAvg	179869820	68715862	15349815	331829	877151	691427	28	0	0	179537963	67838711	14658388	0.720027060248 %	0.184482866553 %	1.86589587567 %	1.06086526133e-05 %	1.55668138212e-05 %	0.0 %
TComRdCost::xGetSSE8	173567598	73354692	62669166	1174710	878201	351860	21	0	0	172392867	72476491	62317306	0.776756255186 %	0.676802590769 %	0.904297979844 %	6.78313292987e-06 %	1.20990324473e-05 %	0.0 %
TEncSbac::estCBFBit	173237260	80431585	40834497	2746769	3563552	2707930	18	41	14	170490473	76867992	38126553	3.06218969834 %	1.58555324646 %	5.1716703439 %	2.47874946017e-05 %	1.03903744495e-05 %	4.53548091048e-05 %
TComRdCost::xGetSSE16	171474568	74332712	69165592	521856	1558654	134322	30	0	1	170952682	72774058	69031269	0.703181828307 %	0.304334343038 %	1.17978815973 %	9.84211745067e-06 %	1.74953057762e-05 %	6.96872347704e-07 %
TEncSearch::xPatternSearch	171389584	67594976	59741600	167826	25310	4871	22	0	0	171221736	67569666	59736729	0.0662837831143 %	0.0979207697943 %	0.0237017524329 %	7.36460442567e-06 %	1.28362526395e-05 %	0.0 %
TComYuv::copyPartToPartComponent	163260402	58257910	33111986	896978	610029	26181	25	10	0	162363399	57647871	33085805	0.602123161322 %	0.549415528206 %	0.696301547722 %	1.37454184655e-05 %	1.53129599669e-05 %	1.09445237849e-05 %
TComRdCost::xGetSAD4	153666132	48276114	8783006	103304	636430	76060	12	0	0	153562816	47639684	8706946	0.38713632669 %	0.0672262642753 %	1.24868732641 %	5.69461888697e-06 %	7.80913780012e-06 %	0.0 %
void	148078029	84052121	6276875	94251	538282	161955	8	1942	0	147983770	83511897	6114920	0.333248569332 %	0.0636495506028 %	0.775207332095 %	0.000817928917992 %	5.40255705321e-06 %	0.00214991872599 %
TComTU::TComTU	146609084	52920828	50687673	687746	1278028	1105405	30	5	307	145921308	51642795	49581961	1.22740334178 %	0.469101900944 %	2.30042224045 %	0.000136681041023 %	2.04625792492e-05 %	0.000301133591345 %
TComRdCost::calcRdCost	144649988	50270154	31295551	720001	2984304	51266	22	0	0	143929965	47285850	31244285	1.66017262118 %	0.49775392999 %	3.72162540617 %	9.72523157357e-06 %	1.5209126737e-05 %	0.0 %
TEncSearch::xEstimateResidualQT	144140941	54496665	48239609	4661405	2864087	1199813	41	5	145	139479495	51632573	47039651	3.53426904949 %	3.23392158235 %	3.95566224253 %	7.73663944646e-05 %	2.84443820857e-05 %	0.000146004905726 %
TComTrQuant::xTransformSkip	141399060	39206103	28279812	1970918	383251	587545	14	0	0	139428128	38822852	27692267	1.40829372721 %	1.39386923789 %	1.43851646673 %	6.7022532377e-06 %	9.90105591933e-06 %	0.0 %
TComYuv::removeHighFreq	135283474	39176802	16749714	232550	1410612	0	13	0	0	135050911	37766190	16749714	0.859349451355 %	0.171898305923 %	2.52225974527 %	6.79880794931e-06 %	9.60945163191e-06 %	0.0 %
TComRdCost::getDistPart	133786774	43405350	76993396	2252225	87455	241400	18	0	0	131534531	43317895	76751996	1.01543156353 %	1.68344368629 %	0.273138226872 %	7.08144193265e-06 %	1.34542447372e-05 %	0.0 %
TComTURecurse::nextSection	133279145	58923348	30882984	1502528	325001	147671	29	0	13	131776588	58598347	30735300	0.885400531923 %	1.12735417083 %	0.526323689514 %	1.88268642875e-05 %	2.17588430658e-05 %	1.44755939926e-05 %
partialButterflyInverse8	129870026	68691584	15934466	651330	109529	771494	58	8	4	129218638	68582047	15162968	0.714396751948 %	0.501524501119 %	1.04107777688 %	3.26346296424e-05 %	4.46600357191e-05 %	1.41800308534e-05 %
TComRdCost::xGetSSE32	129292060	56751081	54871999	175292	1403982	52984	64	0	19	129116704	55347099	54818996	0.677524044359 %	0.135578317802 %	1.30525514974 %	3.44519651193e-05 %	4.95003328124e-05 %	1.70215693744e-05 %
TComDataCU::initEstData	123860736	57629488	53073136	475836	351874	1333173	22	0	0	123384878	57277614	51739963	0.921236377242 %	0.384170169956 %	1.52213826476 %	9.37912894836e-06 %	1.77618837983e-05 %	0.0 %
TEncSbac::codeQtCbf	120817791	49886719	30575731	2453664	337956	271075	13	0	100	118364114	49548763	30304556	1.52160737924 %	2.03087970711 %	0.756913317951 %	5.61406323038e-05 %	1.07600047082e-05 %	0.000124281574822 %
TComRdCost::xGetSAD24	113258764	29766278	1014362	2374	79016	1856	20	0	0	113256370	29687262	1012506	0.0577939075616 %	0.00209608503232 %	0.262736577277 %	1.38850893885e-05 %	1.76586776101e-05 %	0.0 %
TEncSearch::predInterSearch	110851352	26078218	47204406	3472655	2882780	3549687	129	62	478	107378568	23195376	43654241	5.37930164502 %	3.1327132573 %	8.77761555045 %	0.000363322410417 %	0.000116372058322 %	0.000736873177467 %
fillReferenceSamples	110370751	31032396	14765230	2189421	878395	1957705	101	0	964	108181229	30154001	12806561	3.21801448958 %	1.98369674951 %	6.19267907031 %	0.000681956245213 %	9.15097515283e-05 %	0.00210491259962 %
TComYuv::subtract	104102656	35426816	15083712	407960	963920	882190	11	7	492	103694685	34462889	14201030	1.45787696863 %	0.391882412683 %	3.65490140986 %	0.000329855441047 %	1.05664931354e-05 %	0.000987912856504 %
TComDataCU::clipMv	98137435	33902023	16058853	257233	1272242	136361	4	0	0	97880198	32629781	15922492	1.12481768951 %	0.262115063431 %	2.81941213361 %	2.70090858767e-06 %	4.07591659595e-06 %	0.0 %
TEncSbac::xCopyContextsFrom	96870480	38748192	38748192	89833	2493406	730983	4	68	56	96780643	36254718	38017153	1.90071778776 %	0.092735165553 %	4.16069606551 %	7.3408443017e-05 %	4.12922491971e-06 %	0.000160007465639 %
TEncSampleAdaptiveOffset::getBlkStats	92375195	30246219	17562005	301	187337	36144	173	4448	20128	92374721	30054434	17505733	0.159635142013 %	0.000325845049637 %	0.467453047409 %	0.0176547270544 %	0.000187279712914 %	0.0514053816348 %
TComTrQuant::xQuant	87684520	39856600	28696752	481283	567821	1267017	8	0	8	87203229	39288779	27429727	1.48243250523 %	0.548880235645 %	2.67651098957 %	1.02407948823e-05 %	9.12361725878e-06 %	1.16697430054e-05 %
TEncBinCABAC::copyState	85890504	46524023	35787710	132146	4097713	879374	6	2	91	85758352	42426308	34908245	3.03755353741 %	0.153854027914 %	6.04663128645 %	5.88577189969e-05 %	6.9856383658e-06 %	0.000112985107482 %
__memcpy_chk_ssse3	84000780	25207012	15627426	81358	572876	2988129	14	0	80	83919408	24634136	12639217	2.91773672394 %	0.0968538625475 %	8.7205926527 %	7.52992637062e-05 %	1.66665119062e-05 %	0.000195913067299 %
TComTrQuant::calcPatternSigCtx	76622649	31018980	3680939	115899	30398	0	9	0	0	76506741	30988582	3680939	0.131417198353 %	0.151259453324 %	0.0876025099655 %	8.08461407394e-06 %	1.17458742519e-05 %	0.0 %
TComDataCU::getQuadtreeTULog2MinSizeInCU	75642906	32045616	10559059	594655	1020607	177921	8	0	21	75048243	31025009	10381117	1.51646484844 %	0.786134525292 %	2.81313729068 %	2.45248145922e-05 %	1.05760082776e-05 %	4.92903654352e-05 %
TComTrQuant::xIT	75596176	16529698	15238392	653690	174416	1319941	8	0	2	74942478	16355282	13918449	2.0007094353 %	0.864713051094 %	4.70395607668 %	9.31408593619e-06 %	1.05825458685e-05 %	6.295625579e-06 %
fastForwardDst	74514982	34117338	8996114	374190	42321	587185	26	2	1	74140766	34075015	8408928	0.853276683085 %	0.502167470161 %	1.46011504716 %	2.4653902984e-05 %	3.48923119917e-05 %	6.95838505346e-06 %
TEncSbac::xCopyFrom	71038352	32290160	32290160	119496	1667952	162736	4	146	10	70918852	30622062	32127414	1.4379907805 %	0.168213361706 %	2.83474594118 %	0.000117977854849 %	5.63076125415e-06 %	0.000241559657803 %
TEncSbac::codeIntraDirLumaAng	69574147	24062795	24248914	1377489	181345	14850	43	0	6	68196615	23881450	24234058	1.33492180775 %	1.97988629311 %	0.40610237986 %	4.15656310796e-05 %	6.18045665727e-05 %	1.24193495204e-05 %
TComDataCU::setTransformSkipPartRange	68813172	34406586	22937724	133426	48266	758	3	0	0	68679743	34358320	22936966	0.144620831922 %	0.193896017466 %	0.0854906092688 %	2.37798024536e-06 %	4.35963044982e-06 %	0.0 %
TComRdCost::xGetSAD12	65688448	18180288	1571136	4791	57773	1529	15	0	0	65683642	18122515	1569607	0.0750153277383 %	0.00729351985908 %	0.300241643337 %	1.75562060767e-05 %	2.28350653071e-05 %	0.0 %
TComTrQuant::rdpcmNxN	65364824	30291016	19131168	1330786	555470	3100126	10	0	36	64034028	29735546	16031006	4.34402994457 %	2.03593602577 %	7.39667028879 %	4.00742216401e-05 %	1.52987484522e-05 %	7.28417829532e-05 %
TEncSbac::estBit	63107859	19798544	39597088	342258	55445	80576	10	0	1	62765591	19743099	39516511	0.390420710541 %	0.542338157915 %	0.229008422707 %	8.97933594399e-06 %	1.584588696e-05 %	1.6836254895e-06 %
xTrMxN	60111955	17609769	16006464	2099099	586303	2084480	31	2	14	58012825	17023464	13921970	5.08905816039 %	3.49198258483 %	7.94492053884 %	5.01450001359e-05 %	5.15704405222e-05 %	4.75960527761e-05 %
TComYuv::clear	58379372	15086804	13118960	114246	436400	55422	3	7	22	58265123	14650397	13063516	0.699967717323 %	0.195695835851 %	1.74369323944 %	3.69578445889e-05 %	5.13880142459e-06 %	0.000102815864162 %
TComDataCU::getPULeft	58160535	29264669	11890509	858527	669393	107232	12	35	19	57301996	28595241	11783258	1.64641822589 %	1.47613325772 %	1.88706509786 %	6.64547411546e-05 %	2.06325474826e-05 %	0.000131210706949 %
TComDataCU::xAddMVPCand	56330971	22686928	10800054	416964	2936171	36029	14	103	9	55913993	19750654	10764016	3.77337034167 %	0.740203821447 %	8.87568787178 %	0.000140283758193 %	2.4853113219e-05 %	0.000334458327717 %
TComPrediction::predIntraAng	54453031	22086122	14485867	559814	43797	9096	34	0	2	53893183	22042325	14476769	0.673119324775 %	1.02806765706 %	0.144627080578 %	3.9549565603e-05 %	6.24391321761e-05 %	5.46866619696e-06 %
TComDataCU::getPUAbove	53260246	25474345	12068043	1211439	283532	129162	12	23	4	52048795	25190790	11938877	1.78864084493 %	2.27456516066 %	1.09927477176 %	4.29502959132e-05 %	2.25308760309e-05 %	7.19187069294e-05 %
TComCUMvField::clearMvField	53161368	3300960	16378504	129790	118676	831975	6	140	16963	53031572	3182144	15529566	1.48329030618 %	0.244143453946 %	4.83067526636 %	0.0234881995856 %	1.12863912757e-05 %	0.0869078548074 %
TComPrediction::initAdiPatternChType	53021280	20398881	15027436	1367506	485512	597964	56	17	856	51653718	19913352	14428616	2.77111202919 %	2.57916444115 %	3.05839300202 %	0.00105033944563 %	0.000105617970747 %	0.00246426971226 %
TEncSbac::codeLastSignificantXY	52180705	20615101	11621263	839149	171817	0	38	8	0	51341518	20443276	11621263	1.19758481546 %	1.60815956779 %	0.532991251743 %	5.44913493739e-05 %	7.28238531848e-05 %	2.48166945875e-05 %
TEncSearch::xGetTemplateCost	52172296	22421152	17678216	554934	993175	5078	18	0	0	51617344	21427977	17673138	1.68327624394 %	1.06365646626 %	2.48944821275 %	1.95076139518e-05 %	3.45010693031e-05 %	0.0 %
QpParam::QpParam	51769591	23061960	15770446	1007874	1518186	1878	18	0	0	50761699	21543774	15768568	2.79015704256 %	1.94684559127 %	3.91442137271 %	1.98671117591e-05 %	3.47694460248e-05 %	0.0 %
TEncSearch::xEncodeResidualQT	51068778	23271052	11300356	168007	36994	258981	7	0	57	50900764	23234058	11041318	0.541780700943 %	0.328981829172 %	0.856126542489 %	7.47312716019e-05 %	1.37070050903e-05 %	0.000164876131166 %
TComPrediction::xPredInterUni	50101107	19898312	16345042	270450	244663	119519	5	8	0	49830652	19653641	16225523	0.735000245123 %	0.539808431778 %	1.00482422239 %	1.50559744649e-05 %	9.97981940798e-06 %	2.20730123377e-05 %
TComDataCU::getIntraDirPredictor	49508393	16306348	13082583	1061770	347201	19734	26	0	3	48446597	15959147	13062846	1.81084088479 %	2.14462626569 %	1.24854830548 %	3.67566332161e-05 %	5.25163480867e-05 %	1.02079248817e-05 %
TComDataCU::getCoefScanIdx	48732719	20975048	10002382	1180749	181636	312082	14	0	32	47551956	20793412	9690268	2.10069485631 %	2.42290810821 %	1.59379909825 %	5.77090879607e-05 %	2.87281323252e-05 %	0.000103301016256 %
TEncSearch::xMotionEstimation	48572952	20479998	15929512	1442921	1464831	377277	32	1	1	47129999	19015166	15552234	3.86553757409 %	2.97062653305 %	5.05941442222 %	4.00082548797e-05 %	6.58802866254e-05 %	5.49307035442e-06 %
TComCUMvField::setAllMv	48241907	14738879	9112991	161789	224686	434467	23	1	0	48080095	14514192	8678524	1.13871409456 %	0.335370241479 %	2.7635275557 %	3.32899745286e-05 %	4.76763905705e-05 %	4.19254339387e-06 %
TEncSearch::xTZSearch	47469869	17305141	18476038	2121726	324552	167195	124	0	0	45348019	16980589	18308843	3.13926738796 %	4.46962682791 %	1.37431748686 %	0.000148947073916 %	0.000261218331991 %	0.0 %
TEncSbac::estSignificantCoeffGroupMapBit	47021542	23510771	12374090	728546	310985	2320570	4	1	5	46292992	23199785	10053515	4.05288479347 %	1.54938772531 %	7.33332922761 %	1.20617945516e-05 %	8.50673931535e-06 %	1.67201427922e-05 %
TComDataCU::setCbfPartRange	46691154	23345577	15563718	219810	502996	145461	4	0	0	46471340	22842581	15418257	1.01432528701 %	0.470774399793 %	1.66658635167 %	4.67287268552e-06 %	8.56693325678e-06 %	0.0 %
TComDataCU::setExplicitRdpcmModePartRange	46681020	23340510	15560340	403989	239290	787965	3	0	16	46277028	23101220	14772359	1.67236822472 %	0.865424534425 %	2.64070065307 %	2.22009638256e-05 %	6.42659479163e-06 %	4.11302066664e-05 %
TComTU::getGolombRiceStatisticsIndex	46220028	25027444	3850376	942870	33251	0	6	0	0	45277152	24994193	3850376	1.29979889703 %	2.03995982002 %	0.115143733149 %	7.98957647894e-06 %	1.29813854721e-05 %	0.0 %
TComDataCU::fillMvpCand	46163248	14148850	18666214	925460	756995	169703	24	41	25	45237764	13391814	18496486	2.3451476147 %	2.00475495138 %	2.824001806 %	0.000113955334979 %	5.19894094107e-05 %	0.000201127140877 %
TComDataCU::setCrossComponentPredictionAlphaPartRange	44650710	22325355	14883570	41291	38321	0	2	0	0	44609417	22287034	14883570	0.0972542816737 %	0.0924755731768 %	0.10298873187 %	2.44320659382e-06 %	4.47921208868e-06 %	0.0 %
TEncSearch::xExtDIFUpSamplingQ	44151728	15586998	22573277	1200710	1202615	7215	37	10	0	42950981	14384373	22566062	2.92854008182 %	2.71950850938 %	3.1703911987 %	5.70998132557e-05 %	8.38019295643e-05 %	2.62052618856e-05 %
TComPrediction::xPredIntraPlanar	43172520	19413388	7468856	315594	0	352331	28	0	524	42856898	19413388	7116001	0.953432660197 %	0.731006668131 %	1.31064579281 %	0.000787954977623 %	6.48560704819e-05 %	0.001949242035 %
TEncSearch::estIntraPredQT	41605424	14448312	20040821	963636	506375	182021	186	12	12	40641602	13941925	19858788	2.17102518909 %	2.3161307045 %	1.99597942923 %	0.000275972432562 %	0.000447057095248 %	6.95871363307e-05 %
TEncSbac::resetBits	40379738	25958403	14421335	183322	755881	19294	2	6	1	40196414	25202516	14402040	1.18685391173 %	0.453995020968 %	1.9197128025 %	1.11442030654e-05 %	4.95297914018e-06 %	1.73354269906e-05 %
TEncBinCABACCounter::getNumWrittenBits	40072272	22540653	10018068	119198	198300	254	5	0	0	39953069	22342353	10017814	0.437488167069 %	0.297457553692 %	0.60983353738 %	6.88411350785e-06 %	1.2477455733e-05 %	0.0 %
void	39634988	26025062	1650676	20731	101929	84505	8	774	0	39614249	25922359	1566171	0.307774128005 %	0.0523047969637 %	0.673636959564 %	0.00116177620785 %	2.01841867594e-05 %	0.00279667338952 %
TComRdCost::setDistParam	39131144	20716488	13810992	215325	661353	0	3	4	0	38915816	20055131	13810992	1.19019057429 %	0.550265026752 %	1.91543952817 %	9.50329998019e-06 %	7.66652771511e-06 %	1.15849752139e-05 %
TComCUMvField::setAllRefIdx	38991066	11785325	8319286	269699	158630	109633	61	1	0	38721306	11626694	8209653	0.910323778844 %	0.691694348649 %	1.33433569045 %	0.000104914611605 %	0.0001564460946 %	4.97398333149e-06 %
TEncSearch::xRecurIntraCodingQT	38751559	15754025	12465543	2239441	651771	257392	182	0	8	36511936	15102254	12208143	4.70143499302 %	5.77897007963 %	3.22174669719 %	0.000283704349189 %	0.000469658523932 %	2.83491228498e-05 %
TEncSbac::codeQtCbfZero	38533837	17273789	15945036	129147	419347	0	3	0	0	38404687	16854442	15945036	0.764423207044 %	0.335152193642 %	1.26237758259 %	4.18102954842e-06 %	7.78536536603e-06 %	0.0 %
TEncSearch::xEstimateMvPredAMVP	38307088	14580746	17474290	528583	422073	522751	24	0	12	37778481	14158673	16951527	2.0940342847 %	1.37985690794 %	2.94750565871 %	5.11638903908e-05 %	6.26515907448e-05 %	3.74356154209e-05 %
TComDataCU::getPUBelowLeft	38264172	19395884	7325508	280593	1111043	116202	7	21	20	37983572	18284820	7209286	2.32026608248 %	0.73330477398 %	4.59274352174 %	7.38625581521e-05 %	1.82938755345e-05 %	0.000153435120446 %
