BasketballDrill__QP_32_nF_32_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Ir	Dr	Dw	I1mr	D1mr	D1mw	ILmr	DLmr	DLmw
TComRdCost::xGetHADs	19753194051	7541457738	6378590941	15446642	60533337	21217996	9755	0	0
TComTrQuant::getSigCtxInc	19393107745	5912500258	1560526456	4695106	207499027	9528982	5858	3769	0
void	17022074475	9655396355	735683357	9391580	172335393	48773557	10057	2850103	60913
partialButterfly8	16241590224	8240126208	2135398560	79376448	101879493	188004004	26187	17605	128240
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memset-sse2.S:__memset_chk_sse2	14438216722	2982729290	4343142520	28006207	117240990	1882304813	2568	60982	6781539
TEncSbac::codeCoeffNxN	13173696648	4499293060	3826822893	144080991	195778359	92329115	62455	55600	364526
TComYuv::addAvg	12446550012	4756110174	1053177555	17692053	150616883	71769867	44359	264881	196985
TEncEntropy::countNonZeroCoeffs	11669853041	1341120969	25014730	1565967	139708326	0	2193	480388	0
TEncSearch::xTZSearchHelp	11538278908	4872806290	3625710980	25365867	353925190	11158437	30603	352709	48643
partialButterflyInverse16	11523790464	6718946944	962274368	21287022	115420547	49391775	16674	16710	2257
TComPrediction::xPredIntraAng	11277422652	3518639523	1466689509	21036413	52693079	91007949	14121	4133	55283
partialButterfly4	11062959288	5102841000	1959490944	13321719	47821510	119403945	6916	2093	50859
__x86.get_pc_thunk.bx	10817218910	10817218910	0	3	0	0	1	0	0
TComTrQuant::xDeQuant	10790973455	4092329196	582669823	21135924	59053043	68529916	8461	0	46
TComTrQuant::xT	10319681824	2481941144	2031275356	49027822	349093625	266309186	10475	2823	590035
TEncSearch::xPatternRefinement	10222497711	3920795051	2350780606	12580594	461480975	314460190	17847	62372	0
TEncSbac::estLastSignificantPositionBit	10210672815	4106808969	1666525233	60123754	154493320	113906130	18044	26606	40278
TComPrediction::xPredInterBlk	10205384371	4189789978	1955432953	33358199	405889097	76086401	37517	3116411	104412
TEncSbac::estSignificantCoefficientsBit	10192219421	3956943511	2041278122	20894655	114109593	161197408	19204	14659	19827
TEncBinCABACCounter::encodeBin	8404620723	4046669237	2490257992	5739600	455580855	57122385	4969	30271	52114
TEncSearch::xPatternSearch	8072586461	3183681415	2810682757	5411479	376195673	368096495	21998	209415	244006
TComRdCost::xGetSAD24	8068137552	2120440104	72259416	80152	47820819	1427558	1795	281667	2434
TComRdCost::xGetSSE4	8062095105	3111685830	1791576690	42571213	132381532	36461736	12501	1423	7174
TEncSearch::xIntraCodingTUBlock	7074500105	2628736913	1421802754	74508166	173444673	91592013	44148	632879	1405343
TEncSearch::xTZSearch	6960344538	2614587043	2733588156	155905569	213887388	46195615	349343	315561	57694
TEncSbac::estSignificantMapBit	6897923418	2555043780	1218275312	71219105	165184419	153492255	15091	14383	27130
TComYuv::addClip	6826197837	1824987523	633107425	16493846	77107539	34326889	39662	4811	171130
TComYuv::removeHighFreq	6779356818	1961006370	844734162	7428647	131675362	414910	16185	63431	0
TComRdCost::xGetSSE16	6778458248	2938401832	2734143512	18790784	90227748	9795727	10534	4552	8562
TComTrQuant::transformNxN	6425335751	3107492064	2462647314	92141618	369842623	54769668	31904	3597	27920
TComRdCost::setDistParam	6302313915	2677758856	2104518163	1919469	120073106	382949890	2395	149970	188522
void	6094392816	4008067504	245256208	2197603	61090457	21823446	7068	598587	54194
TComRdCost::xGetSSE8	6066092532	2563706328	2190253044	41450743	75675684	15145413	17452	2445	18701
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/strcat.S:0x0012694b	5969613366	5969613366	0	3509135	0	0	4659	0	0
getTUEntropyCodingParameters	5879757917	2523004682	1444932258	41078966	285970039	170923065	28237	977224	157380
TComRdCost::xGetSSE32	5371378380	2357697213	2279631627	6876592	74349054	9089342	11527	10434	4047
TEncSbac::estCBFBit	5285643300	2454048675	1245901635	80208324	365991302	154753170	29741	47816	19010
TComRdCost::calcRdCost	5266850756	1832545962	1147060111	23083028	190857433	4066105	11775	43927	41
TComYuv::copyPartToPartComponent	5010041479	1783645960	1034573176	18805154	32742302	4686505	30395	19595	116
TEncSearch::xEstimateResidualQT	4818489141	1822687759	1616427944	159283307	334164100	105120808	272680	154294	170550
TComRdCost::getDistPart	4696973482	1521034698	2706576472	57405554	47589515	51156899	12090	576	50893
partialButterflyInverse8	4646251896	2457521664	570074136	21091189	27682490	37090538	13219	6383	4045
TComTU::TComTU	4585581486	1664311911	1607796377	26021690	101801644	90436062	22862	4749	82789
TComTrQuant::xTransformSkip	4529439420	1255890021	905887884	57055102	81733835	65495942	12636	64	0
TComDataCU::clipMv	4389720335	1516448843	718317873	14362515	99612205	12799729	14268	44921	39
TEncSearch::predInterSearch	4058661809	1055699529	1678292858	111630490	224773158	151160064	288416	980511	1609703
TComDataCU::initEstData	4031788896	1886975200	1732673008	15038403	29123865	99821498	40232	5643	59246
TComRdCost::xGetSAD12	3959757172	1095923682	94709454	153899	17009455	404614	1895	174082	1555
TEncSbac::codeQtCbf	3940511170	1627015470	997203030	69274416	121883893	17806252	12414	1588	36309
TComTURecurse::nextSection	3882404598	1713429174	905087597	47440974	60355487	22196264	14346	780	3488
TComYuv::subtract	3821830573	1298721775	558553710	13463330	53207378	34391436	27282	59781	179201
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memcpy-ssse3.S:__memcpy_chk_ssse3	3211422944	899289376	568193640	7184359	128367768	159292482	9124	269502	38626
TEncSbac::xCopyContextsFrom	3064455030	1225782012	1225782012	2192654	183425567	67022587	2949	75796	51155
TComTrQuant::xIT	3043333406	657694722	606930975	23879944	41308835	67248187	4514	1008	300731
TComDataCU::xAddMVPCand	2844771587	1144039838	528359204	18174626	231239380	6880097	26153	2588059	1046
TComTrQuant::xQuant	2766811795	1257641725	905502042	12006753	63411554	128120804	7339	0	33745
TComTrQuant::calcPatternSigCtx	2660773016	1075223112	123485695	3181789	7614909	0	9577	0	0
TEncBinCABAC::copyState	2568534864	1391289718	1070222860	2933908	231512015	90952431	5031	28628	101367
TEncSearch::xGetTemplateCost	2465760264	1059665568	835505544	32670040	153665637	28994206	31727	135971	17149
TComYuv::clear	2442950676	631324332	548977680	4508612	104331603	1111197	9363	11293	1461
TComDataCU::getQuadtreeTULog2MinSizeInCU	2385499457	1009143816	331054661	13467081	125849273	8259207	7763	7236	16785
TEncSampleAdaptiveOffset::getBlkStats	2353540825	770400777	446888490	1921	109936961	5915254	1921	1651499	806624
TComDataCU::setTransformSkipPartRange	2352850110	1176425055	784283370	3531371	59397430	1410468	5943	168	0
TEncSearch::xMotionEstimation	2296942416	968461716	753298816	68140722	186199596	40228706	86155	679494	31925
TEncSbac::xCopyFrom	2247267022	1021485010	1021485010	2020165	212258942	12130367	1618	132881	16148
TComDataCU::fillMvpCand	2207028694	673532264	903496994	44645810	110661282	21666632	45295	1303000	3334
TEncSearch::xExtDIFUpSamplingQ	2088315639	736334670	1065354380	51393066	135130361	13071352	91388	209605	6090
TComTrQuant::rdpcmNxN	2062532429	955807711	603668028	20768242	185744231	103451685	11459	1708	51775
TEncSbac::estBit	1925484345	604073520	1208147040	9098931	39903884	50907063	10808	312	9979
xTrMxN	1871648666	548378732	502832475	57828116	44474440	69502428	14121	6352	44919
TEncSearch::xEncodeResidualQT	1850626705	860124836	410130834	5505178	35788741	9655012	10318	0	19538
fillReferenceSamples	1842733280	514377003	246736855	31481558	28050372	39393971	16518	415323	190707
TComDataCU::getPUBelowLeft	1836441896	931459177	350577822	15759389	124633313	12988494	13202	310724	1296
TEncSearch::xEstimateMvPredAMVP	1816536096	691390128	829662300	21580916	129132858	88720775	42488	32580	101222
TComPrediction::xPredInterUni	1730591559	687327144	564590154	8196460	73922801	27466323	7022	94904	6334
TEncSearch::xCheckBestMVP	1706553237	662332036	361411980	16682069	67718001	10355549	23780	64757	0
TEncSbac::codeLastSignificantXY	1690793172	667932860	373238288	15427297	44985124	573752	12554	2136	0
TComCUMvField::setAllMv	1665304631	501586554	318683202	5909700	36102308	27333799	12336	16157	23733
TComCUMvField::clearMvField	1656433224	96482688	510290240	4101124	6373945	29394897	6170	6563	514927
TComDataCU::xGetColMVP	1647844230	707921676	234905832	12334126	233871040	4366869	25519	3200613	691
TComDataCU::getPULeft	1599145873	805716272	325721075	30445407	81173292	5614235	9667	354286	28123
QpParam::QpParam	1564753307	700715967	474244829	24938944	154229220	14036726	3984	187517	0
TComDataCU::setCbfPartRange	1541243988	770621994	513747996	4687590	61600180	15524627	3549	341	0
TComDataCU::setExplicitRdpcmModePartRange	1541167092	770583546	513722364	7102725	62672845	33665643	4091	1246	23693
TComDataCU::setCrossComponentPredictionAlphaPartRange	1513350630	756675315	504450210	1383059	43674497	661900	2212	28	0
TComTU::getGolombRiceStatisticsIndex	1508076014	816569442	125626068	19377734	16390635	0	3065	5	0
TEncSbac::estSignificantCoeffGroupMapBit	1434674610	717337305	377545950	12277873	32250165	37754595	4585	9221	2783
TComDataCU::getPartIndexAndSize	1386478842	622421869	218261825	4301707	118339295	16990260	15040	19690	6997
TComRdCost::setDistParam	1379645132	730400364	486933576	11804938	118623709	1258947	1274	29099	0
TComDataCU::getCoefScanIdx	1358455564	614358595	319369233	26616783	37596294	17398862	6526	21261	26232
TComRdCost::xGetSSE64	1354459720	598284670	588650930	1146848	20481533	1769683	9860	9472	3529
TEncSbac::codeQtCbfZero	1337972768	599780896	553643904	4426223	36058489	2587331	5281	0	0
TComCUMvField::setAllRefIdx	1289519214	387988401	275188063	9134836	12492413	10332526	28867	6351	3651
partialButterflyInverse4	1280105400	661997364	190187088	13943281	1477401	11770862	4414	747	3415
TEncSbac::resetBits	1267817418	815025483	452791935	3015617	166583908	6685583	4141	19662	16986
TEncBinCABACCounter::getNumWrittenBits	1238268976	696526299	309567244	2982765	101950224	4633563	2456	666	0
TComDataCU::getPUAbove	1235216544	592404917	277892831	32074443	44755741	5146255	14233	99628	10679
TEncEntropy::encodeCoeffNxN	1159789337	636913136	328569545	12947286	23973201	34801543	4867	4280	25674
TEncSearch::xExtDIFUpSamplingH	1151766108	369434412	659186892	41723929	69288866	3845028	30958	138646	9257
TEncBinCABAC::resetBits	1086700644	271675161	633908709	1790381	33137807	0	1595	469	0
QpParam::QpParam	1078475016	273792571	183756990	22921266	24822092	235881	2355	4238	0
TEncSearch::encodeResAndCalcRdInterCU	1067877473	385118699	396902786	49334920	76230504	21326628	100078	147271	103627
TComDataCU::xAddMVPCandOrder	1064230743	339977230	247605656	19448104	56254011	667231	23462	747158	155
fastForwardDst	1036815274	474714966	125173598	4469992	2361766	7636406	3104	188	3765
TComRdCost::xGetSAD	999880576	276616544	6714208	214469	7631712	260582	838	4299	220
TComDataCU::getInterMergeCandidates	968578806	342658436	324617198	68962905	28513967	10107948	155594	303287	38562
TEncSbac::load	960124128	320041376	400051720	1894066	21122698	104938	2078	0	32
TComPrediction::xPredIntraPlanar	953692199	437440518	164195626	5103892	1159274	8978763	4220	22	35426
TEncSbac::codeIntraDirLumaAng	951676614	329401282	327450420	18883819	27011340	10591044	11654	8771	105
TEncSearch::xEncodeResidualQT	944044416	419804390	325702063	18358355	38089525	10800566	37957	0	4324
TEncEntropy::estimateBit	906110280	415300545	302036760	2463816	27103277	3121691	6182	3730	0
TComPrediction::initAdiPatternChType	897445677	339767581	235375703	20311926	32377812	21216740	9627	88536	132461
TComPrediction::xPredInterBi	857146613	328594744	268840093	12083221	32047254	16817772	14584	61947	8660
TComTU::GetEquivalentLog2TrSize	842599989	382999995	76599999	3991342	35233119	0	1616	0	0
TComDataCU::getCtxQtCbf	842466888	441418540	0	6976878	9165650	0	1636	0	0
TComYuv::copyPartToPartYuv	819919488	179357388	230602356	4134912	3141762	2093018	3658	285	0
TComYuv::copyToPartComponent	814676794	291538252	205707088	4109183	10879053	607289	8597	7122	444
TComDataCU::getPUAboveRight	811289893	399861683	147822807	11145747	56967012	1916585	18764	791118	676
TEncSearch::xPatternSearchFracDIF	804063132	282508668	354946788	10701204	48316868	16444124	18459	59445	34420
TEncSearch::xGetInterPredictionError	786912448	245910140	351300200	8590207	36244488	21251065	28467	24879	19130
TComPrediction::predIntraAng	779423138	315945808	207650617	7384272	14510188	1690906	84491	6489	2158
TEncSbac::xWriteCoefRemainExGolomb	778514323	315559430	202826806	4897763	344054	239700	5324	0	0
TComDataCU::setMVPIdxSubParts	758048633	348424687	200085240	11460134	90823970	16347199	17934	53562	0
TComDataCU::xGetDistScaleFactor	748494588	138525352	39578672	4564822	0	0	5062	0	0
TComCUMvField::setAllMvField	747044874	302856030	383617638	6902356	1639510	1318196	4986	3794	0
TComDataCU::setMVPNumSubParts	733249872	337044448	193771270	3310081	44087530	6083227	12629	3561	0
TEncEntropy::encodeQtCbf	702829638	401616936	251010585	2624218	15066425	4163082	3622	4	2985

RESULTS	Ir	Dr	Dw	I1mr	D1mr	D1mw	ILmr	DLmr	DLmw
Entropy	83453264006	30273489104	19749732499	544261229	2351886108	1015120037	241431	926930	734294
Filter	865297518320	465987818223	43759584863	104559053	5002665832	3661738651	184651	33284163	15235993
InvQuant	10790973455	4092329196	582669823	21135924	59053043	68529916	8461	0	46
Quant	223933955893	84823841478	49513680340	497076648	5729962543	4928204969	202176	442205	2686214
InvTransf	40875492296	21707967274	3798522467	88240137	322121653	225222416	98413	45154	310448
Transf	156000570988	68117820048	27617940537	898292666	4029478775	1700945231	566238	272013	2108861
Pre/Pos	43890758250	14953434555	7077481863	121986066	625203559	270439349	229360	525378	741044
Inter/Intra	1286601668262	435502226134	216419300736	1076602219	9172339277	2286240614	1722707	35700510	4898238
Intra	20085038094	6900762762	3260338506	108032743	241807214	193269631	146980	643523	1498210
Inter	97429009508	30141454888	21269067773	767067064	3354296095	991187555	1403522	14340042	2690986
Inter/Intra	1169087620660	398460008484	191889894457	201502412	5576235968	1101783428	172205	20716945	709042
PROGRAM TOTALS	2973455007255	1218186540875	442262136988	4843384480	36810608094	30764910549	5113080	96295829	73308794
