BasketballDrill__QP_32_nF_32_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Ir	Dr	Dw	I1mr	D1mr	D1mw	ILmr	DLmr	DLmw
/build/buildd/eglibc-2.19/malloc/malloc.c:free	88330	20075	12045	6	1572	122	5	7	0
0x00046e90	83274	83274	0	4	0	0	2	0	0
/build/buildd/eglibc-2.19/elf/dl-lookup.c:check_match.9376	81608	33454	14777	58	1338	383	13	159	48
__dynamic_cast	77787	28944	28944	21	1120	608	3	0	0
/build/buildd/eglibc-2.19/elf/dl-addr.c:_dl_addr	68479	27239	4330	12	1806	14	11	1343	0
/build/buildd/eglibc-2.19/elf/do-rel.h:_dl_relocate_object	61350	28677	11812	12	2933	100	12	1315	2
partialButterflyInverse8	59774	31616	7334	325	333	499	20	4	0
TComCUMvField::clearMvField	59226	408	18226	9	57	1147	3	7	472
TComRdCost::xGetHADs	58835	20650	23835	15	490	86	5	0	0
partialButterfly8	56892	28864	7480	359	320	647	17	4	6
TComPrediction::initAdiPatternChType	56091	19803	12628	1457	1282	1703	28	6	238
TComDataCU::getPUAboveRightAdi	55459	26170	12671	370	1015	177	10	1	1
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memcpy-ssse3.S:__memcpy_chk_ssse3	55064	11768	10824	0	2402	4987	0	0	23
TAppEncCfg::parseCfg	54581	25430	35026	1397	1726	3087	1080	2	637
TEncSbac::estLastSignificantPositionBit	53984	22728	7412	1029	676	514	11	3	5
operator	52173	16054	16054	11	280	113	2	0	0
std::string::find_first_not_of	50868	18095	16770	7	43	1	2	0	0
std::istream::sentry::sentry	50477	20863	9102	7	1971	151	4	1442	0
std::_Rb_tree<std::string,	48478	16951	15541	229	361	122	17	0	0
TComDataCU::getPUBelowLeftAdi	48100	24296	11570	370	1124	4	8	10	0
std::string::_Rep::_S_create	47737	10748	12539	5	90	732	2	0	336
std::basic_string<char,	43468	15228	7564	8	961	173	3	1	25
TEncSearch::xRecurIntraCodingQT	41785	13013	10307	1492	1836	992	35	3	8
__cxxabiv1::__si_class_type_info::__do_dyncast	41276	18210	9712	142	80	249	3	0	1
TComTrQuant::getSigCoeffGroupCtxInc	40604	13549	2931	18	33	0	2	0	0
TComPicYuv::create	40297	2756	7247	23	30	826	23	1	765
std::basic_streambuf<char,	39791	14102	11220	4	1301	1283	3	1010	983
TComDataCU::getPUAbove	39506	18172	9044	437	233	138	5	2	2
std::basic_filebuf<char,	39364	16322	9602	8	3187	0	7	2878	0
TComDataCU::create	37405	9526	19633	25	1120	1915	15	5	0
TComDataCU::getPULeft	36572	16268	7408	407	1184	105	5	24	1
TEncSbac::codeLastSignificantXY	36040	14296	8103	648	881	29	14	2	0
TEncSbac::estSignificantCoefficientsBit	35036	13588	7040	581	870	525	8	4	7
__cxxabiv1::__vmi_class_type_info::__do_dyncast	33919	14877	7142	127	215	107	7	1	0
SAOOffset::reset	33072	1872	22464	2	12	1383	2	0	1364
operator	32571	11844	11844	11	763	91	3	2	0
std::string::_M_mutate	31863	11592	8256	15	354	37	7	0	0
std::istream::read	31680	13440	12480	4	514	2242	3	0	1877
char*	31058	8385	11161	221	161	40	8	0	0
/build/buildd/eglibc-2.19/libio/fileops.c:_IO_file_xsputn@@GLIBC_2.1	30902	7411	3682	19	45	9	7	10	2
TEncSbac::xWriteCoefRemainExGolomb	30461	11744	7588	311	0	7	6	0	0
getTUEntropyCodingParameters	30410	13138	7521	881	1275	827	8	7	47
TComTURecurse::nextSection	28117	12772	6079	530	563	332	9	0	0
std::string::find_first_of	25160	8532	7402	16	0	0	3	0	0
std::locale::id::_M_id	24916	10321	6215	6	309	0	2	4	0
char*	24714	6485	9014	9	52	21	3	0	0
/build/buildd/eglibc-2.19/stdio-common/vfprintf.c:vfprintf	24592	8316	6032	122	96	48	72	15	6
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/strlen-sse2-bsf.S:__strlen_sse2_bsf	23857	4719	1334	137	886	0	10	758	0
std::_Rb_tree_insert_and_rebalance	23784	8888	5284	10	742	326	6	0	0
TComPrediction::predIntraAng	23500	9412	6445	518	949	77	12	0	0
std::istreambuf_iterator<char,	23140	6244	5859	207	568	8	27	0	0
isLeftAvailable	22862	8009	6771	369	674	72	3	25	0
df::program_options_lite::Options::~Options	21142	8163	5051	11	2234	35	11	20	0
TEncSbac::estSignificantMapBit	20604	7794	3688	749	929	419	8	5	10
isAboveAvailable	19943	6108	7384	471	154	24	4	4	1
std::string::_Rep::_M_destroy	19529	7102	7102	9	203	221	3	0	0
/build/buildd/eglibc-2.19/elf/dl-misc.c:_dl_name_match_p	19220	4796	6028	12	334	67	3	11	7
TEncSbac::codeIntraDirLumaAng	19150	6622	6521	345	846	195	13	0	4
TComTU::TComTU	18996	6570	5828	298	401	244	10	1	22
TComDataCU::getQuadtreeTULog2MinSizeInCU	18900	7700	2450	281	673	30	4	0	0
isBelowLeftAvailable	18681	6513	6330	391	5	35	3	0	0
std::basic_string<char,	18568	6008	5462	85	295	21	4	0	0
TEncSbac::estCBFBit	18480	8580	4356	1021	1600	543	9	8	4
df::program_options_lite::scanLine	18413	5126	7104	75	580	2	16	0	0
isAboveRightAvailable	18294	6108	6483	528	8	0	5	0	0
/build/buildd/eglibc-2.19/elf/dl-runtime.c:_dl_fixup	18000	6800	3400	30	1735	62	10	286	7
TEncBinCABACCounter::encodeBinsEP	17457	6348	4761	36	8	4	0	0	0
std::locale::locale	17429	5409	5409	16	76	250	4	0	0
TEncSbac::codeQtCbf	17325	7161	4389	542	567	74	6	0	1
TComTrQuant::transformNxN	17292	8316	6732	1187	1376	159	10	1	0
std::_Rb_tree<std::string,	17196	4878	4101	79	1252	83	4	23	0
std::basic_string<char,	17116	5268	7242	13	92	97	3	0	71
std::_Rb_tree<std::string,	17092	5413	3659	23	1158	15	23	7	0
ContextModel3DBuffer::ContextModel3DBuffer	16926	9672	7254	4	35	623	2	0	573
std::string::_Rep::_M_dispose	16062	5534	3904	11	612	5	3	4	0
fastForwardDst	14048	6432	1696	56	32	88	9	1	2
std::string::find_last_not_of	13671	3605	4072	2	1	0	1	0	0
TAppEncCfg::xCheckParameter	13487	5344	2492	171	74	80	170	11	27
TComDataCU::getCoefScanIdx	13404	5028	1962	476	611	113	6	0	6
TComRdCost::xGetSSE8	13222	5588	4774	149	193	25	7	0	0
/build/buildd/eglibc-2.19/string/../sysdeps/i386/strchrnul.S:strchrnul	12968	1457	173	12	102	0	12	77	0
/build/buildd/eglibc-2.19/math/../sysdeps/i386/fpu/e_pow.S:__pow_finite	12784	1472	296	7	137	0	7	4	0
std::string::find	12632	3951	3158	74	264	8	3	0	0
ContextModel::init	12278	2020	808	2	0	102	2	0	51
TComDataCU::TComDataCU	12208	224	9408	25	5	1151	13	0	1148
std::basic_istream<char,	12148	4308	3295	69	226	4	14	2	0
std::basic_ios<char,	11824	3552	5617	174	919	136	5	0	0
std::locale::~locale	11720	4102	2344	7	444	0	1	0	0
TComDataCU::getIntraDirPredictor	11430	2995	3675	298	95	172	10	0	3
TComPrediction::predIntraGetPredValDC	11063	2444	234	130	243	78	4	0	10
/build/buildd/eglibc-2.19/elf/../sysdeps/i386/dl-tlsdesc.S:0x000187a8	10978	10978	0	9	0	0	2	0	0
TEncSearch::estIntraPredQT	10963	3791	5569	213	911	164	56	15	11
copyPlane	10863	4899	3888	8	607	0	8	2	0
/build/buildd/eglibc-2.19/libio/fileops.c:_IO_file_overflow@@GLIBC_2.1	10796	3213	2073	23	2	17	10	1	0
std::ios_base::ios_base	10792	912	4864	66	154	292	3	0	33
TEncSearch::xRecurIntraChromaCodingQT	10696	3712	4040	584	711	108	28	0	6
std::string::_M_leak_hard	10573	3863	3539	20	309	11	3	0	0
std::__detail::_List_node_base::_M_hook	10134	5630	4504	3	416	118	1	1	0
TEncSearch::xRecurIntraCodingQT	10126	3038	2512	308	595	295	31	9	13
TComTrQuant::invTransformNxN	10030	4838	3776	581	832	240	9	0	0
bool	9739	3837	2952	13	849	6	3	0	0
bool	9735	3835	2950	24	325	144	2	0	0
bool	9735	3835	2950	20	166	0	2	0	0
TComPrediction::filteringIntraReferenceSamples	9652	2468	711	372	360	58	4	2	2
TEncSearch::xEncSubdivCbfQT	9639	3707	3303	567	469	54	15	0	0
initZscanToRaster	9459	3453	3591	2	0	33	2	0	32
fastInverseDst	9000	4460	1160	38	40	70	9	1	0
std::basic_ios<char,	8858	2364	4429	143	236	5	4	0	0
/build/buildd/eglibc-2.19/wcsmbs/btowc.c:btowc	8704	2688	1920	3	5	0	3	0	0
std::ctype<char>	8700	3600	2700	19	168	15	2	0	0
std::num_get<char,	8555	3540	2655	14	149	0	1	0	0
std::num_put<char,	8555	3540	2655	12	154	144	3	0	0
0x0005d090	8415	2404	1203	4	378	0	1	1	0
TEncEntropy::encodeCoeffNxN	8381	4327	2514	333	302	245	4	1	3
/build/buildd/eglibc-2.19/libio/putc.c:putc	8323	3248	2233	8	5	7	4	3	1
std::ostreambuf_iterator<char,	8177	2718	2388	188	370	318	10	0	0
TComDataCU::CUIsFromSameSliceAndTile	8160	4080	1632	124	0	0	2	0	0
std::ios_base::_M_init	8081	2396	4190	87	107	2	4	0	0
std::locale::operator=	8073	3289	2392	20	146	0	3	0	0
TComTU::getGolombRiceStatisticsIndex	7848	4251	654	391	251	0	2	0	0
TEncSearch::xEncCoeffQT	7820	3552	2588	432	309	50	7	0	0
xTrMxN	7709	2278	2217	510	404	345	16	3	10
TEncSearch::xEncSubdivCbfQT	7688	3260	2156	15	107	59	0	0	3
ContextModel3DBuffer::initBuffer	7672	2640	2454	3	60	0	3	30	0
TComRdCost::getDistPart	7644	2476	4404	667	88	477	6	0	0
std::locale::_Impl::_M_install_facet	7620	2858	282	8	20	8	8	0	0
df::program_options_lite::Option<int>::~Option	7577	1991	1988	3	268	4	3	16	0
TComYuv::copyPartToPartComponent	7514	2848	2272	67	123	28	12	6	0
std::_Rb_tree_decrement	7481	2919	0	6	168	0	4	0	0
TEncSearch::xGetIntraBitsQT	7456	3379	3652	394	549	101	6	0	0
TEncSearch::xRecurIntraChromaCodingQT	7361	2312	2357	336	321	168	13	0	7
xITrMxN	7304	1911	2345	915	116	307	17	0	3
TComTrQuant::xQuant	7260	3300	2376	343	631	528	4	0	5
TEncSearch::xEncCoeffQT	6928	3752	1608	15	285	96	0	0	0
TEncTop::TEncTop	6891	7	4162	22	2	535	22	0	527
TAppEncCfg::TAppEncCfg	6807	7	4101	16	2	525	16	0	525
TEncBinCABAC::copyState	6744	3653	2810	100	758	428	2	1	18
TEncSbac::estBit	6732	2112	4224	255	132	194	4	0	0
std::basic_ostream<char,	6684	2952	1606	90	83	68	13	0	1
QpParam::QpParam	6618	2924	2032	494	745	0	6	0	0
TComPrediction::xDCPredFiltering	6526	2091	693	98	51	0	4	0	0
std::string::reserve	6517	2420	1863	46	152	66	4	0	0
TComDataCU::getPUAboveLeft	6481	2583	1602	638	283	153	10	1	6
TAppEncTop::xInitLibCfg	6421	4833	4793	65	587	600	65	68	301
std::string::append	6364	2158	1701	25	137	10	6	0	0
std::string::_Rep::_M_clone	6335	2420	2236	8	24	71	2	0	0
TEncTop::xInitRPS	6333	2244	3155	22	134	17	22	0	0
std::basic_streambuf<char,	5952	2176	1600	66	219	128	3	0	0
/build/buildd/eglibc-2.19/elf/dl-version.c:_dl_check_map_versions	5935	2206	1027	14	150	81	14	49	66
0x0004672a	5886	1731	1387	2	24	1	0	0	0
TComRdCost::calcRdCost	5876	2034	1243	359	306	10	5	1	0
0x00079e30	5871	2214	647	69	102	0	4	0	0
std::string::assign	5816	1851	1078	52	104	3	4	0	0
std::istream::operator>>	5720	1948	2301	10	56	107	4	0	6
TEncSearch::xModeBitsIntra	5670	3045	2205	12	698	0	4	36	0
TEncSbac::codeTransformSkipFlags	5550	3185	705	179	131	24	4	2	2
std::basic_stringbuf<char,	5520	1937	1637	76	66	61	4	0	0
df::program_options_lite::Option<GOPEntry>::setDefault	5504	4416	4224	1	531	512	1	0	83
df::program_options_lite::scanFile	5486	1761	1476	20	334	0	7	0	0
TComTrQuant::rdpcmNxN	5412	2508	1584	383	216	264	4	0	10
df::program_options_lite::Option<bool>::~Option	5391	1426	1416	4	207	3	4	7	0
std::basic_stringbuf<char,	5388	2054	1414	75	292	0	8	0	0
df::program_options_lite::OptionSpecific&	5375	1625	2375	3	136	16	3	0	0
std::ostream&	5340	2189	1648	14	142	1	10	0	0
TEncSbac::xCopyContextsFrom	5280	2112	2112	42	423	190	2	14	11
TEncSampleAdaptiveOffset::createEncData	5136	1508	1807	12	22	126	12	0	98
/build/buildd/eglibc-2.19/elf/dl-cache.c:_dl_cache_libcmp	5063	900	369	5	44	4	5	38	0
TEncSbac::estSignificantCoeffGroupMapBit	5016	2508	1320	251	161	132	2	1	1
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../mempcpy.S:__GI_mempcpy	4924	2024	864	6	8	27	6	2	11
TComDataCU::initSubCU	4904	2112	2092	32	100	68	16	26	64

RESULTS	Ir	Dr	Dw	I1mr	D1mr	D1mw	ILmr	DLmr	DLmw
Entropy	1536133	372564	243790	9431	22989	10839	172	202	5105
Filter	0	0	0	0	0	0	0	0	0
InvQuant	843490	320880	41762	769	3627	4423	12	0	0
Quant	5726916	2328187	1020837	10891	120402	116899	166	202	1853
InvTransf	3836130	2070013	322921	4804	28297	16148	125	52	26
Transf	5060828	2126217	532221	9526	72575	52184	333	146	25550
Pre/Pos	184723	77185	62868	1594	1895	5658	72	68	353
Inter/Intra	10799867	3892645	2285787	11638	58658	49043	268	200	3354
Intra	3721228	1256822	529401	6033	28931	36076	134	144	2537
Inter	59226	408	18226	9	57	1147	3	7	472
Inter/Intra	7019413	2635415	1738160	5596	29670	11820	131	49	345
PROGRAM TOTALS	42760917	14868208	7526822	73393	658195	708988	7127	129045	371506
