BasketballDrill__QP_32_nF_32_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Ir	Dr	Dw	I1mr	D1mr	D1mw	ILmr	DLmr	DLmw
/build/buildd/eglibc-2.19/elf/dl-lookup.c:check_match.9376	81480	33402	14751	52	1168	590	10	121	47
__dynamic_cast	77787	28944	28944	21	1175	976	3	0	0
/build/buildd/eglibc-2.19/elf/dl-addr.c:_dl_addr	68479	27239	4330	12	1785	18	11	1343	0
/build/buildd/eglibc-2.19/elf/do-rel.h:_dl_relocate_object	61350	28677	11812	12	2543	97	12	1314	0
TAppEncCfg::parseCfg	54581	25430	35026	1397	3295	2520	1080	1	631
operator	52173	16054	16054	11	281	31	2	0	0
std::string::find_first_not_of	50868	18095	16770	7	43	1	2	0	0
std::istream::sentry::sentry	50477	20863	9102	7	1059	155	4	5	0
std::_Rb_tree<std::string,	48478	16951	15541	229	2200	423	17	0	0
std::string::_Rep::_S_create	47737	10748	12539	5	86	638	2	0	336
std::basic_string<char,	43468	15228	7564	8	1044	149	3	1	25
__cxxabiv1::__si_class_type_info::__do_dyncast	41276	18210	9712	142	4	150	3	0	0
TComPicYuv::create	40297	2756	7247	23	62	800	21	1	765
std::basic_streambuf<char,	39791	14102	11220	4	441	379	3	1	1
std::basic_filebuf<char,	39364	16322	9602	8	919	0	7	3	0
TComDataCU::create	37405	9526	19633	25	5154	1982	14	3	0
__cxxabiv1::__vmi_class_type_info::__do_dyncast	33919	14877	7142	127	228	235	7	1	0
SAOOffset::reset	33072	1872	22464	2	14	1379	2	0	1364
operator	32571	11844	11844	11	255	654	3	2	0
std::string::_M_mutate	31863	11592	8256	15	167	55	7	0	0
std::istream::read	31680	13440	12480	4	513	588	3	0	3
char*	31058	8385	11161	221	93	32	8	0	0
/build/buildd/eglibc-2.19/libio/fileops.c:_IO_file_xsputn@@GLIBC_2.1	30902	7411	3682	19	17	10	7	10	2
std::string::find_first_of	25160	8532	7402	16	0	0	3	0	0
std::locale::id::_M_id	24916	10321	6215	6	381	0	2	4	0
char*	24714	6485	9014	9	51	42	3	0	0
/build/buildd/eglibc-2.19/stdio-common/vfprintf.c:vfprintf	24592	8316	6032	122	62	16	72	15	6
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/strlen-sse2-bsf.S:__strlen_sse2_bsf	23857	4719	1334	137	884	0	10	757	0
std::_Rb_tree_insert_and_rebalance	23784	8888	5284	10	755	339	6	0	0
std::istreambuf_iterator<char,	23140	6244	5859	207	240	9	27	0	0
df::program_options_lite::Options::~Options	21142	8163	5051	11	2034	23	11	20	0
std::string::_Rep::_M_destroy	19529	7102	7102	9	221	20	3	0	0
/build/buildd/eglibc-2.19/elf/dl-misc.c:_dl_name_match_p	18900	4716	5928	11	427	80	2	4	7
std::basic_string<char,	18568	6008	5462	85	142	25	4	0	0
df::program_options_lite::scanLine	18413	5126	7104	75	592	0	16	0	0
/build/buildd/eglibc-2.19/elf/dl-runtime.c:_dl_fixup	17820	6732	3366	25	1657	55	5	171	2
std::locale::locale	17429	5409	5409	16	18	433	4	0	0
std::_Rb_tree<std::string,	17196	4878	4101	79	1192	12	4	42	0
std::basic_string<char,	17116	5268	7242	13	107	189	3	0	71
std::_Rb_tree<std::string,	17092	5413	3659	23	1517	4	23	7	0
ContextModel3DBuffer::ContextModel3DBuffer	16926	9672	7254	4	55	677	2	0	570
std::string::_Rep::_M_dispose	16062	5534	3904	11	578	3	3	4	0
std::string::find_last_not_of	13671	3605	4072	2	1	0	1	0	0
TAppEncCfg::xCheckParameter	13487	5344	2492	171	76	83	169	1	1
/build/buildd/eglibc-2.19/string/../sysdeps/i386/strchrnul.S:strchrnul	12968	1457	173	12	79	0	12	77	0
std::string::find	12632	3951	3158	74	214	24	3	0	0
/build/buildd/eglibc-2.19/math/../sysdeps/i386/fpu/e_pow.S:__pow_finite	12374	1422	286	7	120	0	7	4	0
TComDataCU::TComDataCU	12208	224	9408	25	6	1153	13	0	1148
std::basic_istream<char,	12148	4308	3295	69	200	0	14	2	0
std::basic_ios<char,	11824	3552	5617	174	276	5	5	0	0
std::locale::~locale	11720	4102	2344	7	235	63	1	0	0
/build/buildd/eglibc-2.19/elf/../sysdeps/i386/dl-tlsdesc.S:0x000187a8	10942	10942	0	8	0	0	2	0	0
copyPlane	10863	4899	3888	8	607	0	8	4	0
/build/buildd/eglibc-2.19/libio/fileops.c:_IO_file_overflow@@GLIBC_2.1	10796	3213	2073	23	3	15	10	1	0
std::ios_base::ios_base	10792	912	4864	66	101	246	3	0	33
std::string::_M_leak_hard	10573	3863	3539	20	306	10	3	0	0
std::__detail::_List_node_base::_M_hook	10134	5630	4504	3	643	111	1	2	0
bool	9739	3837	2952	13	485	4	3	0	0
bool	9735	3835	2950	24	171	4	2	0	0
bool	9735	3835	2950	20	162	4	2	0	0
initZscanToRaster	9459	3453	3591	2	0	36	2	0	32
std::basic_ios<char,	8858	2364	4429	143	375	136	4	0	0
/build/buildd/eglibc-2.19/wcsmbs/btowc.c:btowc	8704	2688	1920	3	5	0	3	0	0
std::ctype<char>	8700	3600	2700	19	141	4	2	0	0
std::num_get<char,	8555	3540	2655	14	134	4	1	0	0
std::num_put<char,	8555	3540	2655	12	135	4	3	0	0
0x0005d090	8415	2404	1203	4	183	1	1	1	0
/build/buildd/eglibc-2.19/libio/putc.c:putc	8323	3248	2233	8	5	1	4	3	1
std::ostreambuf_iterator<char,	8177	2718	2388	188	406	317	10	0	0
std::ios_base::_M_init	8081	2396	4190	87	102	13	4	0	0
std::locale::operator=	8073	3289	2392	20	20	0	3	0	0
std::locale::_Impl::_M_install_facet	7620	2858	282	8	19	4	8	0	0
df::program_options_lite::Option<int>::~Option	7577	1991	1988	3	508	4	3	16	0
std::_Rb_tree_decrement	7481	2919	0	6	174	0	4	0	0
__x86.get_pc_thunk.bx	7108	7108	0	3	0	0	1	0	0
TEncTop::TEncTop	6891	7	4162	22	2	536	22	0	527
TAppEncCfg::TAppEncCfg	6807	7	4101	16	2	525	16	0	525
std::basic_ostream<char,	6684	2952	1606	90	108	67	13	0	0
std::string::reserve	6517	2420	1863	46	151	66	4	0	0
TAppEncTop::xInitLibCfg	6421	4833	4793	65	587	600	65	0	51
std::string::append	6364	2158	1701	25	23	7	6	0	0
std::string::_Rep::_M_clone	6335	2420	2236	8	19	3	2	0	0
TEncTop::xInitRPS	6333	2244	3155	22	141	25	22	2	0
std::basic_streambuf<char,	5952	2176	1600	66	219	128	3	0	0
/build/buildd/eglibc-2.19/elf/dl-version.c:_dl_check_map_versions	5935	2206	1027	14	145	81	14	49	66
0x0004672a	5886	1731	1387	2	23	0	0	0	0
0x00079e30	5871	2214	647	69	12	0	4	0	0
std::string::assign	5816	1851	1078	52	47	3	4	0	0
std::istream::operator>>	5720	1948	2301	10	118	28	4	0	0
std::basic_stringbuf<char,	5520	1937	1637	76	80	4	4	0	0
df::program_options_lite::Option<GOPEntry>::setDefault	5504	4416	4224	1	531	512	1	0	0
df::program_options_lite::scanFile	5486	1761	1476	20	891	0	7	0	0
df::program_options_lite::Option<bool>::~Option	5391	1426	1416	4	381	7	4	7	0
std::basic_stringbuf<char,	5388	2054	1414	75	172	0	8	0	0
df::program_options_lite::OptionSpecific&	5375	1625	2375	3	72	4	3	0	0
std::ostream&	5340	2189	1648	14	115	1	10	0	0
TEncSampleAdaptiveOffset::createEncData	5136	1508	1807	12	441	135	12	0	98
/build/buildd/eglibc-2.19/elf/dl-cache.c:_dl_cache_libcmp	5063	900	369	5	41	11	5	38	0
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../mempcpy.S:__GI_mempcpy	4924	2024	864	6	3	30	6	2	11
std::basic_filebuf<char,	4896	1657	1503	32	319	223	8	0	0
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/strcmp-ssse3.S:__strcmp_ssse3	4760	2975	0	102	228	0	2	1	0
TComSlice::initEqualRef	4738	150	1170	11	0	32	11	0	32
TComPicSym::create	4516	1176	1917	11	532	200	11	4	30
TComTrQuant::initScalingList	4516	1070	1335	4	18	82	4	1	55
/build/buildd/eglibc-2.19/math/w_pow.c:pow	4433	1001	1430	3	0	160	3	0	0
df::program_options_lite::storePair	4408	1444	988	50	332	2	3	0	0
TComYuv::create	4389	1026	1083	3	34	37	3	0	0
/build/buildd/eglibc-2.19/elf/dl-version.c:match_symbol	4299	1734	390	5	152	1	5	79	0
std::ostream::sentry::sentry	4266	1738	1106	6	139	1	4	0	0
/build/buildd/eglibc-2.19/libio/genops.c:__overflow	4108	1945	1297	8	15	4	2	3	0
df::program_options_lite::Option<int>::parse	4108	1217	2054	59	292	77	11	0	0
std::ios_base::~ios_base	3956	1273	1555	83	211	1	4	0	0
df::program_options_lite::Option<bool>::parse	3956	1172	1978	117	256	79	12	0	0
/build/buildd/eglibc-2.19/debug/printf_chk.c:__printf_chk	3800	1520	1064	3	6	0	3	0	0
/build/buildd/eglibc-2.19/stdlib/cxa_atexit.c:__new_exitfn	3517	732	739	5	25	35	5	1	2
0x000614d0	3499	1474	1170	2	22	14	1	0	0
0x000794c0	3475	1529	973	3	245	9	1	0	0
/build/buildd/eglibc-2.19/stdlib/strtod_l.c:____strtod_l_internal	3386	893	708	171	55	43	67	7	6
0x00079dd0	3312	1380	276	2	0	0	1	0	0
std::num_get<char,	3268	1346	1346	5	12	0	3	0	0
__gnu_cxx::stdio_sync_filebuf<char,	3252	1220	1017	4	5	0	2	0	0
std::ctype<wchar_t>::_M_initialize_ctype	3188	414	1231	9	17	66	9	0	38
/build/buildd/eglibc-2.19/elf/dl-load.c:_dl_map_object_from_fd	3160	1058	590	35	106	49	35	7	20
SAOOffset::SAOOffset	3120	936	1248	1	5	0	1	0	0
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../../i586/strlen.S:__GI_strlen	3056	502	0	29	29	0	9	11	0
TComReferencePictureSet::sortDeltaPOC	3052	283	1733	8	0	0	8	0	0
TComReferencePictureSet::TComReferencePictureSet	3016	130	1716	10	1	138	8	0	129
/build/buildd/eglibc-2.19/elf/dl-deps.c:_dl_map_object_deps	2935	657	413	28	80	32	28	0	5
df::program_options_lite::Option<GOPEntry>::~Option	2880	832	768	4	140	0	4	0	0
/build/buildd/eglibc-2.19/libio/fileops.c:new_do_write	2856	1020	884	13	9	3	4	0	0
/build/buildd/eglibc-2.19/stdio-common/_itoa.c:_itoa_word	2856	756	460	4	3	1	2	1	0
0x00061520	2807	1178	941	3	33	12	2	0	0
df::program_options_lite::setDefaults	2772	1730	692	1	923	17	1	13	0
std::ios_base::_M_dispose_callbacks	2679	1128	846	2	1	0	2	0	0
0x00077dd0	2661	745	331	53	65	0	2	0	0
/build/buildd/eglibc-2.19/stdlib/getenv.c:getenv	2622	870	84	4	169	0	4	0	0
std::ios_base::_M_call_callbacks	2538	1128	705	2	69	2	2	0	0
df::program_options_lite::OptionSpecific&	2508	627	1140	3	55	6	3	0	0
/build/buildd/eglibc-2.19/misc/sbrk.c:sbrk	2506	729	531	7	113	68	5	4	2
TComTrQuant::setFlatScalingList	2503	417	1534	3	89	54	3	0	0
SAOBlkParam::SAOBlkParam	2496	624	1352	2	5	0	2	0	0
/build/buildd/eglibc-2.19/libio/fileops.c:_IO_file_write@@GLIBC_2.1	2448	884	476	8	0	3	3	0	0
/build/buildd/eglibc-2.19/wcsmbs/wctob.c:wctob	2432	768	640	2	0	0	2	0	0
std::string::find	2416	446	223	5	13	0	5	1	0
std::basic_ios<char,	2340	936	468	5	12	0	2	0	0
initRasterToPelXY	2336	296	339	5	1	34	4	0	34
/build/buildd/eglibc-2.19/elf/dl-hwcaps.c:_dl_important_hwcaps	2317	477	335	22	0	7	22	0	6
std::__basic_file<char>::xsgetn	2299	794	873	12	157	73	4	0	0
/build/buildd/eglibc-2.19/elf/dl-load.c:_dl_map_object	2295	595	437	24	123	19	24	1	5
/build/buildd/eglibc-2.19/elf/../sysdeps/i386/dl-trampoline.S:_dl_runtime_resolve	2178	1188	990	22	14	1	4	0	0
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../../i586/strchr.S:index	2084	240	80	7	9	3	7	8	1
std::num_put<char,	2074	830	830	6	9	0	3	0	0
/build/buildd/eglibc-2.19/libio/libioP.h:putc	2030	609	609	0	0	0	0	0	0
std::istreambuf_iterator<char,	1993	520	500	83	34	3	27	0	0
SAOBlkParam::reset	1872	416	936	1	5	0	1	0	0
