BasketballDrill__QP_32_nF_8_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Ir	Dr	Dw	I1mr	D1mr	D1mw	ILmr	DLmr	DLmw
TEncSearch::xLoadIntraResultQT	1,326,049	489,101	261,776	28,213	29,739	4,501	17	9	81
TComYuv::copyPartToPartComponent	1,297,609	484,341	264,796	19,074	31,885	1,793	12	16	0
partialButterfly4	1,252,020	577,500	221,760	2,954	7,760	15,414	7	1	12
fastInverseDst	1,199,700	594,518	154,628	7,771	3,181	11,347	9	1	0
TComPrediction::filteringIntraReferenceSamples	1,183,250	291,718	77,667	23,996	30,633	4,342	4	2	2
TComDataCU::getPUAboveRightAdi	1,134,466	556,662	238,396	16,774	59,857	10,997	13	21	1
TComTU::TComTU	1,063,442	367,773	327,873	8,002	13,528	14,192	11	2	22
TEncSearch::xUpdateCandList	1,049,432	279,720	141,828	1,699	31,182	260	3	1	0
TEncBinCABAC::copyState	1,033,296	559,702	430,540	3,561	134,525	38,727	2	1	27
TComDataCU::getPUBelowLeftAdi	1,025,174	522,320	229,353	12,145	48,715	10,003	19	22	0
TEncSearch::xModeBitsIntra	948,780	509,530	368,970	1,965	97,038	4,935	4	2	0
TComRdCost::xGetSSE8	889,480	375,920	321,160	10,167	7,753	2,124	7	39	0
TComDataCU::getCoefScanIdx	835,299	304,179	97,818	36,485	31,336	5,914	7	2	7
TEncSbac::codeQtCbf	828,300	342,364	209,836	40,572	24,955	10,008	6	30	1
TEncSbac::xCopyContextsFrom	764,520	305,808	305,808	1,642	51,750	27,069	2	21	14
TComTrQuant::xTransformSkip	760,980	210,999	152,196	24,197	6,918	11,989	7	0	0
isLeftAvailable	677,010	253,459	199,054	19,548	11,345	505	3	25	0
TEncSbac::codeLastSignificantXY	662,251	260,956	148,636	21,901	19,180	444	15	2	0
TComRdCost::getDistPart	654,306	207,978	381,858	35,632	3,016	7,273	6	0	0
TComTrQuant::calcPatternSigCtx	653,815	264,712	30,509	481	1,282	0	3	0	0
TComTrQuant::xQuant	647,790	294,450	212,004	10,871	7,598	36,735	4	0	10
TComDataCU::initEstData	610,704	283,300	261,292	2,423	5,361	16,256	11	6	18
TComRdCost::xGetSSE32	608,520	267,102	258,258	1,449	8,286	641	22	93	0
TEncSbac::estBit	600,678	188,448	376,896	6,154	11,778	12,137	4	0	0
isAboveAvailable	585,953	196,710	203,853	26,567	5,742	3,898	4	4	1
/build/buildd/eglibc-2.19/elf/dl-lookup.c:_dl_lookup_symbol_x	583,629	105,488	42,262	61	8,208	1,805	16	2,135	18
isBelowLeftAvailable	582,819	223,173	180,578	21,794	11,518	994	3	0	0
TEncSearch::xRecurIntraChromaCodingQT	580,446	209,447	205,340	21,888	21,607	4,796	30	3	6
TEncSbac::loadIntraDirMode	579,810	281,120	193,270	1,160	81,504	420	3	7	0
TEncSearch::xEncSubdivCbfQT	576,078	235,205	172,365	37,931	23,437	477	15	30	0
QpParam::QpParam	571,083	246,102	179,460	26,328	39,071	0	6	1	0
TComRdCost::xGetSSE16	566,812	245,708	228,628	2,646	5,894	572	11	33	0
TEncSbac::xCopyFrom	560,648	254,840	254,840	3,753	60,674	3,861	2	42	2
isAboveRightAvailable	551,049	196,710	184,092	31,899	8,132	370	5	0	0
TComDataCU::getQuadtreeTULog2MinSizeInCU	545,912	232,222	78,848	21,184	26,096	182	4	1	0
TEncSearch::xEncCoeffQT	524,978	249,186	160,892	30,138	18,077	254	7	3	0
xTrMxN	518,587	154,483	132,990	36,105	16,151	22,168	17	3	10
TEncSearch::xGetIntraBitsQT	488,540	220,720	240,435	18,290	29,077	4,915	6	0	0
TComTrQuant::rdpcmNxN	482,898	223,782	141,336	19,114	14,855	23,204	4	1	14
TEncBinCABACCounter::encodeBinsEP	470,052	170,928	128,196	4,327	205	8	0	0	0
TComTrQuant::setErrScaleCoeff	452,304	53,568	50,688	5	5,635	12,459	5	28	12,307
TComCUMvField::create	450,848	2,912	112,608	9	326	13,583	5	0	13,318
/build/buildd/eglibc-2.19/malloc/malloc.c:malloc	449,504	128,467	64,236	17	3,986	1,315	10	19	8
TEncSbac::estSignificantCoeffGroupMapBit	447,564	223,782	117,780	16,939	12,851	11,778	2	1	1
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memcpy-ssse3.S:__memcpy_chk_ssse3	443,140	109,396	83,436	0	12,078	29,051	0	0	0
TEncSbac::xWriteCoefRemainExGolomb	438,536	177,966	114,240	3,074	1,069	980	6	0	0
TComDataCU::getPUAboveLeft	428,037	189,406	94,897	28,776	31,197	9,139	11	1	6
TEncSearch::xRecurIntraChromaCodingQT	426,927	152,575	157,713	16,554	22,162	9,057	15	3	7
/build/buildd/eglibc-2.19/elf/dl-lookup.c:do_lookup_x	412,468	159,192	66,970	140	18,044	1,576	39	1,161	33
TEncSearch::xStoreIntraResultQT	401,244	193,704	107,229	12,399	17,303	0	7	0	0
TEncBinCABACCounter::getNumWrittenBits	401,024	225,576	100,256	6,030	9,443	1,670	1	0	0
TComTU::getGolombRiceStatisticsIndex	391,523	211,939	32,606	24,289	7,969	0	2	0	0
TComRdCost::calcRdCost	389,636	134,874	82,423	12,617	19,722	63	5	1	0
QpParam::QpParam	359,238	93,606	70,668	17,555	5,961	0	3	1	0
TEncSbac::resetBits	350,896	225,576	125,320	3,176	53,520	539	1	2	1
TEncSearch::xRecurIntraCodingQT	350,858	127,494	102,538	15,266	15,657	6,593	35	3	26
TComPrediction::UseDPCMForFirstPassIntraEstimation	333,830	210,840	35,140	762	23,213	0	2	3	0
TEncSearch::xEncIntraHeader	333,436	130,419	85,624	37,398	18,847	1,398	11	16	1
TComCUMvField::clearMvField	330,516	20,400	101,828	660	2,055	5,788	3	10	644
initROM	329,111	79,859	35,725	19	181	2,998	19	0	33
partialButterflyInverse4	322,000	166,520	47,840	3,402	460	2,760	8	1	6
TEncEntropy::encodeCoeffNxN	320,916	173,666	92,218	16,033	8,096	15,732	4	1	3
TEncEntropy::encodeIntraDirModeLuma	319,928	182,816	114,260	2,284	6,999	2,783	1	1	0
TComDataCU::setTransformSkipSubParts	316,400	164,528	88,592	10,528	28,487	929	14	4	1
TEncSearch::xEncSubdivCbfQT	314,638	130,133	69,276	1,040	2,373	915	0	0	3
/build/buildd/eglibc-2.19/malloc/malloc.c:_int_free	313,763	70,839	46,987	699	2,111	409	65	28	1
TEncBinCABAC::resetBits	300,768	75,192	175,448	2,415	3,200	0	1	0	0
TEncSearch::xEncCoeffQT	295,652	153,214	73,958	1,507	5,907	356	0	3	0
TComTrQuant::invTransformNxN	294,155	142,445	110,185	18,342	6,277	7,714	10	0	0
TEncEntropy::estimateBit	282,672	129,558	94,224	401	22,739	2,402	2	1	0
TComTrQuant::xsetFlatScalingList	249,696	2,016	98,640	2	313	12,367	2	44	12,321
TComTrQuant::getSigCoeffGroupCtxInc	235,976	78,952	17,484	186	237	0	3	0	0
TComDataCU::setTrIdxSubParts	220,728	110,364	64,379	18,175	12,113	0	2	38	0
TComDataCU::setExplicitRdpcmModePartRange	212,004	106,002	70,668	12,438	11,412	10,994	2	0	6
TComDataCU::setCbfPartRange	212,004	106,002	70,668	6,032	21,109	9,219	2	14	0
TComTU::GetEquivalentLog2TrSize	208,472	94,760	18,952	6,894	1,767	0	1	0	0
TComPrediction::predIntraGetPredValDC	207,700	57,816	10,848	3,789	1,198	3,209	4	0	18
xITrMxN	203,680	54,882	62,239	26,965	1,119	8,984	20	0	2
isAboveLeftAvailable	202,883	70,568	70,568	20,821	9,241	11,115	3	0	4
TEncSbac::getNumberOfWrittenBits	200,512	125,320	50,128	0	1,702	730	0	0	0
TComRdCost::setDistParam	200,226	106,002	70,668	11,742	15,313	0	1	2	0
TComTU::useDST	197,529	120,122	23,128	1,964	2,204	0	1	0	0
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memcmp-ssse3.S:__memcmp_ssse3	194,769	42,625	4,955	181	965	0	31	1	0
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memchr-sse2-bsf.S:__memchr_sse2_bsf	185,688	38,867	5,230	89	473	3	19	254	0
/build/buildd/eglibc-2.19/elf/../sysdeps/i386/dl-machine.h:_dl_relocate_object	181,571	48,986	23,345	24	4,578	1,843	24	1,651	882
TEncSbac::codeTransformSkipFlags	179,450	101,350	29,025	9,285	6,410	2,786	4	2	2
TEncSbac::load	178,476	59,492	74,365	724	468	8	2	0	0
TComPrediction::xDCPredFiltering	178,365	60,621	19,384	3,971	146	0	4	0	0
TEncSearch::estIntraPredChromaQT	174,630	76,278	72,039	7,417	16,151	3,300	26	2	5
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../strcmp.S:strcmp	169,872	54,575	0	21	1,205	0	4	189	0
TComYuv::copyToPicComponent	163,132	67,340	43,027	2,496	3,815	740	8	54	2
/build/buildd/eglibc-2.19/malloc/malloc.c:malloc_consolidate	158,848	52,570	39,243	25	10,169	358	17	34	0
TComDataCU::setIntraDirSubParts	157,725	82,017	44,163	8,193	12,436	4,026	2	1	0
df::program_options_lite::Options::addOption	146,684	45,001	44,151	173	4,572	356	29	2	0
operator	144,424	43,328	43,328	6	499	406	3	5	2
TComDataCU::initSubCU	143,776	54,624	61,016	1,984	3,494	1,579	16	48	92
TEncEntropy::encodeQtCbf	137,228	78,416	49,010	3,911	2,561	361	1	0	0
TComDataCU::getCtxQtCbf	130,539	63,976	0	13,317	203	0	1	0	0
TEncEntropy::xEncodeTransform	128,150	52,986	26,047	915	4,885	840	14	0	0
TEncSbac::store	127,332	42,444	53,055	358	1,508	2,166	0	0	2
TComYuv::copyToPartComponent	120,818	43,100	30,032	837	1,453	651	9	9	0
TEncSbac::TEncSbac	112,788	1,404	48,750	58	3	5,071	29	0	5,024
TComDataCU::setTransformSkipPartRange	100,440	50,220	33,480	1,240	2,448	0	1	0	0
TComDataCU::setCrossComponentPredictionAlphaPartRange	100,440	50,220	33,480	352	2,758	20	1	0	0
TComTrQuant::invRdpcmNxN	93,960	48,720	20,880	9,798	10,809	3,471	3	0	0
TEncSbac::codePartSize	91,728	46,195	21,185	7,273	7,137	665	4	1	2
TComDataCU::setCbfSubParts	91,325	47,489	25,571	3,008	2,443	0	1	0	0
/build/buildd/eglibc-2.19/malloc/malloc.c:free	88,330	20,075	12,045	7	1,396	16	7	15	0
TEncBinCABAC::getTEncBinCABAC	86,108	86,108	0	55	0	0	1	0	0
TComDataCU::CUIsFromSameSliceAndTile	83,920	45,593	13,670	2,826	1,135	0	3	5	0
0x00046e40	83,274	83,274	0	2	0	0	2	0	0
/build/buildd/eglibc-2.19/elf/dl-lookup.c:check_match.9376	81,664	33,477	14,787	54	1,216	456	13	142	62
TEncSearch::xSetIntraResultQT	75,496	34,512	23,960	4,858	5,754	2,151	5	1	0
TComBitCounter::getNumberOfWrittenBits	75,192	75,192	0	0	0	0	0	0	0
TComBitCounter::resetBits	75,192	50,128	25,064	6,573	0	0	1	0	0
__dynamic_cast	74,169	27,135	30,753	292	1,432	872	4	0	0
TEncSearch::xSetIntraResultChromaQT	71,993	32,635	23,161	1,141	2,142	322	7	0	0

RESULTS	Ir	Dr	Dw	I1mr	D1mr	D1mw	ILmr	DLmr	DLmw
Entropy	32405688	12051606	8093589	495455	994623	373614	207	195	5143
Filter	0	0	0	0	0	0	0	0	0
InvQuant	5308084	2009217	299784	23971	22064	26563	12	0	0
Quant	57535321	21860583	12241259	403173	1170606	1187641	179	240	1957
InvTransf	17536414	9116312	1773042	78127	132064	109533	136	53	15
Transf	38299700	16172948	7062786	614924	786699	378330	472	371	25680
Pre/Pos	4725091	1853985	1345814	86511	115306	63347	84	144	349
Inter/Intra	102799158	36550946	21345421	737911	1174079	698173	354	1753	6122
Intra	51164794	17730864	9315963	433254	879357	465259	185	586	4741
Inter	664346	231240	136968	1422	25268	5788	5	13	644
Inter/Intra	50970018	18588842	11892490	303235	269454	227126	164	1154	737
PROGRAM TOTALS	326,402,713	125,421,262	66,480,602	3,130,738	6,529,075	5,027,479	7,636	122,230	369,372
