BasketballPass__QP_32_nF_3_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Ir	Dr	Dw	I1mr	D1mr	D1mw	ILmr	DLmr	DLmw
TComCUMvField::setAllMvd	6554972	2047000	1230450	67171	108353	75209	514	2	7
TComRdCost::xGetSAD	6528896	1805536	42720	1782	84367	1720	39	0	0
TEncSearch::xEncSubdivCbfQT	6220248	2561466	1397968	18200	83006	22455	2	0	13
TEncSearch::xEncIntraHeader	6194113	2414276	1593982	682726	382139	92548	81	178	7
TEncSearch::xRecurIntraCodingQT	6178363	2258359	1819005	265306	289265	131120	204	105	447
TEncSbac::codeTransformSkipFlags	6120372	3454148	999570	214653	294756	92216	28	23	59
TComPrediction::xCheckIdenticalMotion	6007400	3550938	458526	92205	522744	0	156	739	0
TComDataCU::getPUAboveRight	5950118	2936156	1084288	168512	412585	34325	456	6747	0
TEncSearch::xEncCoeffQT	5918170	3052928	1511628	28197	149065	7797	0	2	0
TComPrediction::UseDPCMForFirstPassIntraEstimation	5750255	3631740	605290	13187	490676	0	13	4	0
TEncEntropy::encodeIntraDirModeLuma	5638290	3221880	2013675	43508	91062	3311	5	10	4

RESULTS	Ir	Dr	Dw	I1mr	D1mr	D1mw	ILmr	DLmr	DLmw
Entropy	1467130848	566497041	370422155	13237013	44625505	17638925	6218	112375	201245
Filter	0	0	0	0	0	0	0	0	0
InvQuant	140486293	53183010	7950845	567628	511300	814264	51	1827	61742
Quant	3628464468	1368402759	809240688	11476500	78126771	81758254	2040	1782994	564883
InvTransf	472761344	248583520	45428597	1286973	3690219	2665826	1360	9162	13070
Transf	2518640693	1081935923	470367060	20394975	63792574	28806995	16859	100926	274943
Pre/Pos	497681703	173219127	99902969	2935185	7328399	3971002	8273	11186	11702
Inter/Intra	14530651601	5996221690	2032748919	24695370	116423857	52621520	51064	269627	98903
Intra	905671847	314143328	164371520	7816196	16364511	8119460	1803	14283	33485
Inter	5979513742	3008853443	459042035	10028218	59034164	32946739	43635	191235	62849
Inter/Intra	7645466012	2673224919	1409335364	6850956	41025182	11555321	5626	64109	2569
PROGRAM TOTALS	27024455363	10881982010	4776733477	100280776	452431193	376045654	144323	2993905	4147955
