BasketballPass__QP_32_nF_2_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memset-sse2.S:__memset_chk_sse2	1854904	391578	541792	14673	9822	244174	2	0	2226	1840229	381756	295392	9.63567425583 %	0.79103824241 %	27.212788069 %	0.0799060637513 %	0.000107822291612 %	0.238490630725 %
TEncSbac::estLastSignificantPositionBit	1766242	705147	290881	30018	24833	11712	11	1	5	1736213	680313	279164	2.40972099034 %	1.69954060655 %	3.66907356018 %	0.000615435855293 %	0.000622791214341 %	0.00060239270382 %
TEncEntropy::countNonZeroCoeffs	1706468	199236	5416	1593	16270	0	1	0	0	1704874	182966	5416	0.934687513081 %	0.0933507103561 %	7.9500811133 %	5.23253380217e-05 %	5.86005714728e-05 %	0.0 %
TComPrediction::predIntraAng	1469287	595830	391092	14534	38841	3248	12	0	0	1454741	556989	387844	2.30530056685 %	0.989187272466 %	4.26467339871 %	0.000488557773382 %	0.000816722668886 %	0.0 %
__x86.get_pc_thunk.bx	1437918	1437918	0	3	0	0	1	0	0	1437914	1437918	0	0 %	0 %	0 %	0 %	0 %	0 %
TComTrQuant::xT	1405293	343773	279687	23224	34604	37781	6	0	297	1382063	309169	241609	4.71269789866 %	1.65260910002 %	11.6102075514 %	0.0149352829053 %	0.00042695722529 %	0.0476373785006 %
TComDataCU::getIntraDirPredictor	1360235	445703	358676	28875	48407	1031	13	121	3	1331347	397175	357642	3.6178736717 %	2.12279495822 %	6.14610774274 %	0.00632907298946 %	0.000955717210629 %	0.0154156187568 %
TComPrediction::initAdiPatternChType	1341622	515129	383753	36156	44565	21663	28	2	246	1305438	470562	361844	4.56968610634 %	2.69494686283 %	7.36781913533 %	0.0123186568736 %	0.00208702600285 %	0.0275898282533 %
TComPrediction::xPredIntraPlanar	1214766	546108	210228	9050	3606	14673	10	0	493	1205706	542502	195062	1.38648329716 %	0.744999448453 %	2.41678301707 %	0.0255187199851 %	0.000823203810446 %	0.065182670136 %
TEncSbac::estSignificantMapBit	1210547	448217	213788	26046	45376	27145	8	5	11	1184493	402836	186632	5.2637790566 %	2.15158932284 %	10.954751097 %	0.00128167335273 %	0.000660858273161 %	0.00241690017447 %
TEncSearch::estIntraPredQT	1159132	402219	557542	26886	55412	18924	82	20	15	1132164	346787	538603	4.77711710785 %	2.31949424224 %	7.74526158075 %	0.00552175121632 %	0.0070742590145 %	0.00364674121995 %
TEncSearch::xRecurIntraCodingQT	1087524	441569	348428	65063	61363	19565	56	1	17	1022405	380205	328846	7.77573193589 %	5.98267256631 %	10.2440895345 %	0.00394136736686 %	0.00514931164738 %	0.00227848966515 %
TVideoIOYuv::read	1071438	161928	152569	33	1222	10236	32	4	9720	1071373	160702	132613	0.829115362553 %	0.00307997289624 %	3.64327799629 %	0.703929116445 %	0.00298664038423 %	3.09192138558 %
TComRdCost::xGetHADs	1023540	401030	305760	1598	10382	222	9	0	0	1021933	390648	305538	0.705183404322 %	0.156124821697 %	1.50030419219 %	0.000520131997943 %	0.000879301248608 %	0.0 %
TComDataCU::getPUAbove	978167	467168	222897	16605	13643	2807	6	2	3	961556	453523	220087	1.98143903246 %	1.69756289059 %	2.383833407 %	0.000659380709638 %	0.000613392191722 %	0.000724569424619 %
/build/buildd/eglibc-2.19/malloc/malloc.c:_int_malloc	970879	184495	189395	572	4355	12609	153	14	5120	970154	180126	171666	1.30401578264 %	0.0589156836228 %	4.53716333681 %	0.393153024795 %	0.0157589153746 %	1.37313113483 %
TComRdCost::xGetSSE4	964953	372438	214434	20332	18406	5556	5	137	0	944616	353895	208878	2.85431669164 %	2.10704562813 %	4.08300276721 %	0.00915051632755 %	0.000518159951832 %	0.0233441022915 %
TEncSbac::estCBFBit	926380	430105	218361	41008	72079	19828	9	6	4	885363	358020	198529	8.43987285106 %	4.42669314968 %	14.1729867102 %	0.00120646717203 %	0.000971523564844 %	0.00154210089658 %
TComDataCU::getPULeft	885750	443969	180875	13345	22175	1527	6	24	2	872399	421770	179346	2.45247895861 %	1.50663279706 %	3.79326679939 %	0.00211837197818 %	0.000677392040644 %	0.00416103859523 %
TComTrQuant::xIT	879782	193794	178083	8886	15422	14001	4	0	3	870892	178372	164079	3.06065789484 %	1.0100229375 %	7.91202467483 %	0.00055925775311 %	0.000454658085753 %	0.000806718350422 %
getTUEntropyCodingParameters	875257	375271	215164	28892	29502	27723	9	15	30	846356	345754	187411	5.87551818527 %	3.30097331412 %	9.69200674079 %	0.0036842665444 %	0.00102826941116 %	0.00762149940298 %
TComTrQuant::transformNxN	850971	410925	327557	49362	39028	5665	12	0	0	801597	371897	321892	5.91744455482 %	5.80066770783 %	6.05200939224 %	0.000754976712114 %	0.00141015381253 %	0.0 %
TComTURecurse::nextSection	812989	363303	180780	8702	6235	3115	10	0	0	804277	357068	177665	1.33021681974 %	1.07037118583 %	1.71848780425 %	0.000736880578186 %	0.00123002894258 %	0.0 %
fastInverseDst	792000	392480	102080	5144	987	6160	9	1	0	786847	391492	95920	0.955338266385 %	0.649494949495 %	1.44512293756 %	0.000777266509141 %	0.00113636363636 %	0.000202199935296 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/strcat.S:0x0012694b	773674	773674	0	101	0	0	2	0	0	773571	773674	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSearch::xLoadIntraResultQT	749525	276340	147920	16813	17391	6831	24	0	65	732688	258949	141024	3.49595539217 %	2.24315399753 %	5.70923490313 %	0.00758230851476 %	0.00320202795104 %	0.0153207938528 %
TComYuv::copyPartToPartComponent	745687	277608	151992	11386	16875	1863	12	35	0	734289	260698	150129	2.56311862549 %	1.52691410739 %	4.36173184358 %	0.00399902321731 %	0.00160925428497 %	0.00814711359404 %
partialButterfly4	711646	328250	126048	1379	3939	8866	7	10	5	710260	324301	117177	1.2165249789 %	0.193776119025 %	2.8186344646 %	0.001886883075 %	0.000983635121957 %	0.00330179749856 %
TComPrediction::filteringIntraReferenceSamples	657570	162052	43098	13327	11044	1864	4	2	2	644239	151006	41232	3.04096346439 %	2.02670438128 %	6.29198147697 %	0.000927299703264 %	0.000608300257007 %	0.00194979283451 %
TComDataCU::getPUAboveRightAdi	632916	311335	131715	9414	21883	368	10	19	1	623492	289433	131346	2.9429368586 %	1.48740117172 %	5.0222322537 %	0.00278819219195 %	0.00157998849768 %	0.004514163187 %
TEncSearch::xUpdateCandList	605329	159932	81826	960	7394	2	3	1	0	604366	152537	81824	0.986439409411 %	0.158591443661 %	3.05925760471 %	0.000472206514797 %	0.000495598261441 %	0.000413636777273 %
TComTU::TComTU	587576	203224	181192	3853	9334	6676	10	8	22	583713	193882	174494	2.04353533774 %	0.65574495895 %	4.16475901107 %	0.0041152602079 %	0.00170190749792 %	0.00780404561725 %
/build/buildd/eglibc-2.19/elf/dl-lookup.c:_dl_lookup_symbol_x	583432	105441	42233	57	5982	568	9	2136	17	583366	97323	41648	0.903699326773 %	0.00976977608359 %	4.43544564378 %	0.295716353032 %	0.00154259622372 %	1.45794114062 %
TEncBinCABAC::copyState	577392	312754	240580	1790	33558	17664	2	1	3	575600	279195	222913	4.68831529478 %	0.310014686729 %	9.25697679882 %	0.000530632531665 %	0.000346385124837 %	0.000722890695312 %
TComDataCU::getPUBelowLeftAdi	568212	288584	127442	7279	19543	259	8	21	0	560925	269020	127183	2.75146864884 %	1.28103595137 %	4.75979866643 %	0.0029464418159 %	0.00140792521101 %	0.00504776143799 %
TEncSearch::xModeBitsIntra	525420	282170	204330	1094	38815	0	4	0	0	524322	243355	204330	3.94388884497 %	0.208214380876 %	7.97841726619 %	0.000395288165072 %	0.000761295725325 %	0.0 %
TComDataCU::getCoefScanIdx	477809	174598	55950	20524	18429	3251	7	0	5	457278	156169	52694	5.95801269699 %	4.29544022821 %	9.40368166282 %	0.00169406104549 %	0.00146502054168 %	0.00216874577095 %
TComRdCost::xGetSSE8	474790	200660	171430	5445	4238	1272	7	104	0	469338	196318	170158	1.29357169847 %	1.14682280587 %	1.4808245317 %	0.013106933686 %	0.00147433602224 %	0.0279502270956 %
TEncSbac::codeQtCbf	454725	187953	115197	23404	16775	1363	6	0	1	431315	171178	113833	5.48137885535 %	5.14684699544 %	5.98317664523 %	0.00092363516411 %	0.00131947880587 %	0.000329869701468 %
TComTrQuant::setErrScaleCoeff	452304	53568	50688	5	5417	12465	5	4	12291	452294	48147	25932	3.21384936036 %	0.00110545120096 %	17.1520104359 %	2.2100043122 %	0.00110545120096 %	11.7930862492 %
TComTrQuant::xTransformSkip	436040	120902	87208	13852	5027	5996	7	0	0	422181	115875	81212	3.86167818055 %	3.17677277314 %	5.29671808178 %	0.00108670340759 %	0.00160535730667 %	0.0 %
TEncSbac::xCopyContextsFrom	429840	171936	171936	963	33247	7271	2	1	1	428875	138688	164664	5.36129722688 %	0.224036850921 %	11.7828726968 %	0.000516988233348 %	0.000465289410013 %	0.000581611762516 %
TEncSbac::codeLastSignificantXY	413909	162218	92698	13816	7581	498	15	2	0	400078	154635	92200	3.2736515531 %	3.33793176761 %	3.169279292 %	0.00254177101633 %	0.00362398498221 %	0.000784572172794 %
/build/buildd/eglibc-2.19/elf/dl-lookup.c:do_lookup_x	412220	159096	66928	142	12327	718	28	1069	25	412050	145700	66185	2.06613771536 %	0.0344476250546 %	5.77151098998 %	0.175794837084 %	0.00679248944738 %	0.48401939617 %
isLeftAvailable	375596	140910	109946	11172	2679	84	3	25	0	364421	138206	109862	2.22443219912 %	2.97447257159 %	1.1014287081 %	0.00446961618767 %	0.000798730550911 %	0.00996587683771 %
TComTrQuant::calcPatternSigCtx	370962	150250	17466	278	930	0	3	0	0	370681	149320	17466	0.224252707554 %	0.0749402903801 %	0.554508812516 %	0.000556918975715 %	0.00080870816957 %	0.0 %
TComRdCost::getDistPart	367979	117023	214685	20464	1804	8813	6	0	0	347509	115219	205872	4.44212912345 %	5.56118691556 %	3.2007066456 %	0.0008575262939 %	0.00163052782903 %	0.0 %
TComTrQuant::xQuant	363935	165425	119106	6806	4188	20572	4	0	8	357125	161237	98526	4.86779569014 %	1.87011416874 %	8.70203949658 %	0.00185052107589 %	0.00109909736629 %	0.00281164442539 %
TComRdCost::xGetSSE16	348450	151050	140550	1646	2743	502	11	0	0	346793	148307	140048	0.764159050074 %	0.47237767255 %	1.11282578875 %	0.00171861573315 %	0.00315683742287 %	0.0 %
TComDataCU::initEstData	341064	158322	145974	1342	2396	8441	11	5	11	339711	155921	137522	1.88716375356 %	0.393474538503 %	3.56133501591 %	0.00418371141688 %	0.00322520113527 %	0.00525803822594 %
TEncSbac::estBit	337467	105872	211744	3740	6667	4794	4	0	0	333723	99205	206950	2.32046931458 %	1.10825651101 %	3.60844541837 %	0.000610609647938 %	0.00118530108129 %	0.0 %
TEncSearch::xEncSubdivCbfQT	332028	136256	98630	22288	18720	410	15	0	0	309725	117536	98220	7.30587002614 %	6.71268688183 %	8.1443764209 %	0.00264590396427 %	0.00451769127905 %	0.0 %
initROM	329111	79859	35725	19	375	2986	19	0	32	329073	79484	32707	0.760071509686 %	0.0057731282151 %	2.90784191584 %	0.0114685346136 %	0.0057731282151 %	0.0276854928018 %
TEncSearch::xRecurIntraChromaCodingQT	326271	118490	116477	11910	13713	2887	48	0	6	314313	104777	113584	5.07984135073 %	3.65033974825 %	7.0648218686 %	0.00962158656399 %	0.0147116967184 %	0.00255355007299 %
isAboveAvailable	325820	109368	113426	14794	1049	932	4	4	2	311022	108315	112492	3.05770541765 %	4.54054385857 %	0.889162185696 %	0.00182277521172 %	0.00122767172058 %	0.00269307072901 %
isBelowLeftAvailable	323463	124110	99813	12063	494	84	3	0	0	311397	123616	99729	2.30933929622 %	3.72932916593 %	0.258124444564 %	0.000548059321941 %	0.000927463110155 %	0.0 %
QpParam::QpParam	321109	138467	100848	14792	33482	135	6	0	0	306311	104985	100713	8.63792414315 %	4.60653547549 %	14.0471763157 %	0.00107061796069 %	0.00186852439514 %	0.0 %
TEncSbac::loadIntraDirMode	321090	155680	107030	661	54702	280	3	0	0	320426	100978	106750	9.53117505995 %	0.205861284998 %	20.9287807849 %	0.000513874614594 %	0.00093431748108 %	0.0 %
TEncSbac::xCopyFrom	315216	143280	143280	2454	35369	6969	2	1	2	312760	107910	136309	7.44330116189 %	0.778513781026 %	14.7745672808 %	0.000830873946452 %	0.000634485559109 %	0.00104690117253 %
/build/buildd/eglibc-2.19/malloc/malloc.c:_int_free	313727	70847	46980	268	2146	1121	50	15	0	313409	68686	45859	0.81913271572 %	0.0854245888942 %	2.77270914137 %	0.0150618462579 %	0.0159374233012 %	0.0127305286564 %
TComRdCost::xGetSSE32	313480	137598	133042	745	4071	702	22	0	0	312713	133527	132340	0.94466890365 %	0.237654714814 %	1.76359739876 %	0.00376634938026 %	0.00701799157841 %	0.0 %
isAboveRightAvailable	306547	109368	102553	17710	847	112	5	0	0	288832	108521	102441	3.60080082088 %	5.77725438514 %	0.452527120955 %	0.00096437967242 %	0.00163107125498 %	0.0 %
TEncSearch::xEncCoeffQT	305514	145844	92652	17812	13408	169	8	0	0	287694	132436	92483	5.7699306998 %	5.83017472194 %	5.69275794982 %	0.00147056120292 %	0.00261853793934 %	0.0 %
TComDataCU::getQuadtreeTULog2MinSizeInCU	305076	129768	44058	11591	14536	225	4	0	0	293481	115232	43833	5.50258716815 %	3.79938113781 %	8.49182515849 %	0.000835243953878 %	0.00131114869737 %	0.0 %
/build/buildd/eglibc-2.19/malloc/malloc.c:malloc	293176	83779	41892	8	2662	2804	8	0	2	293160	81117	39086	1.30692114304 %	0.00272873632221 %	4.34945214091 %	0.00238750665517 %	0.00272873632221 %	0.00159145705851 %
xTrMxN	289386	86119	74104	20446	8611	12363	15	3	9	268925	77505	61732	9.21244903905 %	7.06530378111 %	13.0905051085 %	0.00600521786708 %	0.00518338827725 %	0.00748956142377 %
TEncSearch::xGetIntraBitsQT	284012	128371	139683	11665	19980	6697	6	0	0	272341	108391	132986	6.94518409031 %	4.10722082166 %	9.95209920389 %	0.00108682657508 %	0.00211258679211 %	0.0 %
TComTrQuant::rdpcmNxN	271297	125723	79404	17750	11304	12991	5	0	12	253542	114419	66401	8.82512216009 %	6.54264514536 %	11.8438820828 %	0.00356825013014 %	0.0018429986325 %	0.00585003436895 %
TEncSbac::estSignificantCoeffGroupMapBit	251446	125723	66170	9470	7707	6657	2	0	1	241974	118016	59512	5.3760215095 %	3.76621620547 %	7.48542156306 %	0.000676683079991 %	0.000795399409814 %	0.000521123751257 %
TComTrQuant::xsetFlatScalingList	249696	2016	98640	2	318	12367	2	2	12304	249692	1696	73969	3.62121523496 %	0.000800973984365 %	12.6023287236 %	3.51303831575 %	0.000800973984365 %	12.2257987601 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memcpy-ssse3.S:__memcpy_chk_ssse3	246400	60832	46392	0	7508	16095	0	0	0	246400	53324	30297	6.6746035337 %	0.0 %	22.0127956428 %	0.0 %	0.0 %	0.0 %
TComDataCU::getPUAboveLeft	237807	105193	52809	15951	11311	4722	11	44	7	221845	93838	48080	8.08066516931 %	6.7075401481 %	10.1473399071 %	0.015664120826 %	0.00462559975106 %	0.0322780724295 %
TEncSearch::xRecurIntraChromaCodingQT	233597	83890	86626	9090	13144	5341	10	0	7	224497	70746	81278	6.8235864721 %	3.89131709739 %	10.8406249267 %	0.00420674415324 %	0.00428087689482 %	0.00410518661005 %
TEncSearch::xStoreIntraResultQT	229912	110992	61442	7127	6285	0	7	0	0	222778	104707	61442	3.33344931974 %	3.09988169387 %	3.64487282091 %	0.0017397960959 %	0.00304464316782 %	0.0 %
TEncBinCABACCounter::encodeBinsEP	228701	83164	62373	2597	173	4	0	0	0	226104	82991	62369	0.741239532062 %	1.13554378861 %	0.12161855748 %	0.0 %	0.0 %	0.0 %
TComRdCost::calcRdCost	228592	79128	48356	8035	12430	41	5	0	0	220552	66698	48315	5.7588829351 %	3.51499615035 %	9.78240406639 %	0.00140419461014 %	0.00218730314272 %	0.0 %
TEncBinCABACCounter::getNumWrittenBits	226016	127134	56504	3519	10194	6876	2	0	0	222495	116940	49628	5.02594872746 %	1.55696941809 %	9.29546172361 %	0.000488216885469 %	0.000884893104913 %	0.0 %
TComTU::getGolombRiceStatisticsIndex	223883	121225	18650	14376	3002	0	2	0	0	209505	118223	18650	4.77735197576 %	6.421211079 %	2.14620196604 %	0.000549816086519 %	0.000893323744992 %	0.0 %
QpParam::QpParam	202309	52691	39702	9728	2315	0	3	1	0	192578	50375	39702	4.08650093993 %	4.8084860288 %	2.50560107367 %	0.00135730330978 %	0.00148288014868 %	0.00108233307718 %
TEncSearch::xRecurIntraCodingQT	199206	71848	57734	9036	12481	5132	35	0	8	190135	59367	52594	8.10522281835 %	4.53600795157 %	13.5921655786 %	0.0130783361923 %	0.0175697519151 %	0.00617369696408 %
TEncSbac::resetBits	197764	127134	70630	2103	32579	1990	1	2	1	195660	94553	68639	9.27165712668 %	1.0633886855 %	17.4799255678 %	0.00101130640561 %	0.000505653202807 %	0.00151695960842 %
TEncSearch::xEncIntraHeader	195039	76154	49927	21652	12223	1883	11	0	1	173376	63931	48043	11.1354010962 %	11.1013694697 %	11.1880457801 %	0.00373692077728 %	0.00563989766149 %	0.000793140917347 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memcmp-ssse3.S:__memcmp_ssse3	194730	42612	4954	152	888	0	30	0	0	194548	41724	4954	0.429227061115 %	0.0780567965902 %	1.86687970399 %	0.0123815498399 %	0.0154059466954 %	0.0 %
TEncEntropy::encodeCoeffNxN	188068	101504	54180	9325	3664	8677	4	1	3	178739	97839	45500	6.3027996928 %	4.95831295063 %	7.92695460034 %	0.00232725918686 %	0.00212689027373 %	0.00256930705789 %
TComPrediction::UseDPCMForFirstPassIntraEstimation	184870	116760	19460	448	6120	0	2	0	0	184420	110640	19460	2.04553240524 %	0.24233244983 %	4.49273234474 %	0.00062287832072 %	0.00108184129388 %	0.0 %
TComCUMvField::clearMvField	183942	11304	56670	366	730	2872	3	18	475	183573	10556	53323	1.57512821734 %	0.1989757641 %	5.29908494424 %	0.196891027168 %	0.00163094888606 %	0.725277311913 %
/build/buildd/eglibc-2.19/elf/../sysdeps/i386/dl-machine.h:_dl_relocate_object	181502	48969	23333	24	2710	2967	24	1651	881	181454	44608	19485	2.24622149375 %	0.0132229947879 %	7.85178833227 %	1.00707632661 %	0.0132229947879 %	3.50197781527 %
TEncEntropy::encodeIntraDirModeLuma	179802	102744	64215	1423	4726	47	1	1	0	178378	98017	64168	1.7868214707 %	0.791426124292 %	2.8587856899 %	0.000576766129986 %	0.000556167339629 %	0.000598949442678 %
TComDataCU::setTransformSkipSubParts	176800	91936	49504	6444	19698	1041	2	0	1	170354	72238	48462	8.54166666667 %	3.64479638009 %	14.6627545249 %	0.000942684766214 %	0.00113122171946 %	0.000707013574661 %
TComTrQuant::invTransformNxN	176669	85925	65806	11376	5127	3616	10	0	0	165283	80798	62190	6.12637028015 %	6.43916023751 %	5.76217121089 %	0.00304506699147 %	0.00566030259978 %	0.0 %
TEncSearch::xEncSubdivCbfQT	172604	71575	37394	572	2198	581	0	0	3	172032	69377	36810	1.19009990304 %	0.331394405692 %	2.55026658958 %	0.0010654430645 %	0.0 %	0.00275307656306 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../strcmp.S:strcmp	169865	54573	0	33	1325	0	1	182	0	169831	53066	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncBinCABAC::resetBits	169512	42378	98882	1891	2777	0	1	0	0	167620	39601	98882	1.50206582318 %	1.11555524093 %	1.96587852187 %	0.000321779310877 %	0.000589928736609 %	0.0 %
TEncSearch::xEncCoeffQT	163830	85046	40774	789	4236	291	0	0	0	163041	80810	40483	1.83531848783 %	0.481596777147 %	3.59799713877 %	0.0 %	0.0 %	0.0 %
TEncEntropy::estimateBit	158808	72787	52936	203	16757	412	2	1	0	158603	56029	52524	6.10548586973 %	0.127827313485 %	13.6562124671 %	0.00105436665952 %	0.00125938239887 %	0.000795399409814 %
/build/buildd/eglibc-2.19/malloc/malloc.c:malloc_consolidate	158704	52520	39210	23	10199	366	16	29	1	158665	42292	38843	4.22786043429 %	0.0144923883456 %	11.5174970021 %	0.0183681129559 %	0.0100816614578 %	0.0327046767688 %
TComTrQuant::getSigCoeffGroupCtxInc	157334	52586	11541	169	514	0	3	0	0	157162	52072	11541	0.308406446282 %	0.10741479909 %	0.801534455066 %	0.00135464032042 %	0.00190677158148 %	0.0 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memchr-sse2-bsf.S:__memchr_sse2_bsf	151519	33995	330	74	621	0	19	254	0	151426	33120	330	0.373969565872 %	0.0488387594955 %	1.80917698471 %	0.146897397818 %	0.0125396814921 %	0.739985433358 %
TEncSbac::xWriteCoefRemainExGolomb	147258	59464	38234	1716	2	53	6	0	0	145536	59462	38181	0.722986985418 %	1.16530171536 %	0.056295932363 %	0.00244941948758 %	0.00407448152223 %	0.0 %
df::program_options_lite::Options::addOption	146684	45001	44151	161	9103	374	31	2	0	146492	35896	43777	4.08673824183 %	0.109759755665 %	10.6301597272 %	0.01399277464 %	0.0211338659977 %	0.00224335965542 %
TComCUMvField::create	130128	936	32504	9	293	3900	9	1	3818	130110	642	24786	2.56896214418 %	0.00691626706013 %	12.5388755981 %	2.34031106329 %	0.00691626706013 %	11.4204545455 %
TComDataCU::setTrIdxSubParts	123360	61680	35980	10159	14567	0	2	0	0	113199	47113	35980	11.1872228758 %	8.2352464332 %	14.9160352242 %	0.000904895484572 %	0.00162127107652 %	0.0 %
TComTU::GetEquivalentLog2TrSize	121000	55000	11000	4663	331	0	1	0	0	116336	54669	11000	2.67058823529 %	3.85371900826 %	0.501515151515 %	0.000534759358289 %	0.000826446280992 %	0.0 %
TComDataCU::setCbfPartRange	120006	60003	40002	3809	3903	3092	2	2	0	116195	56098	36910	4.91066355773 %	3.17400796627 %	6.99465026749 %	0.00181809091364 %	0.0016665833375 %	0.001999900005 %
