BasketballPass__QP_32_nF_1_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TComTrQuant::xDeQuant	79624932	30086769	4720824	452710	179540	430879	12	0	0	79172210	29907229	4289945	0.929044430331 %	0.568553075813 %	1.75369494811 %	1.04865290703e-05 %	1.50706565125e-05 %	0.0 %
partialButterfly32	76028058	43564176	4570020	28380	1266570	434177	37	140	1526	75999641	42297466	4134317	1.39263499517 %	0.0373283242352 %	3.53334456859 %	0.00137159236816 %	4.86662437175e-05 %	0.0034611568042 %
TEncBinCABACCounter::encodeBin	72329247	34825193	21430888	126018	2244612	163715	2	57	8	72203227	32580524	21267165	1.97094415002 %	0.174228275873 %	4.28100741678 %	5.21054781616e-05 %	2.76513316944e-06 %	0.00011554306458 %
fastForwardDst	61802420	28296780	7461340	298322	140780	398722	9	1	0	61504089	28155999	7062618	0.858773434423 %	0.482702780894 %	1.50875381592 %	1.02500457665e-05 %	1.45625365479e-05 %	2.79656760478e-06 %
partialButterfly8	58275510	29565920	7661900	372699	343399	650348	17	42	126	57902794	29222479	7011426	1.4307836177 %	0.639546526491 %	2.66936661884 %	0.000193710522973 %	2.91717738721e-05 %	0.000451275417148 %
TEncSbac::codeIntraDirLumaAng	57627031	19926088	20145527	1160383	1230763	906050	15	168	12	56466633	18695157	19239465	3.37486355747 %	2.01360885658 %	5.33248535154 %	0.000199593349533 %	2.60294513524e-05 %	0.000449195771121 %
TEncSbac::estSignificantCoefficientsBit	56761072	22107920	11251036	281002	782450	869161	8	3	21	56480062	21325467	10381854	2.14448779355 %	0.495061122172 %	4.95102724438 %	3.55082002416e-05 %	1.4094166509e-05 %	7.19446975499e-05 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memset-sse2.S:__memset_sse2	55094103	16113134	12258289	751247	1004471	2776080	560	1278	66510	54342296	15107385	9415699	5.42954464817 %	1.36357061662 %	13.3252075513 %	0.081887700558 %	0.00101644272165 %	0.238930560515 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memset-sse2.S:__memset_chk_sse2	54170268	11755728	15193680	423668	256631	6795612	41	108	9356	53746559	11498989	8388712	9.21590342644 %	0.782104308585 %	26.1684523831 %	0.0117172558727 %	7.56872755365e-05 %	0.0351176545325 %
partialButterflyInverse16	53132520	30978920	4436740	102546	212320	230255	36	208	8	53029938	30766392	4206477	0.615620784075 %	0.193000444925 %	1.24965904913 %	0.000284590829535 %	6.77551149466e-05 %	0.000609899688443 %
TEncSbac::estLastSignificantPositionBit	52714150	21029748	8711428	891751	916756	520072	11	13	19	51822388	20112979	8191337	2.82404923122 %	1.69167291894 %	4.83110688024 %	5.21494512071e-05 %	2.08672623954e-05 %	0.000107594938411 %
partialButterflyInverse8	48813336	25818624	5989176	251857	274475	404570	20	40	16	48561459	25544109	5584590	1.15466246965 %	0.515959409125 %	2.13483799571 %	9.42680837442e-05 %	4.0972409671e-05 %	0.000176057445029 %
partialButterfly16	47140956	25394208	4258656	57791	150932	297180	26	86	232	47083139	25243190	3961244	0.658780875857 %	0.122591913494 %	1.51119298291 %	0.000447952712862 %	5.51537393514e-05 %	0.00107240905971 %
TComPrediction::predIntraAng	44138622	17909348	11730742	390650	1622187	232499	12	30	5	43747960	16287131	11498238	3.0433385717 %	0.885052551029 %	6.25735616862 %	6.37040126155e-05 %	2.71870743948e-05 %	0.000118083312163 %
__x86.get_pc_thunk.bx	44003562	44003562	0	3	0	0	1	0	0	44003558	44003562	0	3.40881495003e-06 %	6.81762990005e-06 %	0.0 %	1.13627165001e-06 %	2.27254330002e-06 %	0.0 %
TEncEntropy::countNonZeroCoeffs	43824200	5185800	178000	46356	414020	0	2	3005	0	43777842	4768775	178000	0.935951858177 %	0.105777173343 %	7.7187814609 %	0.00611327966171 %	4.56368855564e-06 %	0.0560237145307 %
TComDataCU::getIntraDirPredictor	41562080	13777563	10839862	870114	1189345	86822	13	9805	13	40691953	12578413	10753027	3.24312035879 %	2.09352852408 %	5.18399873261 %	0.0148550521797 %	3.12785115663e-05 %	0.0398823191296 %
TComPrediction::initAdiPatternChType	39849169	15400292	11525289	1010445	1344220	935087	28	241	417	38838696	14055831	10589785	4.92664068379 %	2.53567395596 %	8.46521009147 %	0.00102733443405 %	7.02649533294e-05 %	0.00244377270819 %
TComTrQuant::xT	39574552	9787256	7920952	583768	901192	1021727	5	4	926	38990779	8886060	6898299	4.37598851731 %	1.47510956031 %	10.8589135614 %	0.00163225375314 %	1.26343818118e-05 %	0.00525180187628 %
TEncSbac::estSignificantMapBit	36486628	13505327	6442884	776061	1152557	723258	8	5	45	35710559	12352765	5719581	4.69900516594 %	2.12697375049 %	9.40342469808 %	0.000102773394995 %	2.19258408861e-05 %	0.000250649043165 %
TEncSearch::estIntraPredQT	34592822	12007399	16647632	800179	2285001	1146745	82	104	157	33792561	9722294	15500730	6.69101763818 %	2.31313594479 %	11.976068007 %	0.00054231089868 %	0.000237043395881 %	0.000910834819896 %
TEncSearch::xRecurIntraCodingQT	32362809	13177684	10410302	1908325	3495937	1448191	56	49	144	30454428	9681698	8961967	12.247284422 %	5.89666057727 %	20.9603651622 %	0.000445033890939 %	0.000173038131517 %	0.000818213136128 %
TComDataCU::getPUAbove	30002636	14319445	6842941	487273	477589	151913	6	815	45	29515357	13841041	6690983	2.18269230882 %	1.62410062902 %	2.97462677413 %	0.00169256254791 %	1.99982428211e-05 %	0.00406381397636 %
TComRdCost::xGetHADs	29845725	11728920	8824305	47735	292446	105548	9	0	0	29797981	11436474	8718757	0.884401361536 %	0.159939153765 %	1.93640657366 %	1.78575148887e-05 %	3.01550724601e-05 %	0.0 %
TComRdCost::xGetSSE4	29471850	11375100	6549300	603902	72247	112529	5	232	0	28867943	11302621	6436771	1.66400928343 %	2.04908073297 %	1.03086295776 %	0.000500039560092 %	1.69653415038e-05 %	0.00129432505412 %
TEncSbac::estCBFBit	27861120	12935520	6567264	1252747	1867825	807437	9	18	20	26608364	11067677	5759807	8.29325428917 %	4.49639856546 %	13.7173338945 %	9.92316849557e-05 %	3.23030804217e-05 %	0.000194843977147 %
TComDataCU::getPULeft	27632193	13849768	5680460	412353	778838	93768	6	1236	16	27219834	13069694	5586676	2.72453994675 %	1.49229197987 %	4.46797651313 %	0.0026673779109 %	2.17138031715e-05 %	0.00641057544233 %
getTUEntropyCodingParameters	27022962	11586189	6646425	859670	1112737	805825	9	83	287	26163283	10473369	5840313	6.13898274104 %	3.18125748021 %	10.5226930159 %	0.00083746586277 %	3.33050092732e-05 %	0.00202933051728 %
TComTURecurse::nextSection	26639306	11907094	5926758	271818	218080	180272	11	6	3	26367477	11689008	5746483	1.50690895394 %	1.0203644194 %	2.23368456798 %	4.49709462953e-05 %	4.12923670009e-05 %	5.0465821966e-05 %
TComPrediction::xPredIntraPlanar	25874261	11421918	4495846	238445	37898	275064	10	0	913	25635806	11384020	4219869	1.3194072314 %	0.921552889955 %	1.96611785424 %	0.0022085553404 %	3.86484468097e-05 %	0.0057357302194 %
TComTrQuant::transformNxN	25603808	12362664	9858008	1423231	869234	124180	11	42	0	24180566	11493388	9733828	5.053154786 %	5.5586692417 %	4.47067487428 %	0.000110821905434 %	4.2962359349e-05 %	0.00018901318556 %
fastInverseDst	23956200	11871628	3087688	156012	34583	186326	9	1	0	23800179	11837044	2901362	0.968562256762 %	0.651238510281 %	1.47673195753 %	2.56966912632e-05 %	3.75685626268e-05 %	6.68479762043e-06 %
partialButterfly4	23674560	10920000	4193280	61314	144860	268603	7	10	59	23613239	10775130	3924618	1.22403567716 %	0.258986861847 %	2.73575954392 %	0.000195937695938 %	2.95676033683e-05 %	0.000456552118402 %
TComTrQuant::xIT	23479630	5235338	4817579	337122	412667	390136	61	6	46	23142447	4822665	4427397	3.39945844257 %	1.43580627122 %	7.98577169194 %	0.000336986033301 %	0.000259799664645 %	0.000517262800439 %
TComYuv::copyPartToPartComponent	22692075	8435018	4593710	359185	470890	28281	12	48	0	22332878	7964080	4565429	2.40295829856 %	1.58286538362 %	3.83131031671 %	0.000167969348281 %	5.28818981957e-05 %	0.000368416625169 %
TEncSearch::xLoadIntraResultQT	22266636	8211831	4395210	509164	648186	80892	24	98	389	21757448	7563547	4313929	3.55064939094 %	2.28666781996 %	5.78310168104 %	0.00146528856134 %	0.000107784579584 %	0.00386292072819 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/strcat.S:0x0012694b	21451658	21451658	0	2529	0	0	44	0	0	21449085	21451658	0	0.00589464926208 %	0.0117892985242 %	0.0 %	0.000102556175378 %	0.000205112350756 %	0.0 %
TComPrediction::filteringIntraReferenceSamples	19729866	4863928	1293579	406588	804802	233094	4	6	17	19323274	4059120	1060468	5.57987865358 %	2.06077425969 %	16.8557827056 %	0.000104297952519 %	2.02738325744e-05 %	0.000373527792985 %
TEncSearch::xUpdateCandList	19034462	4978347	2574159	27774	281840	2835	3	8	0	19006685	4696499	2571324	1.17519605846 %	0.145914289566 %	3.76927870034 %	4.1373653438e-05 %	1.57608867537e-05 %	0.000105925106183 %
TComTU::TComTU	19012968	6567620	5843789	135392	266701	229657	11	11	135	18877565	6300908	5613997	2.01038194011 %	0.712103444344 %	3.99920750335 %	0.000499612132326 %	5.78552491121e-05 %	0.00117633702991 %
TEncSampleAdaptiveOffset::getBlkStats	18475059	6049251	3512409	61	929044	36215	61	7020	6706	18474937	5113187	3469488	3.44305622923 %	0.000330174858982 %	10.0950985498 %	0.0491747982351 %	0.000330174858982 %	0.143552479381 %
TComDataCU::getPUAboveRightAdi	18367294	9112746	3840742	286221	737439	26215	10	373	1	18081063	8374934	3814526	3.35200762229 %	1.55831882475 %	5.89535420884 %	0.00122602302842 %	5.44446013659e-05 %	0.00288725322477 %
TEncBinCABAC::copyState	17268240	9353630	7195100	58361	928424	521210	2	20	106	17209877	8425186	6673784	4.45928479104 %	0.337967274024 %	8.75979002618 %	0.000378508186866 %	1.15819562387e-05 %	0.000761387731868 %
TComDataCU::getPUBelowLeftAdi	16544293	8472206	3724993	211875	663928	14769	8	1185	0	16332410	7807093	3710224	3.09855869695 %	1.28065309288 %	5.56436768802 %	0.00415079356354 %	4.83550430351e-05 %	0.00971534530182 %
TEncSearch::xModeBitsIntra	15685110	8423485	6099765	32313	1554339	5985	4	15	0	15652793	6869131	6093780	5.27217300112 %	0.206010668717 %	10.7436283201 %	6.28964962017e-05 %	2.55018931968e-05 %	0.000103282667447 %
TComDataCU::getCoefScanIdx	14847361	5422136	1728048	610397	593562	143893	7	77	61	14236957	4828497	1584094	6.12728374916 %	4.11114810235 %	10.3137905262 %	0.000659164465853 %	4.714642555e-05 %	0.00193002026242 %
TEncSbac::codeQtCbf	14746875	6095375	3735875	701489	456464	84853	6	11	8	14045380	5638900	3651014	5.05655333757 %	4.75686543759 %	5.50608518754 %	0.000101716465353 %	4.06865861411e-05 %	0.00019326128417 %
TEncSbac::codeLastSignificantXY	13729637	5425567	3078626	415728	409094	6946	15	2	4	13313894	5016471	3071676	3.74100188766 %	3.02796060814 %	4.89217495417 %	9.44506636958e-05 %	0.00010925270639 %	7.05534317013e-05 %
TComRdCost::xGetSSE8	13543535	5723890	4890095	155046	119716	33394	7	131	0	13388482	5604043	4856701	1.27561107266 %	1.14479713014 %	1.44253077426 %	0.000571250691296 %	5.16851767282e-05 %	0.00123422070033 %
TEncSbac::xCopyContextsFrom	12871350	5148540	5148540	26815	777287	191990	2	88	59	12844533	4371165	4956491	4.29935045232 %	0.208330905461 %	9.41312488589 %	0.000643116516743 %	1.55383856394e-05 %	0.00142758918062 %
TComTrQuant::xTransformSkip	12821600	3555080	2564320	407107	60940	233120	7	0	0	12414486	3494140	2331200	3.7018478433 %	3.17516534598 %	4.80537307579 %	3.69568660578e-05 %	5.45953703126e-05 %	0.0 %
isLeftAvailable	11227495	4208493	3309008	328473	124681	16936	3	128	0	10899019	4083684	3292072	2.50781595259 %	2.92561252532 %	1.88383081027 %	0.000698853176602 %	2.67201187798e-05 %	0.00170269348817 %
TComRdCost::getDistPart	11089866	3530138	6465828	624547	50230	143933	6	0	0	10465313	3479908	6321895	3.88274932666 %	5.63169113134 %	1.94241356963 %	2.84551256977e-05 %	5.41034490408e-05 %	0.0 %
TComTrQuant::xQuant	10945440	4975200	3582144	190075	113163	586199	4	0	38	10755361	4862037	2995907	4.56056427636 %	1.73656792235 %	8.17265263615 %	0.000215353869478 %	3.6544899063e-05 %	0.000444063017684 %
TEncSearch::xRecurIntraChromaCodingQT	10897732	3930656	3881062	413052	498578	172811	48	3	56	10484632	3432075	3708195	5.79622062647 %	3.79025654145 %	8.59463948903 %	0.00057190350331 %	0.000440458620197 %	0.000755275600066 %
TEncSbac::estBit	10149408	3184128	6368256	110356	199008	329000	4	0	4	10039048	2985120	6039252	3.24013165909 %	1.08731464929 %	5.527499732 %	4.06054434033e-05 %	3.94111656562e-05 %	4.18743635097e-05 %
TEncSearch::xEncSubdivCbfQT	9973361	4094053	2962293	668354	483125	8927	15	45	0	9304992	3610883	2953366	6.81401036436 %	6.70139183772 %	6.97318413808 %	0.000352325498025 %	0.000150400652298 %	0.000637723830436 %
TComTrQuant::calcPatternSigCtx	9886274	4019372	496358	8420	21774	0	4	0	0	9877850	3997598	496358	0.209651379072 %	0.0851685882872 %	0.48218117558 %	2.77739125749e-05 %	4.04601369535e-05 %	0.0 %
isAboveAvailable	9738078	3268140	3402243	448690	80530	68942	4	19	16	9289384	3187591	3333285	3.64544852805 %	4.60758272834 %	2.24083084884 %	0.000237682254296 %	4.10758673323e-05 %	0.000524707501803 %
isBelowLeftAvailable	9679609	3715221	2994302	363587	32956	24015	3	0	0	9316019	3682265	2970287	2.56607854522 %	3.75621577277 %	0.849106560928 %	1.8304813214e-05 %	3.09929874234e-05 %	0.0 %
QpParam::QpParam	9673383	4176592	3034550	445354	695888	41253	6	138	0	9228023	3480566	2993297	7.00342473359 %	4.60391157881 %	10.2222505118 %	0.000852851945791 %	6.20258703703e-05 %	0.00191370520786 %
TEncSbac::loadIntraDirMode	9585345	4647440	3195115	18734	1326392	6370	3	34	0	9566608	3321014	3188745	7.75478399578 %	0.195444191106 %	16.9939770904 %	0.000212303260863 %	3.12977780142e-05 %	0.000433532184346 %
TEncSbac::xCopyFrom	9438990	4290450	4290450	71344	1191740	90158	2	152	8	9367644	3098558	4200284	7.50971287838 %	0.755843580722 %	14.9389691058 %	0.00089900659771 %	2.11887076901e-05 %	0.00186460627673 %
TComDataCU::getQuadtreeTULog2MinSizeInCU	9297610	3954116	1342117	344016	449521	3941	4	61	1	8953590	3504534	1338175	5.46448252184 %	3.70004764665 %	8.56197225462 %	0.000452245512029 %	4.30218088304e-05 %	0.00117064336105 %
isAboveRightAvailable	9164930	3268140	3075731	536756	41906	29788	5	0	0	8628169	3226234	3045943	3.92325622077 %	5.85662956509 %	1.13013016816 %	3.22397585732e-05 %	5.45557903879e-05 %	0.0 %
TEncSearch::xEncCoeffQT	9112282	4325662	2788731	524993	382477	2936	8	0	0	8587281	3943185	2785795	5.61055176122 %	5.76137788536 %	5.41737011155 %	4.93015358969e-05 %	8.77935955011e-05 %	0.0 %
TComDataCU::initEstData	9059580	4166487	3859557	39900	66737	208724	11	16	353	9019669	4099734	3650480	1.84576811476 %	0.440417767711 %	3.43208933318 %	0.00222409202029 %	0.000121418432201 %	0.00459753273219 %
xTrMxN	8824135	2620518	2251601	622837	325595	373125	15	23	66	8201283	2294900	1878410	9.64903980315 %	7.05833489628 %	14.3411932262 %	0.00075933171216 %	0.000169988333134 %	0.00182672057066 %
TEncSearch::xGetIntraBitsQT	8536408	3858601	4198018	319302	459514	13928	6	0	0	8217100	3399087	4184090	4.77757313358 %	3.74047257348 %	5.87643526397 %	3.61597675939e-05 %	7.02871746524e-05 %	0.0 %
partialButterflyInverse4	8534400	4413504	1267968	90000	16823	73152	8	3	23	8444392	4396678	1194793	1.26601449422 %	1.05455568054 %	1.58365648902 %	0.000239169289088 %	9.37382827147e-05 %	0.000457627882352 %
TComTrQuant::rdpcmNxN	8159328	3781152	2388096	345786	414048	343013	4	6	53	7813538	3367098	2045030	7.69683602893 %	4.2379225348 %	12.2715280695 %	0.000439680816852 %	4.90236450845e-05 %	0.000956356431124 %
TEncBinCABACCounter::encodeBinsEP	7939712	2887168	2165376	77203	3630	72	0	0	0	7862509	2883538	2165304	0.622717101633 %	0.972365244482 %	0.0732700200137 %	0.0 %	0.0 %	0.0 %
TComRdCost::xGetSSE32	7717140	3387339	3275181	18348	92603	7833	22	0	0	7698770	3294736	3267348	0.826055692555 %	0.237756474549 %	1.5074776511 %	0.000152993881636 %	0.000285079705694 %	0.0 %
TComRdCost::xGetSSE16	7633378	3309002	3078982	35754	63085	6920	11	0	0	7597613	3245917	3072062	0.754270519512 %	0.468390272301 %	1.09588565031 %	7.84517224504e-05 %	0.000144103960265 %	0.0 %
TEncSbac::estSignificantCoeffGroupMapBit	7562304	3781152	1990080	290524	240650	199008	2	6	4	7271778	3540496	1791068	5.47628176052 %	3.84173923714 %	7.61809610149 %	8.99986320208e-05 %	2.64469664272e-05 %	0.000173273228316 %
TComDataCU::getPUAboveLeft	7205270	3229617	1594057	466179	316730	156405	11	86	47	6739080	2912801	1437605	7.80878188476 %	6.46997267278 %	9.80860232263 %	0.00119711256449 %	0.000152666034722 %	0.00275723442339 %
TEncSbac::xWriteCoefRemainExGolomb	6963062	2845664	1823990	69318	11567	3846	6	0	1	6893738	2834097	1820143	0.728385357297 %	0.99551030854 %	0.330067281216 %	6.01751130175e-05 %	8.61689871496e-05 %	2.14148628571e-05 %
TEncSearch::xRecurIntraChromaCodingQT	6932710	2475068	2553512	275871	332855	138384	10	3	45	6656829	2142210	2415083	6.24606543274 %	3.9792664052 %	9.37121413998 %	0.000484897531955 %	0.000144243737298 %	0.000954543827482 %
TComTU::getGolombRiceStatisticsIndex	6918893	3744104	576016	408903	104641	0	2	2	0	6509988	3639461	576016	4.56929803356 %	5.9099483111 %	2.42217808765 %	3.5590313847e-05 %	2.89063582859e-05 %	4.62950103238e-05 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memcpy-ssse3.S:__memcpy_chk_ssse3	6844344	1741176	1275792	0	181864	411353	0	86	6	6844344	1559226	864433	6.01559914137 %	0.0 %	19.6626878376 %	0.000932938740809 %	0.0 %	0.00304941915194 %
TComRdCost::calcRdCost	6819384	2360556	1442562	216910	368011	1203	5	6	0	6602469	1992539	1441359	5.51775843394 %	3.18078583051 %	9.70819206767 %	0.000103553757862 %	7.33204054794e-05 %	0.000157765286273 %
TEncSearch::xStoreIntraResultQT	6760480	3263680	1806680	224553	361323	370	7	0	0	6535920	2902357	1806310	4.95523563838 %	3.32155409083 %	7.13347770178 %	5.91673963979e-05 %	0.000103542943696 %	0.0 %
TEncBinCABACCounter::getNumWrittenBits	6755024	3799701	1688756	102763	176010	104938	2	1	0	6652259	3623690	1583818	3.13400249488 %	1.52128252986 %	5.11888860567 %	2.45028354273e-05 %	2.9607592808e-05 %	1.82200571126e-05 %
QpParam::QpParam	6113378	1590776	1194048	294201	98585	0	3	7	0	5819174	1492184	1194048	4.41421761385 %	4.81241303908 %	3.54008009124 %	0.000112382254303 %	4.90727057938e-05 %	0.000251362384122 %
TEncSbac::resetBits	5908308	3798198	2110110	59357	981553	8525	1	17	3	5848950	2816628	2101582	8.88101128106 %	1.00463618349 %	16.7573863786 %	0.000177715853676 %	1.69253193977e-05 %	0.000338506387954 %
TEncSearch::xEncIntraHeader	5878131	2291461	1501271	646512	304243	88884	11	68	3	5231608	1987150	1412384	10.7502194995 %	10.9985980238 %	10.3652723156 %	0.000847907782377 %	0.00018713431191 %	0.00187200150182 %
TComTrQuant::invTransformNxN	5777979	2812413	2149977	335196	124171	126928	10	0	0	5442773	2688242	2023049	5.45879755156 %	5.80126719048 %	5.06004163316 %	9.31066707298e-05 %	0.00017307089555 %	0.0 %
TEncEntropy::encodeCoeffNxN	5745504	3094602	1658430	277953	88209	244943	4	4	17	5467547	3006389	1413470	5.82085921313 %	4.83774791559 %	7.00925219944 %	0.000238128440003 %	6.96196539068e-05 %	0.000441823240407 %
TEncSearch::xEncSubdivCbfQT	5578559	2299810	1231497	17335	78103	18700	0	0	7	5561224	2221707	1212790	1.25290536656 %	0.310743329953 %	2.74127964519 %	7.68397691031e-05 %	0.0 %	0.000198226888798 %
TComPrediction::UseDPCMForFirstPassIntraEstimation	5518835	3485580	580930	12601	361402	0	2	0	0	5506232	3124178	580930	3.90182095689 %	0.228327174123 %	8.88727680493 %	2.08651853428e-05 %	3.62395324376e-05 %	0.0 %
TEncEntropy::encodeIntraDirModeLuma	5413996	3093712	1933570	41030	98303	3207	1	5	0	5372965	2995404	1930363	1.36515855626 %	0.75785057839 %	2.01918253243 %	5.74642299535e-05 %	1.84706453422e-05 %	9.94573210733e-05 %
TEncSearch::xRecurIntraCodingQT	5317439	1959120	1579026	227711	245424	115414	35	3	69	5089693	1713693	1463543	6.64607702371 %	4.28234343638 %	10.1985050928 %	0.00120827703647 %	0.000658211593965 %	0.00203496407441 %
TEncSearch::xEncCoeffQT	5295007	2735909	1340518	26546	118117	5551	0	3	0	5268461	2617789	1334967	1.60289236418 %	0.501340224857 %	3.03373518034 %	3.20121765783e-05 %	0.0 %	7.35938605058e-05 %
TComDataCU::setTransformSkipSubParts	5265800	2738216	1474424	187276	537375	7760	2	0	7	5078522	2200841	1466657	7.72712598276 %	3.55645865775 %	12.940460139 %	9.49523339284e-05 %	3.79809335713e-05 %	0.000166166584375 %
TEncBinCABAC::resetBits	5064264	1266066	2954154	43260	105706	28	1	1	0	5021003	1160359	2954126	1.60476338804 %	0.854220870002 %	2.50541440968 %	2.15413155971e-05 %	1.9746205964e-05 %	2.36954471568e-05 %
TComCUMvField::clearMvField	5052294	337896	1556718	10860	18228	79284	3	51	4204	5041431	319617	1473230	1.56000338568 %	0.214951861471 %	5.14680035089 %	0.0612934560239 %	5.93789672572e-05 %	0.224584004974 %
TEncEntropy::estimateBit	4776192	2189088	1592064	3810	401457	131422	2	4	0	4772380	1787627	1460642	6.27167728678 %	0.0797706624859 %	14.0930330227 %	7.01152133185e-05 %	4.18743635097e-05 %	0.000105787865709 %
TComTrQuant::getSigCoeffGroupCtxInc	3982772	1334364	298998	4568	6330	0	3	2	0	3978201	1328032	298998	0.194048076488 %	0.114693987002 %	0.387544218612 %	8.90292147588e-05 %	7.53244222868e-05 %	0.000122446830525 %
TEncSbac::codeTransformSkipFlags	3809488	2145056	640872	184388	154633	47601	4	16	17	3625096	1990407	593254	5.86198050282 %	4.84023049817 %	7.25912514609 %	0.000560995697618 %	0.000105000987009 %	0.00118452451032 %
xITrMxN	3731262	1005903	1110229	493006	19031	159576	20	0	16	3238236	986872	950637	11.4856806297 %	13.2128486287 %	8.44025798013 %	0.000615658872995 %	0.000536011676478 %	0.000756096500596 %
TComTU::GetEquivalentLog2TrSize	3705097	1684135	336827	120547	60535	0	1	0	0	3584549	1623600	336827	3.16241938827 %	3.25354504889 %	2.99535567715 %	1.74640184462e-05 %	2.69898466896e-05 %	0.0 %
TComDataCU::setTrIdxSubParts	3665328	1832664	1069054	302199	425106	0	2	0	0	3363127	1407558	1069054	11.0750708918 %	8.24480101099 %	14.6501486361 %	3.04550935078e-05 %	5.45653758681e-05 %	0.0 %
TComDataCU::setCbfPartRange	3588786	1794393	1196262	100145	290432	91668	2	2	0	3488639	1503959	1104594	7.3295740474 %	2.79049795669 %	12.7764653563 %	6.07954383967e-05 %	5.57291518636e-05 %	6.68749822363e-05 %
TComDataCU::setExplicitRdpcmModePartRange	3582144	1791072	1194048	230960	116308	168334	2	0	24	3351182	1674764	1025690	7.85109293611 %	6.4475353308 %	9.5353620625 %	0.000395903073182 %	5.58324846796e-05 %	0.000803987779386 %
isAboveLeftAvailable	3427621	1192216	1192216	354647	196595	192540	3	0	42	3072971	995621	999634	12.7972336109 %	10.3467390356 %	16.3198195629 %	0.000774253090947 %	8.75242624549e-05 %	0.00176142578191 %
TComTU::useDST	3388209	2059905	397802	30988	25701	0	1	0	0	3357220	2034204	397802	0.969719715439 %	0.914583486438 %	1.04573083773 %	1.71059591003e-05 %	2.95141179307e-05 %	0.0 %
