BasketballPass__QP_32_nF_8_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memset-sse2.S:__memset_sse2	2310080666	325925407	1085583250	3717589	20106685	399075794	9449	10310	688217	2306353628	305808412	685819239	11.3634265174 %	0.160928969049 %	29.6974784335 %	0.0190234853595 %	0.000409033335462 %	0.0494879713657 %
TComRdCost::xGetSAD64	1609004826	409951917	4876323	12972	16352613	139217	708	32038	21	1608991146	393567266	4737085	0.815521906291 %	0.000806212622261 %	3.97558035104 %	0.00161905646026 %	4.40023540364e-05 %	0.007728258809 %
TEncSearch::xEstimateResidualQT	1371686767	537847409	456708205	13589056	75713360	18709936	10544	1925	17192	1358087167	462132124	437981077	4.56472054035 %	0.990682153311 %	9.49401870251 %	0.0012535064133 %	0.00076868861417 %	0.00192216500826 %
TComTrQuant::getSigCtxInc	991323875	306608975	81272464	223927	9099255	439728	667	151887	29346	991099281	297357833	80803390	0.707864877035 %	0.0225886822306 %	2.45925224589 %	0.0131887542887 %	6.72837623325e-05 %	0.0467238134589 %
partialButterfly16	972515340	523881120	87855840	850167	9239351	6777293	3014	3509	1652	971662159	514638260	81076895	1.0646543483 %	0.0874193922741 %	2.61822401576 %	0.000516016293617 %	0.0003099179906 %	0.000843663263374 %
TComInterpolationFilter::filterVer	948999809	497416539	103178400	1503960	6670340	4617908	7699	13391	2842	947488150	490732808	98557650	0.825519576425 %	0.15847843021 %	1.87951100933 %	0.00154440378885 %	0.000811275189624 %	0.00270281997831 %
partialButterfly32	911246688	522145536	54774720	332349	11421388	5383393	2942	2556	75911	910911397	510721592	49315416	1.15155964652 %	0.0364719021069 %	2.9128429493 %	0.00547042120027 %	0.00032285439703 %	0.0136010131702 %
TComRdCost::xGetHADs	910025804	348413404	291337272	738470	6036543	3033460	2600	0	0	909284734	342376861	288303812	0.632895977361 %	0.0811482484073 %	1.41774027606 %	0.000167766128442 %	0.000285706184217 %	0.0 %
TComRdCost::xGetComponentBits	823917508	89593416	0	74879	0	0	224	0	0	823842405	89593416	0	0.00819683684483 %	0.00908816711296 %	0.0 %	2.45207795676e-05 %	2.71871877737e-05 %	0.0 %
TComRdCost::xGetSAD4	814935852	256045614	46693026	284558	7800753	634106	1358	64118	0	814649936	248180743	46058920	0.780139214271 %	0.0349178403799 %	2.78618513976 %	0.00585823515421 %	0.000166638882885 %	0.021179324846 %
partialButterfly8	762999300	387105600	100317000	3808322	4910796	8696472	3474	1490	1759	759187504	382193314	91618769	1.39277710987 %	0.499125228555 %	2.79167769406 %	0.000537658529493 %	0.000455308412472 %	0.00066656736885 %
TEncSbac::codeCoeffNxN	735258089	263033408	194053915	5905870	8572335	3389862	2801	362910	292849	729349418	254098163	190371204	1.49856466257 %	0.803237677811 %	2.61704851526 %	0.0552323171937 %	0.000380954666382 %	0.143464709477 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memset-sse2.S:__memset_chk_sse2	706753672	149665324	205463776	1233385	3865620	88449535	169	107	857113	705520118	145799597	116157128	8.80968619764 %	0.174514126897 %	25.9948156882 %	0.0807423401724 %	2.39121502576e-05 %	0.241382640848 %
partialButterflyInverse32	622255632	342292512	44849760	246187	4414834	1818628	2131	1672	0	622007314	337876006	43031132	0.641932083901 %	0.0395636435156 %	1.61012176939 %	0.000376759252712 %	0.00034246375451 %	0.000431882571583 %
TComPrediction::xPredIntraAng	611156319	190096662	82741679	1551076	4021510	4393116	1913	301	16625	609603330	186074851	78331938	1.12734866521 %	0.253793661585 %	3.08410686312 %	0.0021311214708 %	0.000313013208001 %	0.00620367355188 %
partialButterfly4	558134256	257442000	98857728	634100	2688353	5970392	1103	190	423	557499053	254753457	92886913	1.01624011822 %	0.113610657863 %	2.43018568906 %	0.000187657067653 %	0.000197622702449 %	0.000172046159968 %
TEncSbac::estSignificantCoefficientsBit	523181519	203173261	104687576	1089362	4938669	8259095	2602	424	1035	522089555	198234168	96427446	1.71918144687 %	0.208218746351 %	4.28692526422 %	0.000488663420183 %	0.000497341726629 %	0.000473915426924 %
__x86.get_pc_thunk.bx	520785658	520785658	0	4	0	0	2	0	0	520785652	520785658	0	3.84035153288e-07 %	7.68070306575e-07 %	0.0 %	1.92017576644e-07 %	3.84035153288e-07 %	0.0 %
TEncSbac::estLastSignificantPositionBit	517361638	207761949	84788617	3107667	9261400	6010477	5710	1052	22097	514248261	198499497	78756043	2.26932547864 %	0.600675962759 %	5.22025207772 %	0.00356322572465 %	0.00110367672835 %	0.00791282010372 %
TComPrediction::xPredInterBlk	489180773	201485533	92431582	1479237	15322581	3707122	8250	141941	95	487693286	186021011	88724365	2.61894972701 %	0.302390666528 %	6.47451340151 %	0.0191912150834 %	0.00168649310344 %	0.0483251885485 %
TComTrQuant::xT	484047989	117426325	95696567	3286350	15823973	12747570	966	107	133609	480760673	101602245	82815388	4.56959604427 %	0.678930617352 %	13.4061351795 %	0.0193183627817 %	0.000199566989628 %	0.0627412657294 %
TEncSearch::xPatternRefinement	469848234	180252157	107850786	676538	26333200	16381612	5184	1467	0	469166512	153917490	91469174	5.72482124399 %	0.143990750852 %	14.8262324415 %	0.000877497153092 %	0.00110333499732 %	0.000509192993561 %
TEncBinCABACCounter::encodeBin	463231548	223037412	137253792	312761	20845096	2342629	190	1361	13316	462918597	202190955	134897847	2.85365351995 %	0.0675172063195 %	6.43582878032 %	0.00180529317058 %	4.10162047081e-05 %	0.00407364926955 %
void	462698336	262499916	19909696	271986	4605412	1562098	2177	65569	222	462424173	257828935	18347376	0.864236654204 %	0.0587825757817 %	2.18388813197 %	0.00912189974385 %	0.000470500935625 %	0.023296303385 %
TEncSearch::xTZSearchHelp	438995528	185543848	137738590	1231943	16569169	1034351	5453	0	4	437758132	168974679	136704235	2.47094417524 %	0.280627687852 %	5.4452447553 %	0.000715880589942 %	0.00124215388363 %	1.23730816457e-06 %
TEncSearch::xIntraCodingTUBlock	432114231	161134979	88363024	5524040	10687738	5695837	2301	3695	52392	426587890	150443546	82614795	3.21408770371 %	1.27837493045 %	6.5666156855 %	0.00856616080045 %	0.000532498083823 %	0.0224799394487 %
TComRdCost::xGetSSE4	405998631	156701226	90221918	2267920	4993638	1940867	1401	296	103	403729310	151707292	88280948	1.40942228493 %	0.558602868787 %	2.80836574801 %	0.000275683867336 %	0.000345075055192 %	0.000161588741151 %
TEncSearch::xPatternSearch	370008357	145928874	128957405	292009	20717148	17532028	2727	0	0	369713621	125211726	111425377	5.97635378688 %	0.0789195688356 %	13.9145453673 %	0.000422859773949 %	0.000737010380552 %	0.0 %
TEncSbac::estSignificantMapBit	353078016	130742064	62352798	3461620	10007618	7607776	2391	799	12168	349614005	120733647	54732854	3.85903710144 %	0.980412215752 %	9.12266324311 %	0.00281193018156 %	0.000677187446301 %	0.00671535216716 %
TComTrQuant::xDeQuant	345628057	130963311	19122565	1023694	1621872	2111050	484	0	512	344603879	129341439	17011003	0.959548578999 %	0.296183709415 %	2.48719073339 %	0.000200922333163 %	0.000140034927778 %	0.000341138029537 %
partialButterflyInverse16	325802964	189959444	27205618	617925	3124629	1406976	2482	1522	6910	325182557	186833293	25791732	0.948403912093 %	0.189662178764 %	2.08670996995 %	0.00201006311189 %	0.000761810135036 %	0.00388276084668 %
TComTrQuant::transformNxN	322992562	156212169	123787291	4856347	15864229	1736531	2400	5713	5556	318133815	140342227	122045204	3.72427929071 %	1.50354762659 %	6.28599783728 %	0.0022668624959 %	0.000743051166609 %	0.00402465061897 %
TEncEntropy::countNonZeroCoeffs	318575976	36836136	809328	89932	3664120	0	42	4312	0	318486002	33167704	809328	1.05385346822 %	0.0282293728263 %	9.733231074 %	0.00122227342633 %	1.31836683128e-05 %	0.01145423523 %
TComRdCost::xGetSAD24	316498310	83180995	2834605	4359	2187083	124246	236	5717	0	316493715	80988195	2710359	0.575306329165 %	0.00137725853892 %	2.68710443222 %	0.00147895509996 %	7.45659589778e-05 %	0.00664646878008 %
TComYuv::addAvg	313768568	119882884	26691882	515941	3747121	1678284	8555	92	2355	313244072	116135671	25011243	1.29063365562 %	0.164433615288 %	3.70145909017 %	0.00238995531974 %	0.00272653186855 %	0.00166945516393 %
TComYuv::addClip	311028741	83622507	29107833	848456	2989276	1519100	6315	1038	26666	310173970	80632193	27562067	1.2641220543 %	0.272790224232 %	3.99925698796 %	0.00802791055704 %	0.00203035898859 %	0.0245754603419 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/strcat.S:0x0012694b	293807284	293807284	0	154853	0	0	710	0	0	293651721	293807284	0	0.0263528184005 %	0.052705636801 %	0.0 %	0.000120827501336 %	0.000241655002672 %	0.0 %
TComYuv::removeHighFreq	293377250	84950258	36338466	407670	5579038	17786	5477	0	0	292964103	79371220	36320680	1.4480315185 %	0.138957604927 %	4.61446358361 %	0.00132082214202 %	0.00186687958933 %	0.0 %
TComRdCost::xGetSSE8	278197491	117574314	100447347	2086970	2890479	807136	1502	361	24929	276109019	114683474	99615282	1.16573191032 %	0.75017570881 %	1.69598515259 %	0.0053992273156 %	0.000539904222213 %	0.0115997648509 %
TComRdCost::xGetSSE16	277034011	120091799	111743809	814874	3969609	667218	2763	314	40546	276216374	116121876	111036045	1.07133552416 %	0.29414222357 %	2.0000495351 %	0.00857252985268 %	0.000997350466113 %	0.0176245574839 %
getTUEntropyCodingParameters	274446691	117788071	67503439	2423826	13560214	7710436	3456	864	49252	272019409	104226993	59743751	5.15390627719 %	0.883168236122 %	11.4795599647 %	0.0116527188481 %	0.00125926094696 %	0.0270471107931 %
TComYuv::copyPartToPartComponent	272262354	96896880	55428432	1157883	2206035	186272	5300	573	0	271099171	94690272	55242160	0.836150054345 %	0.425282079211 %	1.57052493022 %	0.00138322435395 %	0.00194665179454 %	0.000376168604204 %
TEncSbac::estCBFBit	270051180	125380905	63654921	4502790	18325763	8070887	3241	2316	6654	265545149	107052826	55577380	6.73062831144 %	1.66738393811 %	13.9638345591 %	0.0026598443956 %	0.00120014287662 %	0.00474513227985 %
TComRdCost::calcRdCost	252119740	87706614	54853409	1206342	9580774	333094	2353	2203	0	250911045	78123637	54520315	2.81752728224 %	0.478479789008 %	6.95417115638 %	0.00115435358666 %	0.000933286699407 %	0.00154531400433 %
TEncSearch::xEstimateResidualQT	246231009	93039844	82364854	7987529	17240777	6182701	32289	1207	574	238211191	75797860	76181579	7.44979765198 %	3.24391677248 %	13.3539627314 %	0.00808043518003 %	0.013113295572 %	0.00101536619048 %
TComTrQuant::xTransformSkip	228448660	63342583	45689732	2884371	3463215	3536044	1540	0	0	225562749	59879368	42153688	2.92864805194 %	1.26259046562 %	6.41943537565 %	0.000456322019338 %	0.000674112074021 %	0.0 %
TComTU::TComTU	228039314	82662713	79698790	1198974	5147244	4724505	3602	358	3364	226836738	77515111	74970921	2.83573253895 %	0.52577513016 %	6.0801044691 %	0.00187602066417 %	0.00157955219949 %	0.00229241533937 %
TComRdCost::getDistPart	227039966	73531498	130818683	2905801	2333006	1264767	4182	0	21	224129983	71198492	129553895	1.50758519758 %	1.2798632114 %	1.76059203001 %	0.000974292071627 %	0.0018419664492 %	1.02764773181e-05 %
TComRdCost::setDistParam	214967810	91348674	71794470	105070	4169780	13070225	243	32	0	214862497	87178862	58724245	4.58729767453 %	0.0488770853645 %	10.5674100531 %	7.27299743874e-05 %	0.000113040180295 %	1.96146765444e-05 %
TEncSearch::xTZSearch	213529467	77395894	89776931	6658331	7690664	2334263	34720	47	0	206836416	69705183	87442668	4.38223208806 %	3.1182258325 %	5.99674438713 %	0.00913233272575 %	0.0162600508903 %	2.8114617313e-05 %
TComRdCost::xGetSSE32	209607480	92004498	88958142	274962	2877546	259028	1787	924	6	209330731	89126028	88699108	0.87347593308 %	0.1311794789 %	1.73327157473 %	0.000695649733779 %	0.000852545911052 %	0.000513918231962 %
TEncSearch::predInterSearch	207328514	51737109	86815376	6002286	11982664	7752270	45798	2961	4572	201280430	39751484	79058534	7.44106212091 %	2.89506054146 %	14.2436521438 %	0.0154188868872 %	0.0220895809826 %	0.00543692882881 %
TComDataCU::initEstData	206351568	96015988	88422172	778887	1291143	4822797	7170	9801	9126	205565511	94715044	83590249	1.76381990266 %	0.377456303119 %	3.31489969321 %	0.00667801585614 %	0.00347465254056 %	0.010261976155 %
TComDataCU::clipMv	205045830	70834014	33552954	684448	3615528	349920	3031	455	3	204358351	67218031	33203031	1.50271594674 %	0.33380244797 %	3.79879603362 %	0.00112754692539 %	0.00147820611616 %	0.000438752086372 %
TComTURecurse::nextSection	195990628	86473881	45705385	2315572	2963031	1340658	2284	624	152	193672772	83510226	44364575	2.01702262183 %	1.18147077931 %	3.25594862964 %	0.000932443851781 %	0.00116536184577 %	0.000587081486744 %
TEncSbac::codeQtCbf	187389986	77367754	47418946	3404154	6602571	858143	805	846	76886	183985027	70764337	46483917	3.48035855567 %	1.81661468292 %	5.97877337889 %	0.0251578684515 %	0.000429585388837 %	0.0622918948894 %
TComYuv::subtract	175902981	59867991	25473150	696501	2493027	1557112	4875	5219	11407	175201605	57369745	23904631	1.81693657398 %	0.395957473853 %	4.74582241641 %	0.0082302330232 %	0.00277141408991 %	0.0194818112404 %
TComRdCost::xGetSAD12	172699966	47797371	4130637	8005	1505568	53594	207	5161	0	172691754	46286642	4077043	0.697672232044 %	0.00463520647132 %	3.00254537012 %	0.00238972907266 %	0.000119861054286 %	0.00993875983073 %
partialButterflyInverse8	156475748	82764032	19198868	765776	890694	1253601	1412	921	121	155708560	81872417	17945146	1.12602005254 %	0.489389576204 %	2.10301492013 %	0.000949548381788 %	0.000902376258332 %	0.0010219403332 %
TEncSbac::xCopyContextsFrom	152784780	61113912	61113912	130469	9401150	2021318	588	1662	1056	152653723	51711100	59091538	4.20087546242 %	0.0853939770702 %	9.34522731911 %	0.00120212672144 %	0.000384855088314 %	0.00222371626284 %
TEncSampleAdaptiveOffset::getBlkStats	147800297	48393945	28099202	481	2754542	344089	425	41994	48526	147799391	45597409	27706587	1.38172206228 %	0.00032543912953 %	4.05086092222 %	0.0405473287039 %	0.000287550166425 %	0.118337398251 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memcpy-ssse3.S:__memcpy_chk_ssse3	144451372	41162748	25338732	64780	6624032	6839089	328	353	193	144386264	34538363	18499450	6.41276042099 %	0.0448455415155 %	20.2448441749 %	0.000414310587278 %	0.00022706603299 %	0.000821034358935 %
TComTrQuant::xQuant	139095330	63225150	45522108	625092	2377014	6624939	1009	11112	195	138469229	60837024	38896974	3.88433847374 %	0.449398265204 %	8.27786664745 %	0.00496928316452 %	0.000725401780204 %	0.0103975035398 %
TEncBinCABAC::copyState	130957104	70935098	54565460	177102	9659734	2199473	27	379	17687	130779975	61274985	52348300	4.69329280558 %	0.135236649705 %	9.44952531605 %	0.00705496566525 %	2.06174382109e-05 %	0.0143951551195 %
void	130008648	85427952	5331128	54574	1290509	473290	238	10747	555	129953836	84126696	4857283	0.823658881882 %	0.041977207547 %	1.94338571964 %	0.00522721328183 %	0.000183064745047 %	0.0124527485294 %
TComDataCU::xAddMVPCand	128866057	51770610	24213118	897646	9177093	434641	4366	67583	32	127964045	42525934	23778445	5.13028607767 %	0.69657287644 %	12.6497267941 %	0.0351384308263 %	0.00338801395933 %	0.0889861576679 %
fillReferenceSamples	120941816	33945890	16176247	2286724	1646589	2299106	2491	11166	4689	118652601	32288135	13872452	3.64332689073 %	1.89076373717 %	7.872160359 %	0.0107246440166 %	0.00205966809693 %	0.0316327294664 %
TComDataCU::getQuadtreeTULog2MinSizeInCU	118982847	50422566	16596972	711645	5722498	255790	1090	165	27452	118270112	44699903	16313730	3.59669205317 %	0.598107221287 %	8.92021666876 %	0.0154336730682 %	0.000916098435601 %	0.0412073864192 %
TComYuv::clear	118607541	30651387	26653380	222277	5792105	46829	1073	423	87	118384191	24858859	26606464	3.44558664991 %	0.187405453419 %	10.1892640101 %	0.000899880183483 %	0.0009046642321 %	0.000889978315417 %
TComTrQuant::calcPatternSigCtx	118457581	47940450	5686304	179936	302966	0	985	1046	0	118276660	47636438	5686304	0.280619383513 %	0.151899100489 %	0.564953082933 %	0.00118023526081 %	0.000831521285244 %	0.00195051895179 %
TComDataCU::setTransformSkipPartRange	114605316	57302658	38201772	218840	2078673	21644	1151	2	0	114385325	55223983	38180128	1.10378363886 %	0.190951002657 %	2.19918280231 %	0.000548760836634 %	0.00100431641408 %	2.09414369574e-06 %
TEncSearch::xGetTemplateCost	113884232	48941984	38588872	1590473	7772507	1239077	5265	779	20	112288494	41168698	37349775	5.26378490573 %	1.39656998345 %	10.2953226003 %	0.00301069798703 %	0.00462311586735 %	0.00091282095996 %
TEncSbac::xCopyFrom	112042172	50928260	50928260	142997	12028236	557094	336	2746	16160	111898839	38897278	50355006	5.95063339611 %	0.127627836419 %	12.3559395118 %	0.00899584743604 %	0.000299887081803 %	0.0185614038257 %
TEncSearch::xMotionEstimation	105680960	44562366	34651132	3352877	7421145	1484472	16938	3964	107	102311145	37137257	33166553	6.62999536741 %	3.1726405589 %	11.2425498493 %	0.0113626986051 %	0.0160274849888 %	0.00513927563204 %
TComTrQuant::rdpcmNxN	103689246	48051114	30348072	968832	7868382	5256044	1053	13	395	102719361	40182719	25091633	7.73978766537 %	0.934361119764 %	16.7405130967 %	0.000802357395224 %	0.00101553443643 %	0.000520413566539 %
TComDataCU::fillMvpCand	101267492	30925574	41407608	2159915	3778725	632135	12483	8175	269	99095094	27138674	40775204	3.78499394536 %	2.13288090516 %	6.09797589162 %	0.0120546767002 %	0.0123267593119 %	0.0116737571423 %
TEncSbac::estBit	98375787	30862992	61725984	444111	2041160	2748978	1128	0	10500	97930548	28821832	58966506	2.74095017205 %	0.45144340243 %	5.17355111477 %	0.00608908147101 %	0.00114662360973 %	0.0113404429486 %
TComTrQuant::xIT	97392300	21189926	19553856	921069	1372879	1898802	2479	10	4223	96468752	19817037	17650831	3.03523159141 %	0.945730822663 %	8.02989030326 %	0.004858976672 %	0.00254537576379 %	0.0103893153561 %
TEncSearch::xExtDIFUpSamplingQ	96043338	33924607	49142312	2360180	5474764	255085	12862	218	0	93670296	28449625	48887227	4.51678710952 %	2.45741146564 %	6.89787110077 %	0.00730276435257 %	0.0133918710739 %	0.000262439010167 %
xTrMxN	94235485	27575715	25164330	2828620	2739581	3580681	3094	238	368	91403771	24835896	21583281	6.22476544225 %	3.00165059903 %	11.9838009239 %	0.00251742585994 %	0.0032832642608 %	0.00114903201163 %
TComCUMvField::clearMvField	87957384	5462112	27098824	212382	295917	1412847	894	489	53231	87744108	5165706	25632746	1.59406968169 %	0.241460114366 %	5.24789582216 %	0.0453159320508 %	0.00101640130634 %	0.164982972234 %
TComPrediction::xPredInterUni	86300460	34275360	28154760	376886	2900987	527493	2069	746	11	85921505	31373627	27627256	2.55856327596 %	0.436713778814 %	5.49170816907 %	0.001900079997 %	0.00239743797426 %	0.00121255573432 %
TComDataCU::getPULeft	86238925	43453184	17595120	1686488	2606528	206107	4164	4689	139	84548273	40841967	17388874	3.05465927396 %	1.95559951611 %	4.60722872825 %	0.00610507785437 %	0.00482844608743 %	0.00790849161018 %
TComDataCU::getPUBelowLeft	84720521	42939510	16218572	707458	4153514	488869	4265	5260	37	84008798	38780736	15729666	3.71830201882 %	0.83504916123 %	7.8474197321 %	0.00664588048579 %	0.00503419944738 %	0.00895397521509 %
TEncSearch::xEstimateMvPredAMVP	83639208	31835299	38156625	1086526	4683372	3589360	4368	1148	716	82548314	27150779	34566549	6.09203218004 %	1.29906299448 %	11.8195522101 %	0.00405646949213 %	0.00522243108758 %	0.00266316439594 %
TEncSearch::xEncodeResidualQT	82479309	37332210	18132830	267569	1760474	504353	975	1	83223	82210765	35571735	17545254	1.83580988881 %	0.324407421987 %	4.08334150665 %	0.0610383829496 %	0.00118211465617 %	0.150047669667 %
TComCUMvField::setAllMv	82456385	25248552	15564785	277465	1762135	1157284	2308	325	27211	82176612	23486092	14380290	2.59340570266 %	0.336499107983 %	7.15310046811 %	0.0242103247381 %	0.00279905552493 %	0.0674681416028 %
QpParam::QpParam	79531219	35526298	24163032	1309609	7455971	510149	206	1791	0	78221404	28068536	23652883	6.66261487017 %	1.64666028821 %	13.3459698743 %	0.00143441468544 %	0.00025901778269 %	0.00300053627675 %
TEncSearch::xCheckBestMVP	78231327	30308280	16563408	800813	3224467	267206	2792	354	0	77427722	27083459	16296202	3.4311611115 %	1.02364747053 %	7.44942874684 %	0.00251472756272 %	0.00356890277472 %	0.000755253363182 %
fastForwardDst	77231514	35361126	9324078	384461	175926	497219	326	46	25	76846727	35185154	8826834	0.867482341511 %	0.4978032672 %	1.50641585971 %	0.000325632125366 %	0.000422107483222 %	0.000158889282457 %
TComDataCU::xGetColMVP	76315004	33518648	11138676	606634	9902401	417783	6572	80038	95	75701798	23536209	10720798	9.03249377825 %	0.794907905659 %	23.1097232785 %	0.071673416089 %	0.00861167484182 %	0.179439771178 %
TComDataCU::setCbfPartRange	75946536	37973268	25315512	278436	3808391	778491	710	40	0	75667390	34164837	24537021	3.49431318129 %	0.366621066167 %	7.24754371944 %	0.000538656442594 %	0.00093486818148 %	6.3202355931e-05 %
TComDataCU::setExplicitRdpcmModePartRange	75935124	37967562	25311708	495051	2509005	1626715	399	166	167	75439674	35458391	23684826	3.32635934184 %	0.651939410805 %	6.53566325907 %	0.00052580769773 %	0.000525448539466 %	0.000526238687646 %
TComDataCU::setCrossComponentPredictionAlphaPartRange	73898406	36949203	24632802	71992	2515643	19116	358	5	0	73826056	34433555	24613686	1.92407963687 %	0.0974202339358 %	4.11607092039 %	0.000267935413925 %	0.000484448879723 %	8.11925496742e-06 %
TEncSbac::estSignificantCoeffGroupMapBit	73299606	36649803	19289370	646622	2366695	1928937	466	262	176	72652518	34282846	17360257	3.82412619358 %	0.882162995528 %	7.67911245309 %	0.000699480455475 %	0.00063574693703 %	0.000782993341714 %
TEncSbac::codeIntraDirLumaAng	72332016	25018044	25191080	1478864	1490962	801821	214	2051	63	70852938	23525031	24389196	3.07786185113 %	2.0445496777 %	4.56646684376 %	0.00189977015066 %	0.000295857922721 %	0.0042103901275 %
TComDataCU::getPUAbove	71108831	34063064	16055104	1775485	1289164	245270	7874	2604	95	69325472	32771296	15809739	2.7303480473 %	2.49685584059 %	3.06163226078 %	0.00872165448887 %	0.0110731675507 %	0.005385272662 %
TComTU::getGolombRiceStatisticsIndex	70424963	38137710	5867340	1127679	1300599	0	190	0	0	69297094	36837111	5867340	2.12206390294 %	1.60124897758 %	2.95556759963 %	0.000166040355165 %	0.000269790699074 %	0.0 %
TComDataCU::getPartIndexAndSize	69965674	31451087	11025025	212031	4838242	709097	1957	1891	100	69751686	26610954	10315828	5.12209046555 %	0.30305003565 %	13.0599029403 %	0.00351115020532 %	0.00279708589672 %	0.00468734049858 %
TComDataCU::getCoefScanIdx	68670330	30274782	15071261	1492549	1325061	783105	862	87	5807	67176919	28949634	14282349	3.15806835918 %	2.17349909342 %	4.64906276387 %	0.00592546475759 %	0.00125527283763 %	0.0129978265138 %
TComCUMvField::setAllRefIdx	66711365	20211514	14239891	473572	784233	362732	3465	13	9689	66234328	19427268	13867470	1.60191046568 %	0.709882041838 %	3.32922561504 %	0.0130156578354 %	0.00519401754109 %	0.0281614058991 %
TComRdCost::setDistParam	66671161	35296497	23530998	595620	5590624	55987	231	226	0	66075310	29705647	23475011	4.97394250979 %	0.893369773477 %	9.59859161095 %	0.000364147326008 %	0.000346476642277 %	0.000384174100903 %
TEncSbac::codeQtCbfZero	65086179	29176563	26932212	215877	1725803	66521	100	0	0	64870202	27450760	26865691	1.65700050515 %	0.331678711697 %	3.19437378556 %	8.25116860888e-05 %	0.000153642449959 %	0.0 %
TEncSbac::codeLastSignificantXY	64659842	25536469	14401845	840543	1713755	47052	701	778	11826	63818598	23821936	14342967	2.48699413018 %	1.29994595409 %	4.40881655645 %	0.0127201095209 %	0.00108413503392 %	0.0315586682002 %
TEncSbac::resetBits	63177282	40613967	22563315	193571	8480601	320139	550	603	110	62983161	32132763	22243066	7.11831113596 %	0.306393364627 %	13.9302289073 %	0.000999568167557 %	0.00087056610001 %	0.0011285702351 %
