BasketballPass__QP_32_nF_8_MSizeL1_32768_AssL1_1_MSizeLL_16777216_AssLL_4_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TComRdCost::xGetSAD64	1609004826	409951917	4876323	10723	14716869	190402	162	9589	28	1608993941	395225459	4685893	0.737115834829 %	0.000666436782956 %	3.59360081175 %	0.000483192026274 %	1.00683352456e-05 %	0.00231830889816 %
TEncSearch::xEstimateResidualQT	1371686767	537847409	456708205	12036158	73182436	17099375	877	195	565	1359649732	464664778	439608265	4.32406966512 %	0.87747132141 %	9.0776030751 %	6.91814166268e-05 %	6.39358796118e-05 %	7.64160384097e-05 %
TComTrQuant::getSigCtxInc	991323875	306608975	81272464	258310	5978030	453711	40	28	0	991065525	300630917	80818753	0.485065633963 %	0.0260570744349 %	1.65817189309 %	4.93037543502e-06 %	4.03500823583e-06 %	7.21870066074e-06 %
partialButterfly16	972515340	523881120	87855840	871429	7989942	6963683	333	87	3153	971643578	515891091	80889004	0.998897334724 %	0.0896056816955 %	2.44445341344 %	0.000225532258972 %	3.42411051326e-05 %	0.0005296394058 %
TComInterpolationFilter::filterVer	948999809	497416539	103178400	1383447	10601384	4957384	273	6343	1409	947616089	486808812	98219607	1.09333198385 %	0.145779481395 %	2.59055929208 %	0.000517877336017 %	2.87671290775e-05 %	0.00129072016706 %
partialButterfly32	911246688	522145536	54774720	334325	10678697	5591719	228	192	14470	910912135	511466647	49168531	1.11578482958 %	0.0366887478882 %	2.82021922974 %	0.00100055978666 %	2.5020667071e-05 %	0.00254142575989 %
TComRdCost::xGetHADs	910025804	348413404	291337272	712469	5178608	2511426	137	0	0	909313198	343234796	288825846	0.542175152897 %	0.0782910766781 %	1.2020360882 %	8.83998446021e-06 %	1.50545181684e-05 %	0.0 %
TComRdCost::xGetComponentBits	823917508	89593416	0	74833	0	0	5	0	0	823842670	89593416	0	0 %	0 %	0 %	0 %	0 %	0 %
TComRdCost::xGetSAD4	814935852	256045614	46693026	206390	7213998	597807	88	15402	465	814729374	248816214	46094754	0.71739983845 %	0.0253259197633 %	2.58037923405 %	0.00142751759248 %	1.07983959454e-05 %	0.00524115454836 %
partialButterfly8	762999300	387105600	100317000	3898258	5019634	8957755	270	25	3367	759100772	382085941	91355878	1.42956925179 %	0.510912395332 %	2.8676120065 %	0.000292861153503 %	3.53866641817e-05 %	0.000695905360154 %
TEncSbac::codeCoeffNxN	735258089	263033408	194053915	5811695	7674553	4534107	506	609	2116	729445888	255358246	189517692	1.51133680045 %	0.790429250211 %	2.6709688468 %	0.000270978524133 %	6.88193720777e-05 %	0.000596166172826 %
__memset_chk_sse2	706753672	149665324	205463776	208078	7303741	88491630	1975	97	117387	706543619	142361486	116854759	9.04087075631 %	0.0294413751557 %	26.9748018397 %	0.0112497352015 %	0.000279446726384 %	0.0330820538221 %
partialButterflyInverse32	622255632	342292512	44849760	246326	4488919	1806291	243	128	0	622009063	337803465	43043469	0.648063164593 %	0.0395859816019 %	1.6260714614 %	3.67545839485e-05 %	3.90514745875e-05 %	3.30627805997e-05 %
TComPrediction::xPredIntraAng	611156319	190096662	82741679	1545550	2791219	4305313	147	37	549	609610622	187305406	78435817	0.977616991487 %	0.252889473929 %	2.60100247421 %	8.29190529273e-05 %	2.4052766114e-05 %	0.000214779197767 %
partialButterfly4	558134256	257442000	98857728	657822	2160314	6786015	88	7	557	557476346	255281679	92071156	1.05028369112 %	0.117860889728 %	2.51089975572 %	7.1300937127e-05 %	1.57668157892e-05 %	0.000158293693674 %
TEncSbac::estSignificantCoefficientsBit	523181519	203173261	104687576	1082808	5223861	6097628	126	14	68	522098585	197949386	98589880	1.49261910785 %	0.20696602626 %	3.67746970038 %	2.50288085196e-05 %	2.40834195063e-05 %	2.66354112459e-05 %
__x86.get_pc_thunk.bx	520788102	520788102	0	83	0	0	13	0	0	520788006	520788102	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSbac::estLastSignificantPositionBit	517361638	207761949	84788617	3095837	6244944	5395158	174	209	366	514265627	201516796	79393093	1.81944893869 %	0.59838936106 %	3.97883420947 %	9.247915963e-05 %	3.36321805135e-05 %	0.000196547218439 %
TComPrediction::xPredInterBlk	489180773	201485533	92431582	1364411	15231648	3377092	118	26836	404	487816244	186227049	89054086	2.55053056662 %	0.278917544455 %	6.33128832936 %	0.00349356069263 %	2.41219619644e-05 %	0.00926791895055 %
TComTrQuant::xT	484047989	117426325	95696567	2986813	15999504	12831491	50	3	11196	481061126	101426818	82853880	4.56384637786 %	0.617048943054 %	13.5278733924 %	0.001613521205 %	1.03295543285e-05 %	0.0052547147305 %
TEncSearch::xPatternRefinement	469848234	180252157	107850786	773387	21385170	13668889	173	24	0	469074674	158866963	94181897	4.72688044919 %	0.164603577078 %	12.1671992084 %	2.59911200059e-05 %	3.68204001805e-05 %	8.33035572288e-06 %
TEncBinCABACCounter::encodeBin	463231548	223037412	137253792	311640	22189973	1216992	379	2397	262	462919529	200845042	136036538	2.88013961271 %	0.0672752107117 %	6.49667955813 %	0.000368902983266 %	8.18165346545e-05 %	0.00073801413148 %
void	462698336	262499916	19909696	264041	4652522	1530326	45	36566	468	462434250	257810828	18378902	0.86522885943 %	0.0570654742964 %	2.18931925022 %	0.00497632592694 %	9.72555907355e-06 %	0.0131135763184 %
TEncSearch::xTZSearchHelp	438995528	185543848	137738590	1071591	13592933	497935	32	4159	940	437923905	171946756	137239715	1.98909842292 %	0.244100664278 %	4.35868650558 %	0.000673114038298 %	7.28936810491e-06 %	0.00157725858279 %
TEncSearch::xIntraCodingTUBlock	432114231	161134979	88363024	5338581	10549327	5821733	381	2637	49986	426775269	150583015	82491305	3.18504274382 %	1.23545595516 %	6.56159961328 %	0.00777626887489 %	8.81711299159e-05 %	0.0210915515825 %
TComRdCost::xGetSSE4	405998631	156701226	90221918	1914619	4769902	1805008	84	130	141	404083928	151931194	88416769	1.30023677032 %	0.471582624622 %	2.66273541374 %	5.43709849469e-05 %	2.06897249365e-05 %	0.000109750749002 %
TEncSearch::xPatternSearch	370008357	145928874	128957405	292775	17507906	16850916	148	286	1858	369715434	128420682	112104631	5.37321836245 %	0.0791265911867 %	12.499285932 %	0.000355406894716 %	3.99990965609e-05 %	0.00077995890075 %
TEncSbac::estSignificantMapBit	353078016	130742064	62352798	3175821	4358858	7307183	84	23	201	349902111	126383183	55045414	2.71742933379 %	0.899467215767 %	6.0416112988 %	5.63924010888e-05 %	2.37907760306e-05 %	0.000116005158128 %
TComTrQuant::xDeQuant	345628057	130963311	19122565	1193023	1694882	1998884	36	0	3	344434998	129268429	17123678	0.98580828068 %	0.345175391823 %	2.46110166955 %	7.8674407564e-06 %	1.04158210744e-05 %	1.99885564182e-06 %
partialButterflyInverse16	325802964	189959444	27205618	616201	4556079	1594280	176	48	78	325186587	185403317	25611260	1.24621702862 %	0.189133024585 %	2.83211256146 %	5.56202180495e-05 %	5.40203802443e-05 %	5.80203826709e-05 %
TComTrQuant::transformNxN	322992562	156212169	123787291	5592967	10401524	1559835	84	10	0	317399511	145810635	122227456	2.91120369085 %	1.7316086059 %	4.27192216728 %	1.5588929301e-05 %	2.60067908313e-05 %	3.5714354592e-06 %
TEncEntropy::countNonZeroCoeffs	318575976	36836136	809328	89471	3765291	0	16	4989	0	318486489	33065856	809328	1.08212520841 %	0.0280846663717 %	10.0019779275 %	0.00140502491933 %	5.02234983344e-06 %	0.013252592663 %
TComRdCost::xGetSAD24	316498310	83180995	2834605	4088	2031347	111803	57	1179	0	316494165	81148469	2722802	0.533456843765 %	0.00129163406907 %	2.49158292217 %	0.000307070133303 %	1.80095748379e-05 %	0.00137068159729 %
TComYuv::addAvg	313768568	119882884	26691882	515350	4003930	1872510	257	1113	762	313252961	115877841	24818610	1.38848323152 %	0.164245259901 %	4.00917576768 %	0.000463132588773 %	8.19075032398e-05 %	0.00127921063848 %
TComYuv::addClip	311028741	83622507	29107833	848473	3123531	1486401	214	114	5195	310180054	80498862	27616237	1.28809157012 %	0.272795689965 %	4.08934453671 %	0.00130333490128 %	6.88039308882e-05 %	0.00470946863107 %
0x001366a7	295652424	295652424	0	235284	0	0	8	0	0	295417132	295652424	0	0 %	0 %	0 %	0 %	0 %	0 %
TComYuv::removeHighFreq	293377250	84950258	36338466	402268	5421985	125186	206	0	0	292974776	79528273	36213280	1.43475456706 %	0.137116289692 %	4.57352573022 %	4.96785395756e-05 %	7.02167601612e-05 %	0.0 %
TComRdCost::xGetSSE8	278197491	117574314	100447347	1847385	3663173	1285655	113	75	166	276349993	113911066	99161526	1.36959909198 %	0.664055234057 %	2.26987904656 %	7.13394472126e-05 %	4.06186265713e-05 %	0.00011053947525 %
TComRdCost::xGetSSE16	277034011	120091799	111743809	844180	3632832	625308	144	2105	30	276189687	116456862	111118471	1.00267726928 %	0.304720708101 %	1.8367066374 %	0.000447855386706 %	5.1979177387e-05 %	0.000920911165639 %
getTUEntropyCodingParameters	274446691	117788071	67503439	2412595	13393628	9705412	188	65	3149	272033908	104394378	57794878	5.54916579577 %	0.879076002414 %	12.4663240102 %	0.000739986364544 %	6.85014635502e-05 %	0.00173456409309 %
TComYuv::copyPartToPartComponent	272262354	96896880	55428432	1224929	2087909	167387	331	156	8	271037094	94808815	55261037	0.819671714157 %	0.449907591705 %	1.48057861848 %	0.000116583697464 %	0.000121573913961 %	0.000107664312547 %
TEncSbac::estCBFBit	270051180	125380905	63654921	3684722	13104139	7563950	183	155	111	266366275	112276611	56090860	5.30461779177 %	1.36445321217 %	10.9334243341 %	9.78028116962e-05 %	6.77649325583e-05 %	0.000140714067607 %
TComRdCost::calcRdCost	252119740	87706614	54853409	1105215	8861957	774971	114	488	0	251014411	78844169	54078438	2.72173645751 %	0.438369086054 %	6.75990912263 %	0.000152528722381 %	4.5216610171e-05 %	0.000342311953752 %
TEncSearch::xEstimateResidualQT	246231009	93039844	82364854	7863855	17399098	5171312	3547	878	3005	238363607	75639868	77190537	7.21814222437 %	3.19368995479 %	12.8676199996 %	0.00176218471933 %	0.00144051718523 %	0.00221373774151 %
TComTrQuant::xTransformSkip	228448660	63342583	45689732	2973991	3625750	4196125	42	0	0	225474627	59716833	41493607	3.19895543741 %	1.30182028645 %	7.17390527753 %	1.24451459819e-05 %	1.8384874746e-05 %	0.0 %
TComTU::TComTU	228039314	82662713	79698790	1029911	5050189	3674726	84	33	1216	227009319	77612491	76022848	2.49866946359 %	0.451637475107 %	5.373758458 %	0.000341443957583 %	3.68357536806e-05 %	0.000769271026026 %
TComRdCost::getDistPart	227039966	73531498	130818683	3514438	1745575	1646802	126	0	1014	223525402	71785923	129170867	1.6010599797 %	1.54793804012 %	1.66008025214 %	0.000264261946623 %	5.54968370635e-05 %	0.000496207047646 %
TComRdCost::setDistParam	214967810	91348674	71794470	100303	9859336	12795429	34	808	45	214867473	81488530	58998996	6.0180927739 %	0.0466595440499 %	13.8864339895 %	0.000234587226479 %	1.58163215227e-05 %	0.000522853721637 %
TEncSearch::xTZSearch	213529467	77395894	89776931	6461774	5292953	1920793	1706	3947	1032	207065987	72098994	87855106	3.59218220835 %	3.02617436871 %	4.31514272729 %	0.00175596526222 %	0.000798952961373 %	0.00297835488513 %
TComRdCost::xGetSSE32	209607480	92004498	88958142	276830	2582512	233788	198	16	33	209330452	89421970	88724321	0.79195254363 %	0.13207066847 %	1.55628808245 %	6.3240884889e-05 %	9.44622777775e-05 %	2.70774122217e-05 %
TEncSearch::predInterSearch	207328514	51737109	86815376	6076861	10961493	7725330	923	5413	5477	201250730	40770203	79084569	7.15959652933 %	2.93103002706 %	13.4871799665 %	0.00341533649844 %	0.000445187196972 %	0.00785983737498 %
TComDataCU::initEstData	206351568	96015988	88422172	778698	2662009	6049400	214	3118	1134	205572656	93350861	82371638	2.42844330852 %	0.377364711859 %	4.723214003 %	0.0011428140711 %	0.000103706505395 %	0.00230537975438 %
TComDataCU::clipMv	205045830	70834014	33552954	716049	4113017	426502	41	82	0	204329740	66720915	33126452	1.69845214663 %	0.349214124472 %	4.34874111872 %	3.97501495624e-05 %	1.99955297799e-05 %	7.85538669923e-05 %
TComTURecurse::nextSection	195990628	86473881	45705385	2258428	2985486	745564	70	10	18	193732130	83488385	44959803	1.82511501192 %	1.15231428311 %	2.82271956329 %	2.9862580874e-05 %	3.57159935219e-05 %	2.11833526145e-05 %
TEncSbac::codeQtCbf	187389986	77367754	47418946	3508956	7458267	727975	163	18	678	183880867	69909469	46690293	3.74633934066 %	1.87254189773 %	6.56018790464 %	0.000275164686706 %	8.6984370659e-05 %	0.000557751747582 %
TComYuv::subtract	175902981	59867991	25473150	696725	2467393	1483252	164	2880	3532	175206092	57397718	23986366	1.7789376329 %	0.396084816777 %	4.62923855213 %	0.00251718582208 %	9.32332124605e-05 %	0.00751337505553 %
TComRdCost::xGetSAD12	172699966	47797371	4130637	8397	685430	20381	39	960	25	172691530	47110981	4110231	0.317951494323 %	0.00486218972388 %	1.35921062098 %	0.000455864860358 %	2.25825174743e-05 %	0.00189685689465 %
partialButterflyInverse8	156475748	82764032	19198868	782340	814490	1234129	108	12	11	155693300	81949530	17964728	1.09540853193 %	0.49997524217 %	2.00918079027 %	5.06890130458e-05 %	6.90202803824e-05 %	2.25572242453e-05 %
TEncSbac::xCopyContextsFrom	152784780	61113912	61113912	132349	10704323	2180167	47	1232	459	152652384	50408357	58933286	4.73317906549 %	0.0866244661281 %	10.5413723147 %	0.000631971035044 %	3.07622264469e-05 %	0.00138348204579 %
TEncSampleAdaptiveOffset::getBlkStats	147800297	48393945	28099202	481	2733026	357011	429	27759	32389	147799387	45633160	27709802	1.37789047459 %	0.00032543912953 %	4.03962592884 %	0.0270079227104 %	0.000290256520932 %	0.0786318805788 %
TComTrQuant::xQuant	139095330	63225150	45522108	633047	1531662	7605579	52	0	477	138462231	61693488	37916052	3.94213443252 %	0.455117364472 %	8.40227254282 %	0.000213441928713 %	3.73844326765e-05 %	0.000438631749225 %
__memcpy_chk_ssse3	135536312	40575647	24916793	117581	6866932	5698471	13072	340	492	135405659	33708375	19217830	6.30903981337 %	0.0867523973944 %	19.1860358234 %	0.00691642357706 %	0.00964464784906 %	0.0012703756342 %
TEncBinCABAC::copyState	130957104	70935098	54565460	176337	10323114	2651501	158	67	1011	130780609	60611917	51912948	5.12792322032 %	0.134652488955 %	10.3382926791 %	0.000481950896051 %	0.000120650193975 %	0.000858960324304 %
void	130008648	85427952	5331128	55232	1276563	449544	45	3897	65	129953371	84147492	4881519	0.806883785116 %	0.0424833277245 %	1.90185599061 %	0.00181502977645 %	3.46130820467e-05 %	0.00436540343952 %
TComDataCU::xAddMVPCand	128866057	51770610	24213118	782719	8420795	304473	172	37483	56	128083166	43312332	23908589	4.64144348504 %	0.607389578157 %	11.4830743761 %	0.0184090991357 %	0.000133471919607 %	0.0494039987088 %
fillReferenceSamples	120941816	33945890	16176247	2357488	1604041	2556524	202	5547	2553	118584126	32336302	13617170	3.81030186997 %	1.94927451726 %	8.30085317392 %	0.00485315570838 %	0.000167022463099 %	0.0161605240415 %
TComDataCU::getQuadtreeTULog2MinSizeInCU	118982847	50422566	16596972	711426	5765953	262313	245	106	273	118271176	44656507	16334386	3.62344386068 %	0.597923161143 %	8.99478895244 %	0.000335479569254 %	0.00020591203369 %	0.000565506733275 %
TComYuv::clear	118607541	30651387	26653380	201635	5065186	50289	53	124	42	118405853	25586077	26603049	3.02259123335 %	0.170001838247 %	8.92678788834 %	0.000124493847241 %	4.46851857421e-05 %	0.00028967921639 %
TComTrQuant::calcPatternSigCtx	118457581	47940450	5686304	189039	320968	0	15	0	0	118268527	47619482	5686304	0.296370381418 %	0.159583707859 %	0.598522148105 %	8.71665628368e-06 %	1.2662760689e-05 %	0.0 %
TComDataCU::setTransformSkipPartRange	114605316	57302658	38201772	190781	3445196	1080	59	0	0	114414476	53857462	38200692	1.73102726991 %	0.166467845174 %	3.60849857959 %	2.80805631929e-05 %	5.14810325203e-05 %	0.0 %
TEncSearch::xGetTemplateCost	113884232	48941984	38588872	1490400	6678565	2492990	149	1931	422	112393683	42261488	36095460	5.29352349214 %	1.30869741476 %	10.478082152 %	0.00124221081193 %	0.000130834618088 %	0.0026881948921 %
TEncSbac::xCopyFrom	112042172	50928260	50928260	143908	12935367	738612	25	884	244	111898239	37992009	50189404	6.4600147251 %	0.12844092312 %	13.4247459073 %	0.000539040229381 %	2.23130269199e-05 %	0.00110744015209 %
TEncSearch::xMotionEstimation	105680960	44562366	34651132	3082430	7594194	1789609	284	3078	485	102598246	36965094	32861038	6.74235081724 %	2.9167316421 %	11.8462171687 %	0.00208064646264 %	0.000268733365026 %	0.00449797078776 %
TComTrQuant::rdpcmNxN	103689246	48051114	30348072	1592336	6038984	5292078	37	2	701	102096873	42012128	25055293	7.09731961446 %	1.53568095191 %	14.4530352649 %	0.000406395942824 %	3.56835461992e-05 %	0.000896692983522 %
TComDataCU::fillMvpCand	101267492	30925574	41407608	2096894	3724026	535928	225	6559	92	99170373	27194989	40871588	3.66176458508 %	2.07064869346 %	5.88934964869 %	0.00396081411527 %	0.000222183837633 %	0.00919495011294 %
TEncSbac::estBit	98375787	30862992	61725984	463655	2369209	1508409	83	12	105	97912049	28493771	60217470	2.27333720201 %	0.471310079583 %	4.18799101958 %	0.000104731363451 %	8.43703542621e-05 %	0.000126364935713 %
TComTrQuant::xIT	97392300	21189926	19553856	770222	1365570	1900214	20	1	787	96622058	19824355	17652855	2.92176087635 %	0.790844861452 %	8.01541692914 %	0.000584930445617 %	2.05355043469e-05 %	0.00193403744404 %
TEncSearch::xExtDIFUpSamplingQ	96043338	33924607	49142312	2301134	5902209	745703	122	1369	170	93742082	28021029	48396439	4.99638945859 %	2.39593296934 %	8.00308002275 %	0.000927361742326 %	0.000127025989038 %	0.00185272310389 %
xTrMxN	94235485	27575715	25164330	2987015	3165641	3660546	122	10	954	91248348	24410064	21502830	6.67675904962 %	3.16973484033 %	12.9430814858 %	0.00073889850916 %	0.000129462908797 %	0.00182783310101 %
TComCUMvField::clearMvField	87957384	5462112	27098824	212398	300192	1520500	44	330	27077	87744942	5161590	25551247	1.68695514508 %	0.241478304994 %	5.59164515418 %	0.0227774499346 %	5.0024225368e-05 %	0.0841714132542 %
TComPrediction::xPredInterUni	86300460	34275360	28154760	470128	2806278	815798	36	814	171	85830296	31468268	27338791	2.7514207233 %	0.544757235361 %	5.80180848603 %	0.00068647617726 %	4.17147255067e-05 %	0.00157776406645 %
TComDataCU::getPULeft	86238925	43453184	17595120	1568898	3271500	279011	106	4437	67	84669921	40177247	17316042	3.47579965674 %	1.81924577562 %	5.81590440252 %	0.00312993871315 %	0.000122914333638 %	0.0073777643356 %
TComDataCU::getPUBelowLeft	84720521	42939510	16218572	563318	4427089	459922	85	5632	42	84157118	38506789	15758608	3.78814423156 %	0.664913285885 %	8.26093550497 %	0.00400267995374 %	0.000100329883477 %	0.00959125077787 %
TEncSearch::xEstimateMvPredAMVP	83639208	31835299	38156625	969462	5821971	4294463	145	802	471	82669601	26012526	33861691	7.2159176696 %	1.15909992835 %	14.4537161173 %	0.000922990009603 %	0.000173363669345 %	0.00181878126396 %
TEncSearch::xEncodeResidualQT	82479309	37332210	18132830	277248	1643487	495144	81	0	590	82201980	35688723	17637096	1.7513432174 %	0.336142486354 %	3.85581800716 %	0.000486428044979 %	9.82064483591e-05 %	0.0010637331191 %
TComCUMvField::setAllMv	82456385	25248552	15564785	276172	1468290	1350919	119	555	10	82180094	23779707	14213856	2.51106350349 %	0.334931006253 %	6.90756798446 %	0.000554880784107 %	0.000144318720739 %	0.00138435139474 %
QpParam::QpParam	79531219	35526298	24163032	1308464	7075003	419643	72	427	0	78222683	28450868	23743389	6.32313984051 %	1.64522060199 %	12.556090008 %	0.000358424100166 %	9.05304871537e-05 %	0.000715370737115 %
TEncSearch::xCheckBestMVP	78231327	30308280	16563408	991609	3250063	284438	130	275	0	77239588	27057942	16278970	3.61790641097 %	1.2675344239 %	7.54080160288 %	0.000323733204991 %	0.000166173839797 %	0.000586708121116 %
fastForwardDst	77231514	35361126	9324078	389966	218810	620791	46	4	165	76841502	35142312	8703122	1.00853026572 %	0.50493118651 %	1.87892394986 %	0.000176349891571 %	5.95611786142e-05 %	0.000378201249792 %
TComDataCU::xGetColMVP	76315004	33518648	11138676	675703	9486244	119669	125	62015	0	75639176	23970389	11019007	8.49914701154 %	0.885413044072 %	21.5102745521 %	0.0513671192638 %	0.000163794789292 %	0.138868598575 %
TComDataCU::setCbfPartRange	75946536	37973268	25315512	285675	2746657	726278	159	73	0	75660702	35226538	24589234	2.69946598893 %	0.376152771471 %	5.48744184988 %	0.000166624392909 %	0.000209357804022 %	0.000115344299574 %
TComDataCU::setExplicitRdpcmModePartRange	75935124	37967562	25311708	470691	2035721	2199072	39	19	349	75464394	35931822	23112287	3.38002692451 %	0.619859394712 %	6.69222796028 %	0.00029235482647 %	5.13596316772e-05 %	0.000581549060221 %
TComDataCU::setCrossComponentPredictionAlphaPartRange	73898406	36949203	24632802	65177	2200423	3038	21	0	0	73833208	34748780	24629764	1.67451366825 %	0.0881981135019 %	3.57809233395 %	1.55003958469e-05 %	2.8417392386e-05 %	0.0 %
TEncSbac::estSignificantCoeffGroupMapBit	73299606	36649803	19289370	902861	1014428	4281679	34	92	25	72396711	35635283	15007666	4.79652318597 %	1.2317405908 %	9.46761762102 %	0.000116837996434 %	4.63849696545e-05 %	0.000209155755663 %
TEncSbac::codeIntraDirLumaAng	72332016	25018044	25191080	1433905	2232385	130147	94	2139	4	70898017	22783520	25060929	3.09809179187 %	1.98239324617 %	4.70538382625 %	0.00182550937587 %	0.000129956283812 %	0.00426814855404 %
TComDataCU::getPUAbove	71108831	34063064	16055104	1919842	1532720	253968	59	1777	78	69188930	32528567	15801058	3.05751196563 %	2.69986438112 %	3.56495073802 %	0.00157885620843 %	8.29714104005e-05 %	0.00370125260764 %
TComTU::getGolombRiceStatisticsIndex	70424963	38137710	5867340	1239866	1128589	0	12	0	0	69185085	37009121	5867340	2.06978478627 %	1.76054902578 %	2.56468064461 %	1.04867592735e-05 %	1.70394125731e-05 %	0.0 %
TComDataCU::getPartIndexAndSize	69965674	31451087	11025025	212031	4501155	1017271	169	4458	135	69753474	26945474	10007619	5.09637671533 %	0.30305003565 %	12.9918340925 %	0.00423508036416 %	0.000241547019185 %	0.0108131365696 %
TComDataCU::getCoefScanIdx	68670330	30274782	15071261	1470668	1239166	1229478	42	13	571	67199620	29035603	13841212	3.45504061947 %	2.14163525936 %	5.4440119505 %	0.000549043951784 %	6.11617855921e-05 %	0.00128787422532 %
TComCUMvField::setAllRefIdx	66711365	20211514	14239891	474668	894834	466253	219	7	9	66236478	19316673	13773629	1.81465473909 %	0.711524940316 %	3.95074453422 %	0.000232298898103 %	0.000328279896536 %	4.64422278279e-05 %
TComRdCost::setDistParam	66671161	35296497	23530998	267807	5489501	55987	15	25	0	66403339	29806971	23475011	4.63215717625 %	0.401683420512 %	9.42669409942 %	3.18728512917e-05 %	2.24984832648e-05 %	4.24971350556e-05 %
TEncSbac::codeQtCbfZero	65086179	29176563	26932212	215877	4022069	58774	33	0	0	64870269	25154494	26873438	3.54529611852 %	0.331678711697 %	7.27309231043 %	2.72288564093e-05 %	5.07020084863e-05 %	0.0 %
TEncSbac::codeLastSignificantXY	64659842	25536469	14401845	972988	1269203	45050	174	8	0	63686680	24267258	14356795	2.18669342507 %	1.50477942708 %	3.29070726421 %	0.000173999243352 %	0.000269100564768 %	2.0030890638e-05 %
TEncSbac::resetBits	63177282	40613967	22563315	239736	11482244	343407	23	175	114	62937523	29131548	22219794	9.54883355064 %	0.379465517367 %	18.7182015839 %	0.000246924202912 %	3.6405491455e-05 %	0.000457442914369 %
TEncBinCABACCounter::getNumWrittenBits	61947680	34845570	15486920	147208	4065809	84644	143	0	0	61800329	30779761	15402276	3.82762245551 %	0.237632789477 %	8.24607127523 %	0.000127359978169 %	0.000230839960431 %	0.0 %
TComPrediction::initAdiPatternChType	57508989	22082226	16159724	1467077	1602985	1194822	89	524	1723	56041823	20478717	14963179	4.45414326433 %	2.55103945576 %	7.31606782604 %	0.00243966275882 %	0.000154758415245 %	0.00587574639892 %
