BasketballPass__QP_32_nF_32_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
partialButterfly8	547533780	277789760	71988200	2729204	3304945	6272976	2883	1710	136147	544801693	274483105	65579077	1.37155510748 %	0.49845399493 %	2.7382860258 %	0.0156846270617 %	0.000526542855493 %	0.0394127177138 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memset-sse2.S:__memset_chk_sse2	504223716	106595760	146934768	1271497	1882604	63661610	1798	963	3444499	502950421	104712193	79828659	8.81759640795 %	0.252169217681 %	25.8525923947 %	0.454931137278 %	0.000356587749236 %	1.35899294936 %
TComRdCost::xGetComponentBits	482899012	52501696	0	50422	0	0	165	0	0	482848425	52501696	0	0.00941761922362 %	0.0104415206383 %	0.0 %	3.08180391872e-05 %	3.41686348284e-05 %	0.0 %
TComRdCost::xGetSAD4	479267508	150580866	27456814	173022	3820163	352368	1268	91477	13580	479093218	146669226	27090866	0.661116491903 %	0.0361013415497 %	2.34362242869 %	0.0161758954503 %	0.000264570407723 %	0.0590082953227 %
partialButterflyInverse32	468435714	257678724	33763020	184943	2009773	1357265	1916	1618	0	468248855	255667333	32405755	0.46744129104 %	0.0394809777463 %	1.15530395673 %	0.000465074988446 %	0.000409020905695 %	0.000555170984703 %
TEncSearch::xIntraCodingTUBlock	397772270	148396242	81676714	5200375	11469303	5507579	2006	139467	170928	392569889	136787472	75998207	3.53228090007 %	1.30737494597 %	7.37891245245 %	0.0497576452067 %	0.000504308658821 %	0.134911553881 %
partialButterfly4	389617784	179713000	69009792	466991	1866524	4189015	720	137	25388	389150073	177846339	64795389	1.02179467282 %	0.119858748542 %	2.43465383743 %	0.00411144160136 %	0.00018479649276 %	0.0102624290258 %
TEncSbac::estSignificantCoefficientsBit	377614575	146661165	75531060	874812	2462620	3920793	3411	1081	993	376736352	144197464	71609274	1.21009381688 %	0.231667964617 %	2.87292365878 %	0.000914461123148 %	0.000903301997811 %	0.000933426000842 %
TEncSbac::estLastSignificantPositionBit	372729844	149656269	61086541	2544230	4478556	3638329	5284	2715	15363	370180330	145174998	57432849	1.82718331817 %	0.682593583786 %	3.85155963328 %	0.00400395799869 %	0.00141764875688 %	0.00857822860006 %
TEncBinCABACCounter::encodeBin	360294885	173475315	106754040	261801	13970832	499999	26	1584	13388	360033058	159502899	106240653	2.30008968903 %	0.0726629799366 %	5.1639240293 %	0.00234151950284 %	7.21631116134e-06 %	0.00534276646356 %
__x86.get_pc_thunk.bx	358244494	358244494	0	3	0	0	1	0	0	358244490	358244494	0	4.18708458922e-07 %	8.37416917844e-07 %	0.0 %	1.39569486307e-07 %	2.79138972615e-07 %	0.0 %
TComTrQuant::xT	348080677	84433973	68818879	2063628	11096955	9323966	751	309468	378685	346016298	73027550	59116228	4.48494818307 %	0.592859108924 %	13.324985952 %	0.13741430807 %	0.000215754579218 %	0.449031121457 %
TComPrediction::xPredInterBlk	316687972	130231182	59529312	899676	10337208	1875735	7583	187867	736	315780713	119706107	57652841	2.58913194141 %	0.284089097012 %	6.43597765929 %	0.0387376037585 %	0.00239447047897 %	0.0993900237212 %
TComRdCost::xGetSSE4	288081819	111189474	64018182	1832174	4752081	2156070	1130	10150	7123	286248515	106427243	61854989	1.88657965951 %	0.635990846753 %	3.9428362651 %	0.00397224650959 %	0.00039224967543 %	0.00985858745807 %
TComTrQuant::xDeQuant	276644978	104784630	15460074	886896	1383741	1600790	416	3692	1166	275757666	103397197	13858118	0.97544158379 %	0.320589951212 %	2.48204777484 %	0.0013288327309 %	0.000150373233958 %	0.00404009477207 %
TEncSearch::xPatternRefinement	275037723	105513923	63140145	453466	11808959	6720154	4041	3447	0	274580216	93701517	56419991	4.27832549194 %	0.164874110742 %	10.9864607594 %	0.00168765799861 %	0.00146925300134 %	0.00204382855443 %
void	269607956	153020556	11455468	158286	2626183	747599	1263	45909	6775	269448407	150348464	10701094	0.81368310344 %	0.0587096917867 %	2.05123027536 %	0.0124277795278 %	0.000468457985713 %	0.0320314163236 %
TEncSearch::xTZSearchHelp	256298215	108315650	80419529	666062	7884090	165459	5405	14287	2897	255626748	100417273	80251173	1.95841730475 %	0.259877736566 %	4.2649966173 %	0.00507579887365 %	0.00210887149565 %	0.00910482088768 %
partialButterflyInverse16	254418276	148338596	21244762	483930	5559099	1548097	2174	876	3568	253932172	142778621	19693097	1.79035300605 %	0.190210391961 %	4.19097491866 %	0.00156084304147 %	0.000854498361588 %	0.00262054015937 %
TEncSbac::estSignificantMapBit	254310590	94170115	44910834	2719211	9188582	5047355	1507	772	6946	251589872	84980761	39856533	4.30999305249 %	1.06924804036 %	10.2357203502 %	0.00234499196995 %	0.000592582479558 %	0.00554928626494 %
TEncEntropy::countNonZeroCoeffs	246366895	28562775	668630	84730	2779720	0	36	18040	0	246282129	25765015	668630	1.03935691911 %	0.0343917960244 %	9.50936159244 %	0.00655882129897 %	1.46123528488e-05 %	0.0617144471845 %
TComTrQuant::transformNxN	230089880	111272025	88201535	4036300	10846341	919338	2061	103655	6000	226051519	100322029	87276197	3.67861357102 %	1.75422752187 %	5.89836517682 %	0.026006868741 %	0.000895736918112 %	0.0549721978191 %
TComRdCost::xGetSAD24	223943318	58856011	2005669	3472	1315141	23703	194	5893	0	223939652	57534977	1981966	0.471310549122 %	0.00155039231847 %	2.19981439881 %	0.00213725181887 %	8.66290638777e-05 %	0.00968261145601 %
TEncSearch::xPatternSearch	217626588	85830352	75853058	196736	10116935	9885892	2400	18861	5422	217427452	75694556	65961744	5.32534420566 %	0.090400718868 %	12.3716013906 %	0.00703461552311 %	0.00110280642731 %	0.015018856913 %
TComYuv::addAvg	215370576	82293916	18296946	348634	2749076	1278161	6094	1630	20434	215015848	79543210	16998351	1.3849383101 %	0.161876337276 %	4.00358135911 %	0.00891184702103 %	0.00282954158046 %	0.0219343979774 %
TComYuv::addClip	215145423	57789265	20104363	576044	2076845	1107290	5215	360450	428978	214564164	55351970	18568095	1.2831665224 %	0.267746341971 %	4.08779906875 %	0.271173073107 %	0.00242394187489 %	1.01346929174 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/strcat.S:0x0012694b	211003420	211003420	0	90999	0	0	457	0	0	210911964	211003420	0	0.0215633945649 %	0.0431267891298 %	0.0 %	0.000108292083607 %	0.000216584167214 %	0.0 %
getTUEntropyCodingParameters	199804026	85745184	49139069	1960351	6430352	5714679	3212	29986	74623	197840463	79284846	43349767	4.21448341189 %	0.981136886601 %	9.00403918907 %	0.0322153498539 %	0.00160757521473 %	0.0775546423495 %
TComRdCost::xGetSSE8	196864762	83200748	71080954	1435063	2380402	538061	1309	87589	2368	195428390	80732757	70540525	1.23980345706 %	0.728958796598 %	1.89164558218 %	0.0259908640287 %	0.000664923466598 %	0.0583069792684 %
TComRdCost::xGetSSE16	195956665	84945485	79040635	584081	2571840	353183	2540	92278	15956	195370044	82281367	78671496	0.974906053472 %	0.298066411775 %	1.78370157182 %	0.0307754467144 %	0.00129620495429 %	0.0660019274802 %
TEncSbac::estCBFBit	194525100	90315225	45852345	3398621	13276526	4341701	3318	2929	4781	191123161	77035770	41505863	6.35540182974 %	1.74713751593 %	12.9386365638 %	0.003334818398 %	0.00170569247876 %	0.00566214113977 %
TComYuv::copyPartToPartComponent	186917497	66639988	37946076	890769	1708671	60039	4646	69557	726	186022082	64861760	37885311	0.912331564965 %	0.476557312342 %	1.69115265682 %	0.0257043172107 %	0.00248558860169 %	0.0672011139075 %
TComYuv::removeHighFreq	175182382	50706846	21729006	274764	3221752	988	5013	0	0	174902605	47485094	21728018	1.41245817947 %	0.15684453931 %	4.44909518011 %	0.00202448742123 %	0.00286158912944 %	0.0 %
TComRdCost::calcRdCost	168719512	58656672	36578840	821500	6551072	128398	2040	4426	0	167895972	52101174	36450442	2.84176064783 %	0.48690278336 %	7.0136337378 %	0.00244965975719 %	0.00120910733786 %	0.00464742605678 %
TEncSearch::xEstimateResidualQT	167177706	63179711	55930333	5336926	12125732	3937316	26769	30694	169699	161814011	51023285	51823318	7.47498766538 %	3.19236704923 %	13.4858887299 %	0.07934743977 %	0.0160123025016 %	0.168241899063 %
TComTU::TComTU	164013598	59306263	56959424	715568	3540539	3212089	2211	54529	134671	163295819	55711195	53612664	2.66455510617 %	0.436285776744 %	5.80792852495 %	0.0682929528666 %	0.00134805895789 %	0.162730728973 %
TComTrQuant::xTransformSkip	160486700	44498585	32097340	2192562	2305817	3232959	1144	24022	0	158292994	42168746	28864381	3.2610310435 %	1.3661954542 %	7.23116275442 %	0.0106148647544 %	0.000712831655209 %	0.0313619817242 %
TComRdCost::getDistPart	154615942	50134178	89016127	2201178	1107871	847504	3969	524	5820	152410795	49025783	88162803	1.41491850832 %	1.42364233049 %	1.40522509095 %	0.00351061434229 %	0.00256700567138 %	0.00455909888232 %
TComRdCost::xGetSSE32	149456200	65601870	63429730	199839	2042937	217175	1573	381685	49	149254788	63177248	63212506	0.883324511882 %	0.133710746025 %	1.75159573314 %	0.13763870446 %	0.00105248226571 %	0.295845358811 %
TComTURecurse::nextSection	145748237	64384443	33856865	1825393	2122595	1064670	1465	15422	35056	143921379	62246426	32757139	2.05445606286 %	1.25242887158 %	3.24432264277 %	0.021289026954 %	0.00100515795604 %	0.0513816448779 %
TComDataCU::initEstData	144009360	67047420	61726500	543899	1430060	3439178	6754	6436	119071	143458707	65610924	58168251	1.98440938169 %	0.377683089488 %	3.78122992606 %	0.0484857429678 %	0.00468997292954 %	0.0974630577372 %
TEncSbac::codeQtCbf	134909587	55703621	34140929	2607793	5269081	435412	774	126899	26678	132301020	50307641	33678839	3.69839065521 %	1.93299309411 %	6.34929219413 %	0.0686754878287 %	0.000573717566862 %	0.170936356184 %
TEncSearch::predInterSearch	133165086	32029313	56356297	4049434	6299989	4861998	43697	362364	1140291	129071955	25366960	50354008	6.86588725499 %	3.04091269088 %	12.6287378681 %	0.697967565852 %	0.0328141567077 %	1.70011272197 %
partialButterflyInverse8	131625494	69620096	16149854	657084	736783	1051933	1238	611	3162	130967172	68882702	15094759	1.12504657641 %	0.499207243241 %	2.08548098722 %	0.00230501610696 %	0.000940547277262 %	0.00439897656464 %
TComRdCost::setDistParam	125617264	53392533	41965149	70749	1526190	7530485	207	7385	1244	125546308	51858958	34433420	4.13052437175 %	0.056321080198 %	9.49758300543 %	0.00399864335751 %	0.000164786266958 %	0.00904908741385 %
TEncSearch::xTZSearch	124893253	45280334	52491257	4034580	2300472	978147	31706	6928	1263	120826967	42972934	51511847	3.28439769324 %	3.23042270346 %	3.35334524729 %	0.017917961041 %	0.0253864794442 %	0.00837768917967 %
TComDataCU::clipMv	122928245	42466121	20115531	421152	2468936	175389	2893	1803	0	122504200	39995382	19940142	1.65246008411 %	0.342599863847 %	4.22539980249 %	0.00253140133003 %	0.00235340543583 %	0.00288103612222 %
TComYuv::subtract	121472479	41332101	17618010	473237	1599862	1075952	4428	89870	183857	120994814	39642369	16358201	1.74537512182 %	0.389583717971 %	4.539116135 %	0.154168610483 %	0.00364527013563 %	0.464336699892 %
fillReferenceSamples	112098691	31501394	14996487	2200245	1590218	2129206	2292	21722	19388	109896154	29889454	12847893	3.73253275613 %	1.9627749266 %	7.99912580963 %	0.0273662913723 %	0.00204462690827 %	0.0884126311046 %
TComRdCost::xGetSAD12	111593800	30885300	2669100	5529	536067	10658	170	6047	0	111588101	30343186	2658442	0.380475954921 %	0.00495457632951 %	1.62936902463 %	0.00428320847244 %	0.000152338212338 %	0.0180214815345 %
TEncSbac::xCopyContextsFrom	109162530	43665012	43665012	98195	5570209	3014020	518	1575	1155	109063817	38093228	40649837	4.41870382529 %	0.0899530269223 %	9.82964232324 %	0.00165298884557 %	0.00047452179791 %	0.00312607265515 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memcpy-ssse3.S:__memcpy_chk_ssse3	102024636	28963868	17935236	213166	5031864	4432345	419	333	136124	101811051	23931671	13366767	6.4982084119 %	0.208935810366 %	20.1799356337 %	0.0919101279621 %	0.00041068512119 %	0.290958650297 %
TComTrQuant::xQuant	99052800	45024000	32417280	510372	2306795	4905432	657	9395	63204	98541771	42707810	27448644	4.37555695919 %	0.515252471409 %	9.31315572263 %	0.0415062080269 %	0.000663282612909 %	0.0937471591379 %
TEncBinCABAC::copyState	95764464	51872418	39901860	141661	9018759	2199876	17	719	14332	95622786	42852940	37687652	6.05757289339 %	0.147926479284 %	12.2241604559 %	0.00803460652413 %	1.77518875895e-05 %	0.0164000200579 %
TEncSampleAdaptiveOffset::getBlkStats	92375195	30246219	17562005	301	2286613	212063	245	37162	28337	92374649	27922444	17321605	1.78264806054 %	0.000325845049637 %	5.22645643561 %	0.0468985565261 %	0.000265222714821 %	0.13700362515 %
void	87620008	57599452	3560024	35787	908428	344979	104	7776	29	87584117	56683248	3215016	0.866513288889 %	0.0408434110164 %	2.04940768296 %	0.00531592111181 %	0.000118694351181 %	0.0127617182332 %
TComTrQuant::calcPatternSigCtx	86388885	34960430	4135685	124274	232404	0	739	16	0	86263872	34728010	4135685	0.284239550544 %	0.143854154386 %	0.594442695905 %	0.000601665537714 %	0.00085543412211 %	4.0924782424e-05 %
TComDataCU::getQuadtreeTULog2MinSizeInCU	85002279	36018336	11865917	614438	3279643	197215	1017	33519	12800	84386824	32705174	11655902	3.0787890529 %	0.722848854441 %	7.26096322313 %	0.0356213675589 %	0.00119643850961 %	0.0967311738162 %
TEncSbac::xCopyFrom	80052522	36387510	36387510	123788	10331710	628813	308	2362	12768	79928426	26053438	35745929	7.25282292376 %	0.154633479255 %	15.0608313127 %	0.0101015823444 %	0.000384747403711 %	0.0207901007791 %
TComDataCU::setTransformSkipPartRange	79024482	39512241	26341494	139496	1381730	13416	1040	11472	0	78883946	38119039	26328078	1.05926345021 %	0.176522511087 %	2.11855257716 %	0.00863621892862 %	0.00131604785464 %	0.0174204242174 %
TComTrQuant::xIT	78333896	17102734	15772754	660889	1400636	1728961	1563	9	114559	77671444	15702089	13929234	3.4084228 %	0.843682024956 %	9.51954538287 %	0.104425540204 %	0.0019953048167 %	0.348490644458 %
fastForwardDst	74729214	34215426	9021978	347732	164943	547166	290	17	26	74381192	34050466	8474786	0.898424501752 %	0.465322704987 %	1.64697445758 %	0.000282283247283 %	0.000388067777616 %	9.94509291076e-05 %
TComTrQuant::rdpcmNxN	73839360	34218240	21611520	1528798	5017740	3679883	1046	61812	66756	72309516	29138688	17864881	7.88655078403 %	2.07043777194 %	15.5788292839 %	0.0999574918068 %	0.00141658865949 %	0.230285783066 %
TComDataCU::xAddMVPCand	73219966	29458700	13925889	573197	5014962	163142	3952	91652	16485	72642817	24352086	13746262	4.93231246412 %	0.782842483155 %	11.9353533578 %	0.0961274626021 %	0.00539743490184 %	0.249252101939 %
TComYuv::clear	72386904	18706728	16266720	148956	3024070	31530	997	39041	16482	72236951	15643617	16218708	2.98485981119 %	0.205777553354 %	8.73691378671 %	0.0526451329072 %	0.0013773209585 %	0.158757580894 %
TEncSbac::estBit	70862715	22231440	44462880	361514	1418213	858026	1101	354	7015	70500100	20812873	43597839	1.91757040998 %	0.510161091062 %	3.41294281132 %	0.00615744589144 %	0.00155370846291 %	0.0110489169093 %
TEncSbac::codeIntraDirLumaAng	69884431	24170355	24354945	1429229	1318979	84543	165	1652	79	68455037	22849724	24270323	2.39232956285 %	2.04513219833 %	2.89235100041 %	0.0016012197511 %	0.000236104090194 %	0.003567211331 %
xTrMxN	67680412	19823007	18044854	2421909	2397024	2523132	2175	915	27234	65256328	17425068	15494488	6.95612044737 %	3.57844896098 %	12.9929599139 %	0.0287299821571 %	0.00321363291937 %	0.074334803331 %
TEncSearch::xGetTemplateCost	66528462	28590744	22542702	938228	3454190	846266	4975	17713	819	65585259	25118841	21695617	4.45231943715 %	1.41026557926 %	8.41026047804 %	0.0199784283627 %	0.00747800242248 %	0.0362424234033 %
TComDataCU::getPULeft	64415654	32424256	13160937	1177953	1967018	298066	3763	3856	731	63233938	30453382	12862140	3.13000953529 %	1.82867506088 %	4.96890295057 %	0.00759085064136 %	0.00584174772176 %	0.010062477963 %
TEncSearch::xMotionEstimation	61861991	26083970	20286045	2099797	4237372	755118	16411	61072	973	59745783	21785526	19529954	6.55285553887 %	3.39432495795 %	10.7666344296 %	0.0724887238993 %	0.0265284057864 %	0.133804140456 %
TComCUMvField::clearMvField	61554114	3796824	18964066	148305	219029	983592	826	4602	162289	61404983	3573193	17818185	1.6022367739 %	0.240934342748 %	5.28371693726 %	0.198917146467 %	0.00134190868217 %	0.733235826894 %
TComDataCU::fillMvpCand	59050774	18062259	23982255	1326250	1882520	338254	11012	4549	32799	57713512	16175190	23611202	3.50859478238 %	2.24594854591 %	5.28195902086 %	0.0478360574036 %	0.0186483584449 %	0.0888296627712 %
TComPrediction::xPredInterUni	58322535	23163560	19027210	248080	1383414	284755	1944	9395	299	58072511	21770751	18742156	1.90646302994 %	0.425358739979 %	3.95387190137 %	0.0115785666385 %	0.00333318844937 %	0.0229765894294 %
QpParam::QpParam	57944449	25837048	17635362	1064398	5615262	314180	109	88179	4821	56879942	20133607	17316361	6.89613153963 %	1.83692833113 %	13.6395520745 %	0.0918082071542 %	0.000188111202852 %	0.213928788397 %
TEncSearch::xEncodeResidualQT	57486395	26104906	12680474	188020	1894282	381076	927	8148	27055	57297448	24202476	12272343	2.55877488495 %	0.327068691644 %	5.86653527695 %	0.0375291719717 %	0.00161255545769 %	0.0907635815351 %
TComDataCU::getPUAbove	57033488	27295409	12908064	1322723	863688	197843	3781	4752	5340	55706984	26426969	12704881	2.45200382188 %	2.31920411391 %	2.64039626626 %	0.0142672085361 %	0.00662943848007 %	0.0251023089473 %
TComCUMvField::setAllMv	56393328	17231673	10672922	179408	694360	896965	2171	239	53474	56211749	16537074	9722483	2.1005653959 %	0.318136925702 %	5.70273462131 %	0.0662934482977 %	0.00384974619693 %	0.192488011383 %
TEncSearch::xExtDIFUpSamplingQ	56218585	19855367	28761090	1512919	3237417	234817	12545	9496	200	54693121	16608454	28526073	4.75523537254 %	2.69113674775 %	7.14209593677 %	0.0212152345015 %	0.0223146847257 %	0.0199438638649 %
TComPrediction::predIntraAng	54804274	22228028	14580190	555055	1016450	45681	624	20113	2029	54248595	21191465	14532480	1.76524616315 %	1.01279509697 %	2.8855811493 %	0.0248503228141 %	0.00113859732911 %	0.060155044724 %
TComPrediction::initAdiPatternChType	53668370	20639163	15183356	1415040	1602266	870659	1388	30445	45585	52251942	19006452	14267112	4.3445372411 %	2.63663681233 %	6.90326942111 %	0.0865093652159 %	0.0025862533183 %	0.212240797472 %
TComDataCU::setCbfPartRange	53215326	26607663	17738442	233448	2351454	757965	598	38757	1295	52981280	24217452	16979182	3.42642268132 %	0.438685652325 %	7.0117071161 %	0.0416660555133 %	0.00112373642135 %	0.0903168384236 %
TComDataCU::setExplicitRdpcmModePartRange	53204634	26602317	17734878	370726	1666000	1186022	381	14098	23341	52833527	24922219	16525515	3.30396511224 %	0.696792689148 %	6.43257201995 %	0.0387731093293 %	0.00071610303719 %	0.0844415168799 %
TEncSbac::codeLastSignificantXY	53151717	20998548	11840489	747757	757564	38039	631	477	346	52403329	20240507	11802104	1.79479761278 %	1.40683507929 %	2.4227354779 %	0.00169087946362 %	0.00118716766948 %	0.00250616362471 %
TComDataCU::getCoefScanIdx	52806072	22888458	11056016	1289454	1399790	605225	715	55961	10367	51515903	21432707	10440424	3.79763488751 %	2.44186691258 %	5.90674935779 %	0.077282510706 %	0.00135401095541 %	0.195401466524 %
TEncSbac::estSignificantCoeffGroupMapBit	52799670	26399835	13894650	555064	1521348	1389465	416	863	163	52244190	24877624	12505022	3.72298024511 %	1.05126414616 %	7.22384961614 %	0.00154896942778 %	0.000787883712152 %	0.0025462541586 %
TComTU::getGolombRiceStatisticsIndex	51261864	27758575	4270550	989495	1176247	0	143	19349	0	50272226	26562979	4270550	2.60021165075 %	1.93027510666 %	3.67242939044 %	0.0234022914532 %	0.000278959813088 %	0.0604106418767 %
TComDataCU::setCrossComponentPredictionAlphaPartRange	51179238	25589619	17059746	51212	1435201	410	305	2000	0	51127721	24152418	17059336	1.58461594062 %	0.10006401424 %	3.36607825228 %	0.00245660696877 %	0.000595944785266 %	0.00468940158898 %
TComDataCU::getIntraDirPredictor	49715826	16373669	13141788	1071063	1280900	55255	676	2250	54	48644087	15090519	13086479	3.03821660947 %	2.15437032063 %	4.5269670058 %	0.00376114065955 %	0.00135972798682 %	0.00780607937055 %
TComDataCU::getPUBelowLeft	49112980	24885088	9397959	372909	2328216	266293	3937	2548	18793	48736134	22554324	9112873	3.55822466219 %	0.759288074151 %	7.56790666827 %	0.0303107964604 %	0.00801621078582 %	0.0622494260793 %
TEncSearch::xEstimateMvPredAMVP	48865096	18599322	22293355	700923	2893539	2033481	3996	11262	26976	48160177	15694521	20232898	6.27014553937 %	1.43440422178 %	12.0486609375 %	0.0470533064585 %	0.00817761618641 %	0.0935081848518 %
TEncSearch::xCheckBestMVP	45775524	17737132	9691980	513995	2145992	256720	2446	33593	0	45259083	15557547	9435260	3.9843200641 %	1.12285989342 %	8.75971486062 %	0.0492304886264 %	0.00534346695846 %	0.122472065446 %
TComDataCU::xGetColMVP	45540097	20175550	6702570	388956	5516566	56698	5034	40002	25	45146107	14618982	6645847	8.23303893273 %	0.854095677486 %	20.7353192857 %	0.0622232938986 %	0.0110539949004 %	0.148920385801 %
TComCUMvField::setAllRefIdx	45381427	13730760	9685977	321348	523928	233239	3235	10	28423	45056844	13206822	9424315	1.56765084603 %	0.708104661407 %	3.23344366894 %	0.0460302981341 %	0.00712846689462 %	0.12142169936 %
TEncSbac::resetBits	45374868	29169558	16205310	152476	6969430	443113	404	796	241	45221988	22199332	15761956	8.33613334148 %	0.336036239268 %	16.3362304437 %	0.00158788340718 %	0.000890360716862 %	0.00228540609749 %
