BasketballPass__QP_32_nF_8_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TComTrQuant::xDeQuant	5378281	2035089	307709	26635	13823	28595	12	0	0	5351634	2021266	279114	0.894343912295 %	0.495232584538 %	1.8105700961 %	0.000155418692128 %	0.000223119617588 %	0.0 %
TComRdCost::xCalcHADs4x4	4894400	1816080	1056160	7027	461	37916	20	21	0	4887353	1815598	1018244	0.584602865589 %	0.143572245832 %	1.33613486338 %	0.000527898808236 %	0.000408630271331 %	0.000731136673816 %
TEncBinCABACCounter::encodeBin	4232061	2037659	1253944	7132	123226	8143	2	22	1	4224927	1914411	1245800	1.84087168167 %	0.168523090759 %	3.9910341557 %	0.000332284907992 %	4.72582980255e-05 %	0.000698747692234 %
partialButterflyInverse16	4042308	2356868	337546	7663	16488	17410	36	218	4	4034609	2340162	320132	0.616932092492 %	0.189569918967 %	1.25808431815 %	0.00382975577736 %	0.00089058033183 %	0.00823926835297 %
partialButterfly8	3966924	2012608	521560	25015	23192	43947	17	41	11	3941892	1989375	477602	1.41751570352 %	0.63058934328 %	2.64935079284 %	0.00106136015303 %	0.000428543627254 %	0.0020519555136 %
fastForwardDst	3657748	1674732	441596	17977	8332	23627	9	1	0	3639762	1666399	417969	0.864831013655 %	0.491477269621 %	1.51011563425 %	0.000173187883221 %	0.000246053035912 %	4.72516547529e-05 %
partialButterflyInverse8	3501498	1852032	429618	18020	19507	28919	20	42	3	3483458	1832483	400696	1.14895900987 %	0.514636878273 %	2.12241141279 %	0.00112395532675 %	0.000571184104632 %	0.00197225691933 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memset-sse2.S:__memset_sse2	3405575	966482	807303	44594	60480	213716	63	11	34858	3360918	905991	558729	6.1550075685 %	1.30944113696 %	15.4582432482 %	0.674446263631 %	0.00184990787165 %	1.96579630564 %
TEncSbac::codeIntraDirLumaAng	3385536	1170614	1177964	68237	70047	38733	15	50	4	3317284	1100517	1139227	3.08708546778 %	2.01554495359 %	4.63173886496 %	0.00120332452407 %	0.000443061305507 %	0.00229926363953 %
TEncSbac::estSignificantCoefficientsBit	3373141	1313855	668538	17089	40421	51587	8	3	7	3356044	1273431	616944	2.03708911194 %	0.506619794429 %	4.64125932648 %	0.000336100937834 %	0.000237167672505 %	0.000504440844979 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memset-sse2.S:__memset_chk_sse2	3320650	700134	970648	24265	14559	436850	2	0	2226	3296383	685575	531572	9.5298102829 %	0.730730429283 %	27.0178275801 %	0.0446364890877 %	6.02291719995e-05 %	0.133231025951 %
partialButterfly16	3299580	1777440	298080	4068	10581	20653	26	80	76	3295486	1766779	277351	0.656769176387 %	0.123288418526 %	1.50487588652 %	0.00338598351659 %	0.000787979076125 %	0.00751618871415 %
TEncSbac::estLastSignificantPositionBit	3159475	1262019	519889	53418	53363	30782	11	3	5	3106046	1208653	489102	2.78389673498 %	1.69072393356 %	4.72218543269 %	0.000384507738016 %	0.000348159108713 %	0.000448956960741 %
TEncEntropy::countNonZeroCoeffs	3116547	363915	9918	2868	30362	0	1	0	0	3113678	333553	9918	0.952045336038 %	0.0920249237377 %	8.12180840108 %	2.86501756256e-05 %	3.20867934929e-05 %	0.0 %
TComPrediction::predIntraAng	2617140	1061536	696254	23798	90943	6013	12	2	0	2593330	970591	690241	2.76013559074 %	0.909313219774 %	5.51578971322 %	0.000320005120082 %	0.000458515784406 %	0.000113779234152 %
__x86.get_pc_thunk.bx	2594550	2594550	0	3	0	0	1	0	0	2594546	2594550	0	5.78134936694e-05 %	0.000115626987339 %	0.0 %	1.92711645565e-05 %	3.85423291129e-05 %	0.0 %
TComTrQuant::xT	2530329	619185	503487	34613	55062	64732	5	0	297	2495711	564123	438458	4.22685348293 %	1.3679248825 %	10.670436245 %	0.00826717539908 %	0.000197602762329 %	0.0264547436829 %
TComDataCU::getIntraDirPredictor	2423629	796209	636153	51352	74848	20813	13	198	3	2372264	721163	615337	3.8125866995 %	2.11880613741 %	6.67854913772 %	0.0055498054845 %	0.000536385725703 %	0.0140327654601 %
TComPrediction::initAdiPatternChType	2382138	917976	686621	61388	76874	57708	28	5	243	2320722	841097	628670	4.91555119666 %	2.57701275073 %	8.3872773039 %	0.00692295826033 %	0.0011754146905 %	0.0154555941461 %
TEncSbac::estSignificantMapBit	2155550	798431	380720	45604	63331	41675	8	5	11	2109938	735095	339034	4.51644690184 %	2.11565493725 %	8.90522079021 %	0.000719704705159 %	0.000371134977152 %	0.00135690848755 %
TEncSearch::estIntraPredQT	2054499	713357	988080	47777	133459	75067	82	36	28	2006640	579862	912985	6.82394481695 %	2.32548178412 %	12.2558754747 %	0.00388718018624 %	0.0039912406869 %	0.00376152628631 %
TEncSearch::xRecurIntraCodingQT	1918600	780209	615756	113676	204639	82254	56	20	19	1804868	575550	533483	12.0851152414 %	5.92494527259 %	20.5515897605 %	0.00286613778882 %	0.00291879495465 %	0.00279376631936 %
TComPrediction::xPredIntraPlanar	1914677	856102	331734	15202	2421	19274	10	0	499	1899465	853681	311961	1.18926173718 %	0.793972038104 %	1.82643058469 %	0.0164060553493 %	0.000522281303844 %	0.0420091662485 %
TComRdCost::xGetHADs	1811740	709800	541380	2828	17923	6344	9	0	0	1808903	691877	535036	0.884613375472 %	0.156093037632 %	1.93952908454 %	0.00029383725334 %	0.000496760020754 %	0.0 %
TComDataCU::getPUAbove	1747663	833079	398934	28353	26075	8446	6	3	3	1719304	807001	390485	2.11009519156 %	1.62233794502 %	2.80199965422 %	0.000402728350331 %	0.00034331561634 %	0.000487007848131 %
TComRdCost::xGetSSE4	1708290	659340	379620	34289	4988	6914	5	137	0	1673996	654215	372706	1.68135408135 %	2.00721189025 %	1.14556864557 %	0.00516880516881 %	0.00029269035117 %	0.0131862631863 %
TEncSbac::estCBFBit	1654660	768235	390027	73626	107869	47267	9	8	4	1581025	660358	342756	8.13253975759 %	4.44961502665 %	13.3938608018 %	0.000746554650289 %	0.000543918388068 %	0.00103603502489 %
TComDataCU::getPULeft	1606250	806631	329080	24136	45373	4121	6	50	4	1582108	761208	324955	2.68530442264 %	1.50263035019 %	4.35797487213 %	0.00218821493085 %	0.000373540856031 %	0.00475473073696 %
getTUEntropyCodingParameters	1575576	675378	387158	51913	71890	47552	9	50	39	1523654	603438	339567	6.495364867 %	3.29485851524 %	11.241219121 %	0.00371477784112 %	0.000571219668236 %	0.00837618678332 %
TComTrQuant::xIT	1567888	345814	317898	19377	23961	26964	11	3	3	1548500	321850	290931	3.15029575193 %	1.23586633739 %	7.67275565305 %	0.000761785266177 %	0.000701580725154 %	0.000904006557061 %
TComTrQuant::transformNxN	1520577	734205	585449	83580	59409	8134	11	1	0	1436986	674795	577315	5.32079961102 %	5.49659767312 %	5.1182355375 %	0.000422500845882 %	0.000723409600435 %	7.57774386316e-05 %
TComTURecurse::nextSection	1507041	673691	335034	16011	10447	9507	11	0	0	1491019	663244	325527	1.42958446851 %	1.06241303322 %	1.9781407222 %	0.000437242573435 %	0.000729907149175 %	0.0 %
fastInverseDst	1411200	699328	181888	9195	2105	10976	9	1	0	1401996	697222	170912	0.971725899662 %	0.651573129252 %	1.4844260658 %	0.000436221000028 %	0.000637755102041 %	0.000113479555523 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/strcat.S:0x0012694b	1330988	1330988	0	181	0	0	3	0	0	1330804	1330988	0	0.00679946025058 %	0.0135989205012 %	0.0 %	0.000112698236197 %	0.000225396472395 %	0.0 %
TComYuv::copyPartToPartComponent	1319771	491708	269236	20956	24724	1761	12	26	0	1298803	466958	267475	2.28003354616 %	1.58785122571 %	3.48054521752 %	0.00182629528792 %	0.000909248649955 %	0.00341680859564 %
TEncSearch::xLoadIntraResultQT	1319325	486500	260400	29770	35696	5630	24	0	84	1289531	450804	254686	3.44086437827 %	2.25645690031 %	5.53300307939 %	0.00522692349575 %	0.00181911204593 %	0.0112464854733 %
partialButterfly4	1279120	590000	226560	2675	7900	14435	7	9	5	1276438	582091	212120	1.19340739044 %	0.209128150604 %	2.73525521701 %	0.00100206138342 %	0.000547251235224 %	0.00171450965024 %
TComPrediction::filteringIntraReferenceSamples	1168626	288182	76725	24000	47471	6061	4	7	2	1144622	240704	70662	5.05577643259 %	2.05369382506 %	14.6700392155 %	0.00084771569963 %	0.000342282304176 %	0.00246638184524 %
TComDataCU::getPUAboveRightAdi	1143491	560817	240060	17456	55299	1853	10	55	1	1126025	505463	238206	3.83713371131 %	1.52655333536 %	7.136176966 %	0.00339441916345 %	0.000874514972134 %	0.00699233465314 %
TEncSearch::xUpdateCandList	1098264	288726	148462	1698	15686	132	3	1	0	1096563	273039	148330	1.14077157736 %	0.154607635323 %	3.61812309578 %	0.000260509608897 %	0.000273158366294 %	0.000228734548981 %
TComTU::TComTU	1086290	375693	334904	7838	15791	14141	11	10	22	1078441	359892	320741	2.1019685712 %	0.721538447376 %	4.21223281269 %	0.002393027497 %	0.00101262093916 %	0.00450325571315 %
TVideoIOYuv::read	1071438	161928	152569	32	4082	10535	31	4	9840	1071375	157842	132194	1.05697597651 %	0.00298664038423 %	4.64773908813 %	0.712515377705 %	0.00289330787222 %	3.13007755241 %
TComDataCU::getPUBelowLeftAdi	1031230	525016	231052	12575	27597	813	8	36	0	1018647	497383	230239	2.29312627217 %	1.2194175887 %	3.75759852288 %	0.00246181666404 %	0.000775772621045 %	0.00476147648095 %
TEncBinCABAC::copyState	1022976	554112	426240	3433	57591	32382	2	4	6	1019541	496517	393852	4.66254153089 %	0.335589495746 %	9.17762191539 %	0.000599003258578 %	0.000195508008008 %	0.00102004178091 %
/build/buildd/eglibc-2.19/malloc/malloc.c:_int_malloc	970988	184535	189418	567	5637	9852	135	15	5129	970286	178883	174437	1.19380701458 %	0.0583941305145 %	4.14196436451 %	0.392507924139 %	0.0139033644082 %	1.37557393576 %
TEncSearch::xModeBitsIntra	929880	499380	361620	1940	94718	280	4	5	0	927936	404657	361340	5.41286965067 %	0.208629070418 %	11.0334494774 %	0.000502546234254 %	0.000430163031789 %	0.000580720092915 %
TComRdCost::xGetSSE8	921934	389636	332878	10462	7497	2219	7	104	0	911465	382035	330659	1.22703788749 %	1.13478839049 %	1.34474902908 %	0.00674998540544 %	0.000759273440398 %	0.0143941847494 %
TComDataCU::getCoefScanIdx	857057	313294	100668	36078	28421	8440	7	31	6	820972	284842	92222	5.73862389154 %	4.20952165375 %	8.9044405042 %	0.00346178932022 %	0.000816748477639 %	0.00893801846546 %
TEncSbac::codeQtCbf	842400	348192	213408	41512	20721	5156	6	10	1	800882	327461	208251	4.79978632479 %	4.92782526116 %	4.60772792023 %	0.00121082621083 %	0.000712250712251 %	0.00195868945869 %
TEncSbac::codeLastSignificantXY	763723	299894	171462	24701	22855	492	15	2	0	739007	277037	170970	3.89027746403 %	3.23428782425 %	4.95315642529 %	0.00137643017167 %	0.00196406288667 %	0.000424307741919 %
TEncSbac::xCopyContextsFrom	762120	304848	304848	1736	45847	10801	2	4	2	760382	258997	294045	4.25596435674 %	0.227785650554 %	9.29118773946 %	0.000583168588207 %	0.000262425864693 %	0.0009840969926 %
TComTrQuant::xTransformSkip	762080	211304	152416	24205	5161	13856	7	0	0	737868	206143	138560	3.83922543969 %	3.17617572958 %	5.22847245134 %	0.000621780067508 %	0.000918538736091 %	0.0 %
isLeftAvailable	680368	254641	200079	19043	8617	743	3	25	0	661322	245999	199336	2.50227295152 %	2.79892646333 %	2.05840957072 %	0.00246676909632 %	0.000440937845401 %	0.0054978888107 %
TComTrQuant::calcPatternSigCtx	673853	272856	31565	470	1708	0	3	0	0	673380	271148	31565	0.222637011717 %	0.069748149819 %	0.561065103919 %	0.000306662550574 %	0.000445200956292 %	0.0 %
TComRdCost::getDistPart	658388	209544	383909	36025	3005	8467	6	0	0	622357	206539	375442	3.79417194356 %	5.47169754005 %	1.93309326939 %	0.000479294095656 %	0.000911316731168 %	0.0 %
TComTrQuant::xQuant	650045	295475	212742	11644	7756	35878	4	0	8	638397	287719	176856	4.77249534216 %	1.79126060504 %	8.58570256406 %	0.00103603502489 %	0.000615342014784 %	0.00157413073549 %
TEncSearch::xRecurIntraChromaCodingQT	626850	226272	223344	22736	29807	11522	48	0	6	604066	196465	211816	5.95141880933 %	3.62702400893 %	9.19206611864 %	0.00501641482406 %	0.0076573342905 %	0.00133447208284 %
TComDataCU::initEstData	604296	280466	258614	2379	4212	15058	11	7	28	601906	276247	243528	1.89342788374 %	0.393681242305 %	3.57460859242 %	0.00402317347924 %	0.00182029998544 %	0.00649254285078 %
TEncSbac::estBit	602769	189104	378208	6286	11819	20328	4	0	0	596479	177285	357880	3.28464439641 %	1.04285389594 %	5.66654680317 %	0.00034185667488 %	0.00066360413359 %	0.0 %
TComRdCost::xGetSSE32	599300	263055	254345	1427	6840	681	22	0	0	597851	256215	253664	0.801289513746 %	0.238111129651 %	1.45361422497 %	0.00197009044506 %	0.00367094944101 %	0.0 %
TEncSearch::xEncSubdivCbfQT	590230	241977	175709	39481	30194	640	15	0	0	550734	211783	175069	6.97627580076 %	6.68908730495 %	7.38210042951 %	0.00148821925637 %	0.00254138217305 %	0.0 %
isAboveAvailable	588879	197616	204946	26599	4795	3018	4	4	2	562276	192817	201926	3.47090749727 %	4.51688717037 %	1.94081905396 %	0.0010086328889 %	0.000679256689405 %	0.00149045364441 %
isBelowLeftAvailable	585492	224157	181413	21707	2207	1635	3	0	0	563782	221950	179778	2.5779416424 %	3.70748020468 %	0.947308725991 %	0.000302705582496 %	0.000512389580046 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-lookup.c:_dl_lookup_symbol_x	583432	105441	42233	55	9202	659	9	2136	17	583368	94103	41557	1.35630127505 %	0.00942697692276 %	6.67754648753 %	0.295716353032 %	0.00154259622372 %	1.45794114062 %
QpParam::QpParam	574334	247921	180205	26651	40837	780	6	9	0	547677	207075	179425	6.81004728368 %	4.64033123583 %	9.72073641872 %	0.00149631905512 %	0.00104468828243 %	0.00210218487081 %
TEncSbac::loadIntraDirMode	568260	275520	189420	1169	78250	420	3	2	0	567088	197268	189000	7.72735191638 %	0.205715693521 %	16.9204628554 %	0.000483933410763 %	0.000527927357196 %	0.000430163031789 %
TEncSbac::xCopyFrom	558888	254040	254040	4234	69364	5135	2	11	2	554652	184665	248903	7.3791341446 %	0.757575757576 %	14.6628483703 %	0.00140585284657 %	0.000357853451854 %	0.00255865218076 %
isAboveRightAvailable	553785	197616	185094	31889	2984	758	5	0	0	521891	194632	184336	3.8047186584 %	5.75837193135 %	0.977763842074 %	0.000533905680223 %	0.000902877470498 %	0.0 %
TComDataCU::getQuadtreeTULog2MinSizeInCU	553232	235140	79744	20569	20735	239	4	0	0	532659	214405	79505	4.78542038161 %	3.71797003789 %	6.6608655886 %	0.000460767915808 %	0.000723023975475 %	0.0 %
TEncSearch::xEncCoeffQT	540232	256994	164788	31039	22408	1108	8	0	0	509185	234586	163680	5.67091539208 %	5.74549452828 %	5.57539202716 %	0.000831588729478 %	0.00148084526648 %	0.0 %
TComRdCost::xGetSSE16	534290	231610	215510	2525	4326	444	11	0	0	531754	227284	215066	0.743318286954 %	0.47258979206 %	1.06682769726 %	0.0011208363477 %	0.00205880701492 %	0.0 %
xTrMxN	520424	155089	133708	36568	19679	22196	15	3	9	483841	135407	111503	9.69364363999 %	7.02657832844 %	14.4998043608 %	0.00333654218069 %	0.00288226522989 %	0.00415516781684 %
TEncSearch::xGetIntraBitsQT	504100	227850	247925	19288	28552	1087	6	0	0	484806	199298	246838	4.99318790662 %	3.82622495537 %	6.22962534812 %	0.000612323000383 %	0.00119024003174 %	0.0 %
TComTrQuant::rdpcmNxN	484579	224561	141828	19866	24048	20543	4	0	12	464709	200513	121273	7.57455039437 %	4.09964113179 %	12.1703981288 %	0.00188021171184 %	0.000825458800319 %	0.00327520749804 %
TComTrQuant::setErrScaleCoeff	452304	53568	50688	5	5501	12457	5	25	12295	452294	48042	25936	3.22750467155 %	0.00110545120096 %	17.224907919 %	2.21449619089 %	0.00110545120096 %	11.8170656845 %
TEncSbac::estSignificantCoeffGroupMapBit	449122	224561	118190	17010	15181	11819	2	1	1	432110	209379	106370	5.55770938017 %	3.78738961797 %	7.87743872374 %	0.000505131504673 %	0.000445313300172 %	0.000583513979536 %
TEncBinCABACCounter::encodeBinsEP	448360	163040	122280	4625	296	8	0	0	0	443735	162744	122272	0.671818776578 %	1.03153715764 %	0.106547034908 %	0.0 %	0.0 %	0.0 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memcpy-ssse3.S:__memcpy_chk_ssse3	441236	109316	82980	0	12839	28723	0	0	0	441236	96477	54257	6.56036317029 %	0.0 %	21.6135541041 %	0.0 %	0.0 %	0.0 %
TComDataCU::getPUAboveLeft	429198	189692	95271	28912	13982	9449	11	33	7	400275	175677	85815	7.32929969573 %	6.73628488483 %	8.22247098746 %	0.0071412468617 %	0.0025629196781 %	0.014036910055 %
TEncSearch::xRecurIntraChromaCodingQT	413488	148191	152770	15622	18134	9307	10	0	7	397856	130057	143456	6.02744212673 %	3.77810238749 %	9.11779267081 %	0.00237945605635 %	0.00241844987037 %	0.00232588275557 %
/build/buildd/eglibc-2.19/elf/dl-lookup.c:do_lookup_x	412220	159096	66928	141	14294	2150	28	1069	25	412051	143733	64753	2.5985359831 %	0.0342050361457 %	7.27533359289 %	0.175794837084 %	0.00679248944738 %	0.48401939617 %
TComRdCost::calcRdCost	403884	139806	85437	13121	22233	64	5	1	0	390758	117572	85373	5.62970592583 %	3.24870507373 %	9.89908676407 %	0.000953702511576 %	0.00123797922176 %	0.000443964962285 %
TComTU::getGolombRiceStatisticsIndex	402885	218114	33556	24333	9819	0	2	0	0	378550	208295	33556	5.2175905768 %	6.03968874493 %	3.90153772798 %	0.000305551099602 %	0.000496419573824 %	0.0 %
TEncSearch::xStoreIntraResultQT	401824	193984	107384	13386	22357	0	7	0	0	388431	171627	107384	5.08296453885 %	3.33130922991 %	7.41850495076 %	0.000995460699212 %	0.00174205622362 %	0.0 %
TEncBinCABACCounter::getNumWrittenBits	399808	224892	99952	6131	10037	6309	2	0	0	393675	214855	93643	3.10176470913 %	1.53348607332 %	5.03195379936 %	0.000275994546348 %	0.000500240115255 %	0.0 %
QpParam::QpParam	362774	94413	70914	17420	5805	29	3	6	0	345351	88602	70885	4.40332436409 %	4.80188767663 %	3.52876420669 %	0.00170421945802 %	0.00082696113834 %	0.00362917127874 %
TEncSbac::xWriteCoefRemainExGolomb	355355	143726	92456	3377	520	248	6	0	0	351972	143206	92208	0.700716945855 %	0.950317288345 %	0.325172959836 %	0.00101430679738 %	0.00168845239268 %	0.0 %
TEncSbac::resetBits	349832	224892	124940	3647	58501	539	1	10	1	346184	166381	124400	8.95958631572 %	1.04250040019 %	16.8766722312 %	0.00171510896659 %	0.000285851494432 %	0.00314436643875 %
TEncSearch::xEncIntraHeader	346138	135185	88647	38420	19040	5195	11	12	1	307707	116133	83451	10.9926838255 %	11.099619227 %	10.8273169163 %	0.0042107479341 %	0.00317792325604 %	0.0058079273741 %
TEncSearch::xRecurIntraCodingQT	344784	125779	101190	15567	17034	7450	35	1	8	329182	108744	93732	7.00494794081 %	4.51500069609 %	10.7873762496 %	0.00769563080561 %	0.0101512831222 %	0.00396529922589 %
TEncEntropy::encodeCoeffNxN	337640	182197	97287	16461	5292	16167	4	1	3	321175	176904	81117	6.14463219709 %	4.87531098211 %	7.67807817263 %	0.00129633590656 %	0.00118469375666 %	0.00143120894219 %
initROM	329111	79859	35725	19	186	3007	19	0	32	329073	79673	32686	0.72229280743 %	0.0057731282151 %	2.76249307863 %	0.0114685346136 %	0.0057731282151 %	0.0276854928018 %
TComCUMvField::clearMvField	327624	20064	100936	648	1178	5216	3	23	603	326973	18863	95117	1.56968864795 %	0.19778770786 %	5.28429752066 %	0.140206498092 %	0.000915683832686 %	0.517355371901 %
TComPrediction::UseDPCMForFirstPassIntraEstimation	327180	206640	34440	788	26783	0	2	0	0	326390	179857	34440	4.85182838841 %	0.240846017483 %	11.1095901775 %	0.000351951571464 %	0.000611284308332 %	0.0 %
TEncSearch::xEncSubdivCbfQT	324293	134013	71521	1035	4610	1098	0	0	3	323258	129403	70420	1.27267957277 %	0.319155825133 %	2.77715609096 %	0.000566222559439 %	0.0 %	0.00145961252153 %
TComTrQuant::invTransformNxN	321238	156212	119681	19938	8327	7138	10	0	0	301290	147885	112543	5.92884978338 %	6.20661316532 %	5.60543399071 %	0.00167467440143 %	0.00311295674858 %	0.0 %
TEncEntropy::encodeIntraDirModeLuma	318724	182128	113830	2533	8521	184	1	1	0	316190	173606	113646	1.82826241862 %	0.794731491824 %	2.94129572439 %	0.000325371492902 %	0.000313751082441 %	0.000337885781091 %
/build/buildd/eglibc-2.19/malloc/malloc.c:_int_free	313703	70832	46974	268	2192	436	51	16	0	313384	68624	46538	0.671133162924 %	0.0854311243437 %	2.23078620783 %	0.0155269067389 %	0.0162574154535 %	0.0135816511892 %
TComDataCU::setTransformSkipSubParts	312850	162682	87598	11333	28857	409	2	0	1	301515	133825	87188	7.20952533163 %	3.62250279687 %	11.6933035001 %	0.000532736668265 %	0.000639284001918 %	0.000399552501199 %
TEncSearch::xEncCoeffQT	308027	159511	77440	1493	8577	1255	0	0	0	306534	150934	76185	2.07806553659 %	0.484697770001 %	4.14938109567 %	0.0 %	0.0 %	0.0 %
TEncBinCABAC::resetBits	299856	74964	174916	2587	6245	0	1	0	0	297268	68719	174916	1.6065893447 %	0.86274745211 %	2.49919961582 %	0.000181905496456 %	0.00033349341017 %	0.0 %
/build/buildd/eglibc-2.19/malloc/malloc.c:malloc	293176	83779	41892	8	4103	2195	8	0	4	293160	79676	39693	1.50556169675 %	0.00272873632221 %	5.01149827725 %	0.00286500798621 %	0.00272873632221 %	0.00318291411702 %
TComTrQuant::getSigCoeffGroupCtxInc	285038	95254	20877	312	582	0	3	0	0	284723	94672	20877	0.222848724602 %	0.109459089665 %	0.50115817482 %	0.000747814512088 %	0.00105249124678 %	0.0 %
TEncEntropy::estimateBit	283656	130009	94552	322	23141	7725	2	1	0	283332	106867	86827	6.13674867232 %	0.113517782102 %	13.7450403231 %	0.00059029902581 %	0.00070507939194 %	0.000445313300172 %
TComTrQuant::xsetFlatScalingList	249696	2016	98640	2	327	12367	2	40	12306	249692	1649	73967	3.62378408001 %	0.000800973984365 %	12.6112700684 %	3.52445540485 %	0.000800973984365 %	12.2655380703 %
partialButterflyInverse4	221900	114754	32968	2413	462	1902	8	3	4	219479	114289	31062	1.29240142632 %	1.08742676881 %	1.60030327236 %	0.00405819999892 %	0.00360522757999 %	0.00473863067113 %
TComDataCU::setTrIdxSubParts	218400	109200	63700	17996	23733	0	2	0	0	200402	85467	63700	10.6641962688 %	8.23992673993 %	13.7264314633 %	0.000511116790187 %	0.000915750915751 %	0.0 %
TComTU::GetEquivalentLog2TrSize	216007	98185	19637	7081	3655	0	1	0	0	208925	94530	19637	3.21601778156 %	3.2781345049 %	3.1021371221 %	0.000299554562366 %	0.00046294796002 %	0.0 %
TComDataCU::setCbfPartRange	213642	106821	71214	6369	19883	5485	2	19	0	207271	86919	65729	8.10285005247 %	2.98115539079 %	14.2488836465 %	0.00536156067372 %	0.000936145514459 %	0.0106720588648 %
TComDataCU::setExplicitRdpcmModePartRange	212742	106371	70914	13625	6214	9644	2	57	6	199115	100100	61264	7.55922025911 %	6.40447114345 %	8.9449191979 %	0.0166655129004 %	0.000940105855919 %	0.0355360013538 %
xITrMxN	206895	55713	62709	27026	1306	9325	20	0	2	179849	54407	53382	11.5754786869 %	13.0626646367 %	8.97721707115 %	0.00676263459948 %	0.00966673916721 %	0.00168887537789 %
isAboveLeftAvailable	203481	70776	70776	20956	13190	11430	3	0	5	182522	57586	59341	13.2091712967 %	10.2987502519 %	17.3929015485 %	0.00231861879878 %	0.00147433912749 %	0.00353227082627 %
TEncSbac::codeTransformSkipFlags	201774	113840	33087	10746	9061	3532	4	2	4	191024	104777	29551	6.69312677624 %	5.32576050433 %	8.57092297536 %	0.00286778644168 %	0.00198241597034 %	0.00408366059336 %
TComRdCost::setDistParam	200923	106371	70914	11754	12181	0	1	2	0	189168	94188	70914	6.32852821728 %	5.85000223966 %	6.87085765857 %	0.000793214315932 %	0.000497703100193 %	0.0011281270271 %
